id,score,scLivingspaceSqmPrice,scLotareaSqmPrice,scPurchasePrice,scPricetrend,scCondition,scFiring_type,yearConstructed,lotArea,livingSpace,condition,noRooms,purchasePrice,pricepersqmlivingspace,pricepersqmlotarea
1618,0.68,1,1,0.92,0.53,0.6,0,1978,1190,500,well_kept,16,950000,1900,798.3193277310925
1620,0.56,1,1,0.97,0.42,0,0,2019,400,131,no_information,4,310150,2367.557251908397,775.375
1621,0.57,1,1,0.98,0.42,0,0,2019,400,92,no_information,3,276130,3001.413043478261,690.325
1622,0.71,1,1,0.96,0.49,0.8,0,1918,509,160,fully_renovated,6,450000,2812.5,884.0864440078585
1623,0.73,1,1,0.95,0.44,1,0,2020,225,150,first_time_use,5,585000,3900,2600
1625,0.65,1,1,0.95,0.35,0.6,0,1988,602,205,well_kept,6,550000,2682.9268292682927,913.6212624584717
1626,0.68,1,1,0.97,0.54,0.6,0,1977,466,124,well_kept,4,369000,2975.8064516129034,791.8454935622318
1627,0.59,1,1,0.99,0.52,0,0,1970,200,100,need_of_renovation,3,100000,1000,500
1628,0.68,1,0.99,0.75,0.44,0.9,0,1750,443,460,first_time_use_after_refurbishment,19,2950000,6413.04347826087,6659.142212189617
1630,0.54,1,1,0.97,0.29,0,0,1975,1329,130,no_information,7,350000,2692.3076923076924,263.35590669676446
1631,0.67,1,1,0.91,0.29,0.8,0,1990,731,136,fully_renovated,5,1095000,8051.470588235294,1497.9480164158688
1633,0.75,1,1,0.96,0.62,0.9,0,2000,192,113,mint_condition,5.5,520000,4601.769911504425,2708.3333333333335
1634,0.66,1,1,0.97,0.32,0.7,0,1907,137,226,refurbished,17,375000,1659.2920353982302,2737.2262773722628
1635,0.67,1,1,0.99,0.42,0.6,0,1986,156,98,well_kept,5,162000,1653.061224489796,1038.4615384615386
1636,0.64,1,1,0.83,0.31,0.7,0,1949,904,548,modernized,20,1990000,3631.3868613138684,2201.3274336283184
1637,0.67,1,1,0.98,0.25,0.8,0,1953,672,195,fully_renovated,14,298000,1528.2051282051282,443.45238095238096
1638,0.56,1,1,0.99,0.39,0,0,1885,1016,87,need_of_renovation,5,159000,1810.9339407744876,156.49606299212599
1641,0.68,1,1,0.97,0.1,1,0,2019,308,128,first_time_use,4,349000,2726.5625,1133.1168831168832
1642,0.68,1,1,0.97,0.48,0.6,0,1996,706,160,well_kept,5,329000,2056.25,466.0056657223796
1645,0.69,1,1,0.86,0.57,0.7,0,1965,594,395,modernized,20,1700000,4303.797468354431,2861.952861952862
1646,0.63,1,1,1,0.16,0.6,0,1985,55,26,well_kept,1,38000,1461.5384615384614,690.9090909090909
1647,0.68,1,1,0.9299999999999999,0.58,0.6,0,1959,240,185,well_kept,9,799000,4318.918918918919,3329.1666666666665
1649,0.68,1,1,0.99,0.19,0.9,0,1919,60,100,first_time_use_after_refurbishment,2,85000,850,1416.6666666666667
1650,0.67,1,1,0.98,0.42,0.6,0,1977,604,69,well_kept,3,245000,3550.7246376811595,405.6291390728477
1651,0.64,1,1,0.91,0.32,0.6,0,1896,1550,680,well_kept,20,1100000,1617.6470588235295,709.6774193548387
1652,0.7,1,1,0.95,0.33,0.9,0,1967,236,230,first_time_use_after_refurbishment,13,660000,2869.5652173913045,2796.6101694915255
1653,0.76,1,1,0.94,0.61,1,0,2020,209,192,first_time_use,6,727000,3774.0746508851166,3478.468899521531
1654,0.6,1,1,0.99,0.63,0,0,1963,245,197,no_information,8,168000,852.7918781725888,685.7142857142857
1655,0.58,1,1,0.99,0.5,0,0,1957,700,100,need_of_renovation,5,98000,980,140
1656,0.67,1,1,0.97,0.35,0.7,0,1968,537,104,refurbished,5,319000,3067.3076923076924,594.0409683426443
1658,0.65,1,1,0.91,0.41,0.6,0,1996,7000,350,well_kept,8,1100000,3142.8571428571427,157.14285714285714
1659,0.54,1,1,0.9,0.36,0,0,1972,580,211,no_information,8,1160500,5500,2000.8620689655172
1660,0.58,1,1,0.98,0.53,0,0,1937,2380,100,no_information,4,290000,2900,121.84873949579831
1661,0.66,1,1,0.98,0.35,0.6,0,2000,800,138,well_kept,5,259400,1879.7101449275362,324.25
1663,0.56,1,1,0.97,0.37,0,0,1957,870,285,no_information,8,395000,1385.9649122807018,454.02298850574715
1664,0.62,1,1,0.96,0.76,0,0,1938,758,223,no_information,10,440000,1973.0941704035874,580.4749340369393
1665,0.63,1,1,0.95,0.53,0.3,0,1965,277,120,negotiable,6,600000,5000,2166.0649819494583
1666,0.66,1,1,0.96,0.4,0.6,0,1944,259,155,well_kept,6,462000,2980.6451612903224,1783.7837837837837
1667,0.67,1,1,0.98,0.34,0.7,0,1978,174,88,modernized,4,288000,3272.7272727272725,1655.1724137931035
1668,0.69,1,1,0.95,0.27,0.9,0,2017,323,188,mint_condition,5.5,570000,3031.9148936170213,1764.7058823529412
1669,0.78,1,1,0.9299999999999999,0.83,0.9,0,2005,492,220,mint_condition,7,825000,3750,1676.8292682926829
1670,0.6,1,1,0.98,0.01,0.6,0,1980,2100,200,well_kept,7,230000,1150,109.52380952380952
1671,0.77,1,1,0.96,0.77,0.9,0,2006,927,135,mint_condition,4,520000,3851.8518518518517,560.9492988133765
1672,0.7,1,1,0.95,0.52,0.7,0,1965,998,240,modernized,6,545000,2270.8333333333335,546.0921843687374
1674,0.66,1,1,0.95,0.29,0.7,0,1973,2000,104,modernized,3,558000,5365.384615384615,279
1675,0.71,1,1,0.97,0.51,0.8,0,1969,318,184,fully_renovated,7,395000,2146.7391304347825,1242.138364779874
1676,0.57,1,1,0.97,0.43,0,0,1994,290,166,no_information,6,309000,1856.9711538461538,1065.5172413793102
1677,0.53,1,1,0.95,0.21,0,0,1974,853,197,no_information,7,558500,2823.1309710357377,654.7479484173505
1680,0.6,1,1,0.99,0.03,0.6,0,1983,480,172,well_kept,6,180000,1043.4782608695652,375
1682,0.75,1,1,0.96,0.54,1,0,2021,270,131,first_time_use,4,444000,3389.312977099237,1644.4444444444443
1683,0.6,1,1,0.97,0.64,0,0,1908,413,113,need_of_renovation,5,384000,3398.2300884955753,929.7820823244552
1686,0.65,1,0.99,0.94,0.3,0.7,0,1968,170,110,modernized,6,749000,6809.090909090909,4405.882352941177
1688,0.7,1,1,0.9299999999999999,0.66,0.6,0,1983,589,220,well_kept,10,899900,4090.4545454545455,1527.8438030560271
1689,0.68,1,1,0.99,0.49,0.6,0,2012,147,75,well_kept,4,99000,1320,673.469387755102
1690,0.74,1,0.99,0.94,0.63,0.9,0,2015,158,150,mint_condition,6,765000,5100,4841.772151898735
1691,0.55,1,1,0.97,0.35,0,0,1961,261,90,no_information,4,325000,3611.1111111111113,1245.2107279693487
1692,0.66,1,1,0.95,0.44,0.6,0,2010,578,166,well_kept,6,589000,3543.7097647554297,1019.0311418685121
1693,0.65,1,1,0.91,0.41,0.6,0,1996,7000,350,well_kept,8,1100000,3142.8571428571427,157.14285714285714
1694,0.52,1,1,0.99,0.13,0,0,1903,211,165,need_of_renovation,9,65000,393.93939393939394,308.0568720379147
1696,0.73,1,1,0.97,0.41,1,0,2020,170,160,first_time_use,5,332000,2075,1952.9411764705883
1697,0.67,1,1,0.97,0.46,0.6,0,1981,1700,200,well_kept,7,330000,1650,194.11764705882354
1698,0.68,1,1,0.95,0.14,1,0,2020,480,240,first_time_use,6,561000,2337.5,1168.75
1699,0.6,1,1,0.9299999999999999,0.67,0,0,1950,500,230,no_information,8,870000,3782.608695652174,1740
1700,0.67,1,1,0.9299999999999999,0.5,0.6,0,1968,883,200,well_kept,11,860000,4300,973.9524348810872
1701,0.68,1,1,0.78,0.39,0.9,0,2020,1451,878,mint_condition,19.5,2600000,2958.411560562098,1791.8676774638182
1702,0.66,1,1,0.98,0.38,0.6,0,1976,185,132,well_kept,7,265000,2007.5757575757575,1432.4324324324325
1703,0.77,1,1,0.96,0.67,1,0,2020,570,120,first_time_use,4,447840,3732,785.6842105263158
1704,0.67,1,1,0.97,0.04,1,0,2020,389,138,first_time_use,5.5,419000,3036.231884057971,1077.1208226221079
1705,0.69,1,1,0.8200000000000001,0.43,0.9,0,2020,820,419,mint_condition,13,2200000,5243.213613289164,2682.9268292682927
1706,0.77,1,1,0.96,0.66,1,0,2020,400,124,first_time_use,5,426500,3439.516129032258,1066.25
1707,0.56,1,1,0.98,0.35,0,0,1900,300,125,need_of_renovation,3.5,285000,2280,950
1708,0.66,1,1,0.95,0.31,0.7,0,1958,578,131,modernized,7,549000,4190.839694656489,949.8269896193772
1710,0.75,1,1,0.97,0.52,1,0,2021,415,122,first_time_use,4,369000,3024.590163934426,889.156626506024
1713,0.65,1,1,0.95,0.27,0.7,0,1968,785,156,modernized,6,629900,4037.8205128205127,801.5626590654585
1714,0.54,1,1,0.98,0.28,0,0,1997,653,120,no_information,6,288000,2400,441.04134762634
1716,0.65,1,1,0.96,0.33,0.6,0,1947,800,145,well_kept,5,449000,3096.551724137931,561.25
1718,0.53,1,0.99,0.81,0.38,0,0,1910,410,920,no_information,30,2300000,2500,5609.756097560976
1719,0.52,1,1,0.98,0.11,0,0,1935,500,191,need_of_renovation,12,249000,1303.6649214659685,498
1720,0.55,1,1,0.95,0.32,0,0,1930,3500,667,no_information,15,549900,824.4377811094453,157.11428571428573
1721,0.55,1,1,0.99,0.31,0,0,1920,295,90,no_information,5,85000,944.4444444444445,288.135593220339
1722,0.67,1,1,0.89,0.51,0.6,0,1966,467,236,well_kept,9,1300000,5508.474576271186,2783.72591006424
1725,0.69,1,1,0.97,0.47,0.7,0,1939,1196,85,refurbished,3,365000,4294.117647058823,305.18394648829434
1726,0.68,1,1,0.96,0.19,0.9,0,2011,1200,160,mint_condition,5,519000,3243.75,432.5
1728,0.67,1,0.99,0.78,0.67,0.6,0,1954,353,815,well_kept,33,2600000,3189.362250217735,7365.43909348442
1729,0.53,1,1,0.97,0.19,0,0,1967,600,130,no_information,7,329000,2530.769230769231,548.3333333333334
1730,0.67,1,1,0.98,0.44,0.6,0,1890,4574,190,well_kept,7,274900,1446.842105263158,60.10056843025798
1731,0.62,1,1,0.98,0.72,0,0,1979,980,300,need_of_renovation,10,248000,826.6666666666666,253.0612244897959
1732,0.54,1,1,0.98,0.26,0,0,1912,860,160,no_information,5,210000,1312.5,244.1860465116279
1734,0.59,1,1,0.98,0.57,0,0,1978,616,198,no_information,7,279000,1409.090909090909,452.9220779220779
1735,0.56,1,1,0.97,0.39,0,0,1999,800,164,no_information,6,379000,2307.4581430745816,473.75
1736,0.54,1,0.99,0.94,0.29,0,0,2020,210,156,no_information,5,749000,4801.282051282052,3566.6666666666665
1737,0.54,1,0.99,0.9299999999999999,0.31,0,0,2020,236,170,no_information,6,889000,5229.411764705882,3766.9491525423728
1738,0.71,1,1,0.96,0.38,0.9,0,2009,500,127,mint_condition,3,459000,3614.1732283464567,918
1739,0.67,1,1,0.95,0.49,0.6,0,1999,916,225,well_kept,9,565000,2511.1111111111113,616.8122270742358
1740,0.55,1,1,0.97,0.33,0,0,1979,680,245,need_of_renovation,8,310000,1265.3061224489795,455.88235294117646
1743,0.55,1,1,0.98,0.33,0,0,1979,680,245,need_of_renovation,8,200000,816.3265306122449,294.11764705882354
1745,0.58,1,1,1,0.46,0,0,1990,150,40,need_of_renovation,2,11900,297.5,79.33333333333333
1746,0.54,1,1,0.96,0.29,0,0,1988,403,129,no_information,5,435000,3372.093023255814,1079.4044665012407
1747,0.58,1,1,0.97,0.53,0,0,1870,419,175,need_of_renovation,7,385000,2200,918.854415274463
1748,0.68,1,1,0.96,0.53,0.6,0,2000,196,139,well_kept,6,499000,3589.928057553957,2545.918367346939
1751,0.62,1,1,0.98,0.72,0,0,1907,488,140,no_information,6,275000,1964.2857142857142,563.5245901639345
1753,0.67,1,1,0.98,0.33,0.7,0,1948,1055,160,modernized,8,249500,1559.375,236.49289099526067
1754,0.65,1,1,0.98,0.32,0.6,0,1885,180,145,well_kept,7,239000,1648.2758620689656,1327.7777777777778
1755,0.7,1,1,0.98,0.53,0.7,0,1961,219,78,refurbished,4,252735,3226.5415549597856,1154.041095890411
1756,0.54,1,1,0.99,0.24,0,0,2006,400,123,no_information,6,75000,609.7560975609756,187.5
1758,0.56,1,1,0.99,0.34,0,0,1954,131,45,need_of_renovation,3,72500,1611.111111111111,553.4351145038167
1759,0.69,1,1,0.97,0.25,0.9,0,1972,723,180,mint_condition,5,340000,1888.888888888889,470.2627939142462
1760,0.65,1,1,0.97,0.35,0.6,0,1989,951,165,well_kept,6,339500,2057.5757575757575,356.99263932702416
1761,0.66,1,1,0.96,0.41,0.6,0,1975,546,200,well_kept,5,459000,2295,840.6593406593406
1762,0.6,1,1,0.98,0.62,0,0,1974,915,190,need_of_renovation,8,276000,1452.6315789473683,301.6393442622951
1763,0.75,1,1,0.96,0.56,1,0,2020,264,126,first_time_use,5,429900,3411.904761904762,1623.9800543970987
1764,0.7,1,1,0.98,0.53,0.7,0,1961,203,78,refurbished,4,247695,3162.198391420912,1220.1724137931035
1765,0.75,1,1,0.96,0.56,1,0,2020,340,126,first_time_use,5,468200,3715.873015873016,1376.2897204503365
1766,0.63,1,1,0.97,0.79,0,0,1979,497,169,need_of_renovation,7,325000,1923.076923076923,653.9235412474849
1767,0.75,1,0.99,0.96,0.56,1,0,2020,141,149,first_time_use,5,538500,3614.0939597315437,3819.148936170213
1768,0.73,1,1,0.97,0.4,1,0,2020,388,174,first_time_use,5,389000,2235.632183908046,1002.5773195876288
1769,0.75,1,1,0.95,0.56,1,0,2020,222,149,first_time_use,5,564500,3788.5906040268455,2542.7927927927926
1773,0.68,1,1,0.97,0.4,0.7,0,2007,896,205,refurbished,6,355000,1731.7073170731708,396.20535714285717
1774,0.54,1,1,0.96,0.25,0,0,1999,280,340,no_information,15,479000,1408.8235294117646,1710.7142857142858
1775,0.64,1,1,0.9,0.31,0.6,0,1969,986,630,well_kept,24,1175000,1865.079365079365,1191.683569979716
1776,0.67,1,1,0.98,0.25,0.8,0,1907,500,240,fully_renovated,10,219000,912.5,438
1777,0.68,1,1,0.91,0.59,0.6,0,2000,3019,209,well_kept,5,1095000,5239.2344497607655,362.70288174892346
1778,0.72,1,1,0.97,0.77,0.6,0,1996,290,122,well_kept,4,337800,2768.8524590163934,1164.8275862068965
1780,0.7,1,1,0.89,0.41,0.9,0,2018,688,403,mint_condition,18,1350000,3349.875930521092,1962.2093023255813
1781,0.74,1,0.99,0.91,0.52,1,0,2020,210,162,first_time_use,5,1060000,6543.20987654321,5047.619047619048
1783,0.71,1,1,0.97,0.39,0.9,0,2012,300,98,mint_condition,4,420000,4255.31914893617,1400
1784,0.76,1,1,0.95,0.64,1,0,2020,1500,110,first_time_use,5,574000,5189.873417721519,382.6666666666667
1785,0.77,1,1,0.97,0.97,0.7,0,1938,880,90,refurbished,3,320000,3555.5555555555557,363.6363636363636
1786,0.55,1,1,0.96,0.36,0,0,1954,181,242,need_of_renovation,6,449000,1855.3719008264463,2468.389224848818
1787,0.61,1,1,0.99,0.08,0.6,0,1995,188,91,well_kept,4,149000,1637.3626373626373,792.5531914893617
1788,0.56,1,1,0.96,0.39,0,0,1994,998,323,no_information,13,449000,1390.092879256966,449.8997995991984
1789,0.54,1,1,0.98,0.26,0,0,1936,358,201,need_of_renovation,21,198000,985.0746268656717,553.072625698324
1792,0.72,1,1,0.96,0.38,1,0,2020,636,248,first_time_use,5,519000,2092.7419354838707,816.0377358490566
1793,0.73,1,0.99,0.94,0.44,1,0,2020,180,138,first_time_use,5,759000,5500,4216.666666666667
1798,0.56,1,1,0.96,0.41,0,0,1968,600,137,no_information,6,460000,3357.6642335766423,766.6666666666666
1799,0.59,1,1,0.99,0.54,0,0,1932,258,150,need_of_renovation,6,127000,846.6666666666666,492.2480620155039
1800,0.68,1,1,0.97,0.48,0.6,0,2001,657,117,well_kept,4,349000,2980.104175561438,531.2024353120244
1801,0.71,1,1,0.98,0.67,0.6,0,1967,1000,148,well_kept,11.5,269000,1817.5675675675675,269
1802,0.65,1,1,0.9299999999999999,0.29,0.7,0,1976,1200,221,modernized,7,849000,3841.628959276018,707.5
1803,0.59,1,1,0.96,0.57,0,0,1971,1115,131,ripe_for_demolition,5,498500,3805.343511450382,447.085201793722
1804,0.56,1,1,0.98,-0.3,0.7,0,1948,330,310,modernized,12,210000,677.4193548387096,636.3636363636364
1805,0.66,1,1,0.95,0.4,0.6,0,1995,704,218,well_kept,12,600000,2752.293577981651,852.2727272727273
1806,0.74,1,1,0.97,0.69,0.8,0,1954,163,70,fully_renovated,4,349000,4985.714285714285,2141.1042944785277
1807,0.69,1,1,0.99,0.37,0.8,0,1900,456,64,fully_renovated,2,99000,1546.875,217.10526315789474
1809,0.72,1,1,0.97,0.35,1,0,1978,420,105,first_time_use,3,344900,3284.7619047619046,821.1904761904761
1810,0.72,1,1,0.97,0.33,1,0,1973,315,105,first_time_use,3,317900,3027.6190476190477,1009.2063492063492
1811,0.75,1,1,0.9299999999999999,0.55,1,0,1998,630,163,first_time_use,6.5,889000,5453.98773006135,1411.111111111111
1812,0.69,1,0.99,0.87,0.56,0.7,0,1991,331,175,modernized,5,1590000,9085.714285714286,4803.625377643504
1813,0.75,1,1,0.9299999999999999,0.55,1,0,1963,550,163,first_time_use,6.5,875000,5368.098159509203,1590.909090909091
1814,0.54,1,1,1,0.23,0,0,1979,205,150,need_of_renovation,10,39900,266,194.6341463414634
1817,0.68,1,1,0.81,0.39,0.9,0,2020,1238,745,mint_condition,18,2250000,3017.0159700712015,1817.4474959612278
1819,0.68,1,1,0.96,0.41,0.7,0,1900,191,192,refurbished,4,485000,2524.5952839519023,2527.3579989577906
1820,0.51,1,1,0.99,0.06,0,0,1707,431,716,no_information,12,75000,104.74860335195531,174.0139211136891
1821,0.74,1,1,0.9299999999999999,0.48,1,0,1989,389,185,first_time_use,5.5,784700,4241.621621621622,2017.223650385604
1822,0.62,1,1,0.84,0.25,0.6,0,1976,895,226,well_kept,5.5,1885000,8340.70796460177,2106.145251396648
1823,0.58,1,1,0.99,0.51,0,0,1927,1006,235,need_of_renovation,9,169000,719.1489361702128,167.99204771371768
1825,0.54,1,1,0.96,0.28,0,0,1936,880,250,no_information,7,535000,2140,607.9545454545455
1826,0.75,1,1,0.94,0.57,1,0,2020,336,154,first_time_use,5,749000,4863.636363636364,2229.1666666666665
1827,0.75,1,1,0.9299999999999999,0.57,1,0,2020,421,172,first_time_use,5,889000,5168.604651162791,2111.6389548693587
1828,0.72,1,0.99,0.92,0.42,1,0,2019,198,156,first_time_use,5,972900,6236.538461538462,4913.636363636364
1829,0.72,1,0.99,0.92,0.42,1,0,2019,204,154,first_time_use,5,992900,6447.402597402597,4867.156862745098
1831,0.69,1,1,0.99,0.55,0.6,0,1111,674,69,well_kept,3,115000,1666.6666666666667,170.62314540059347
1832,0.57,1,1,0.96,0.48,0,0,1886,680,335,no_information,16,450000,1343.2835820895523,661.7647058823529
1833,0.56,1,1,0.98,0.36,0,0,1901,882,237,no_information,6,285000,1199.2425836313907,323.1292517006803
1834,0.93,1,1,0.95,0.64,1,1,2021,509,150,first_time_use,5,550300,3668.6666666666665,1081.139489194499
1835,0.66,1,1,0.99,0.35,0.6,0,1902,521,69,well_kept,3,110000,1594.2028985507247,211.13243761996162
1836,0.65,1,1,0.95,0.37,0.6,0,1976,729,298,well_kept,9,650000,2181.2080536912754,891.6323731138546
1837,0.7,1,1,0.97,0.24,1,0,2020,337,136,first_time_use,5,350000,2573.529411764706,1038.5756676557864
1838,0.62,1,1,0.98,0.76,0,0,1930,185,101,need_of_renovation,6,220000,2160.6757022196034,1189.1891891891892
1839,0.64,1,1,0.9299999999999999,0.12,0.8,0,1667,350,420,fully_renovated,10,849000,2021.4285714285713,2425.714285714286
1840,0.8,1,1,0.94,0.86,1,0,2020,499,174,first_time_use,6,749000,4304.597701149425,1501.002004008016
1841,0.72,1,0.99,0.96,0.34,1,0,2020,112,122,first_time_use,4,425000,3483.6065573770493,3794.6428571428573
1842,0.68,1,1,0.98,0.48,0.6,0,2008,240,110,well_kept,4,298500,2713.6363636363635,1243.75
1843,0.73,1,1,0.97,0.4,1,0,2019,190,113,first_time_use,4,365000,3230.0884955752213,1921.0526315789473
1844,0.72,1,1,0.96,0.34,1,0,2020,258,128,first_time_use,4,465000,3632.8125,1802.3255813953488
1845,0.68,1,1,0.99,0.37,0.7,0,1960,400,100,modernized,5,80000,800,200
1847,0.63,1,1,0.99,0.19,0.6,0,1900,318,88,well_kept,3.5,95000,1079.5454545454545,298.74213836477986
1848,0.74,1,1,0.97,0.47,1,0,2020,541,154,first_time_use,5,325000,2110.3896103896104,600.7393715341959
1850,0.69,1,1,0.98,0.25,0.9,0,2015,400,110,mint_condition,3,290000,2636.3636363636365,725
1851,0.7,1,1,0.96,0.32,0.9,0,1979,667,162,mint_condition,4,489000,3018.5185185185187,733.1334332833583
1852,0.67,1,1,0.92,0.5,0.6,0,1970,750,210,well_kept,9,980000,4666.666666666667,1306.6666666666667
1853,0.72,1,1,0.98,0.31,1,0,2020,189,141,first_time_use,5,268500,1904.2553191489362,1420.6349206349207
1854,0.72,1,1,0.98,0.31,1,0,2020,188,141,first_time_use,5,268500,1904.2553191489362,1428.1914893617022
1855,0.72,1,1,0.98,0.31,1,0,2020,115,141,first_time_use,5,248500,1762.4113475177305,2160.8695652173915
1857,0.73,1,0.99,0.92,0.45,1,0,2020,218,155,first_time_use,5,995000,6419.354838709677,4564.220183486239
1858,0.56,1,1,0.97,0.39,0,0,1964,1164,197,no_information,8,385000,1948.3805668016196,330.7560137457045
1859,0.73,1,0.99,0.92,0.45,1,0,2020,217,155,first_time_use,5,995000,6419.354838709677,4585.253456221199
1860,0.53,1,0.99,0.8200000000000001,0.36,0,0,1976,376,880,no_information,15,2150000,2443.181818181818,5718.085106382979
1862,0.53,1,1,0.95,0.25,0,0,1945,5000,250,no_information,6,550000,2200,110
1863,0.75,1,1,0.95,0.55,1,0,2021,259,161,first_time_use,5,599000,3706.6831683168316,2312.741312741313
1864,0.75,1,1,0.95,0.55,1,0,2021,259,161,first_time_use,5,585000,3622.2910216718265,2258.6872586872587
1865,0.72,1,1,0.97,0.76,0.6,0,2001,224,90,well_kept,4,312000,3466.6666666666665,1392.857142857143
1867,0.55,1,1,0.95,0.34,0,0,2021,470,127,no_information,5,627400,4940.157480314961,1334.8936170212767
1869,0.6,1,1,0.99,0.59,0,0,1912,122,184,need_of_renovation,9,165000,894.842453495309,1352.4590163934427
1870,0.65,1,1,0.95,0.33,0.6,0,1963,872,306,well_kept,9,580000,1895.424836601307,665.1376146788991
1872,0.58,1,1,0.96,0.51,0,0,1988,554,160,no_information,5,499000,3118.75,900.7220216606498
1873,0.6,1,1,0.99,0.59,0,0,1912,122,184,need_of_renovation,9,165000,894.842453495309,1352.4590163934427
1874,0.6,1,1,0.97,0.63,0,0,1989,278,150,no_information,5,398000,2653.3333333333335,1431.6546762589928
1875,0.56,1,1,0.95,0.38,0,0,2019,286,144,no_information,5,639000,4437.5,2234.2657342657344
1876,0.66,1,1,0.98,0.28,0.7,0,1953,471,160,refurbished,6,258000,1612.5,547.7707006369427
1877,0.74,1,1,0.97,0.45,1,0,2012,812,107,first_time_use,4,345299,3227.0934579439254,425.2450738916256
1878,0.66,1,1,0.96,0.37,0.6,0,1979,420,160,well_kept,6,479000,2993.75,1140.4761904761904
1879,0.57,1,1,0.99,0.4,0,0,1930,475,370,need_of_renovation,14,90000,243.24324324324326,189.47368421052633
1881,0.71,1,1,0.94,0.4,0.9,0,2016,384,140,mint_condition,6,670000,4785.714285714285,1744.7916666666667
1882,0.6,1,1,0.99,0.63,0,0,1910,280,90,no_information,4,179000,1988.888888888889,639.2857142857143
1885,0.64,1,1,0.97,0.29,0.6,0,2008,1710,468,well_kept,19,335000,715.8119658119658,195.906432748538
1886,0.67,1,1,0.98,0.34,0.7,0,1708,102,210,refurbished,5,299000,1423.8095238095239,2931.372549019608
1889,0.57,1,1,0.97,0.45,0,0,1987,790,90,no_information,3,385520,4283.555555555556,488
1890,0.57,1,1,0.96,0.45,0,0,1979,790,124,no_information,4,421760,3401.2903225806454,533.873417721519
1892,0.69,1,1,0.95,0.27,0.9,0,2006,1000,345,mint_condition,15,550000,1594.2028985507247,550
1893,0.75,1,1,0.97,0.52,1,0,2020,280,117,first_time_use,4,355000,3034.188034188034,1267.857142857143
1894,0.6,1,1,0.97,0.04,0.6,0,2013,760,120,well_kept,5,399000,3325,525
1895,0.74,1,1,0.96,0.45,1,0,1982,790,150,first_time_use,5,446690,2977.9333333333334,565.4303797468355
1896,0.75,1,1,0.97,0.52,1,0,2020,284,117,first_time_use,4,369000,3153.846153846154,1299.2957746478874
1898,0.57,1,1,0.98,0.46,0,0,1963,441,74,need_of_renovation,2,269000,3591.455273698264,609.9773242630386
1899,0.65,1,1,0.95,0.33,0.6,0,1900,756,284,well_kept,11,570000,2007.0422535211267,753.968253968254
1900,0.68,1,1,0.95,0.5,0.6,0,1999,625,360,well_kept,12,650000,1805.5555555555557,1040
1901,0.54,1,1,0.98,0.23,0,0,1961,190,165,no_information,6,240000,1454.5454545454545,1263.157894736842
1905,0.67,1,1,0.98,0.23,0.8,0,1994,190,165,fully_renovated,6,240000,1454.5454545454545,1263.157894736842
1907,0.7,1,0.99,0.75,0.69,0.8,0,1872,620,741,fully_renovated,16,2990000,4035.0877192982457,4822.580645161291
1908,0.69,1,1,0.97,0.59,0.6,0,1922,115,97,well_kept,6,320000,3298.9690721649486,2782.608695652174
1911,0.66,1,0.99,0.88,0.46,0.6,0,1752,250,620,well_kept,18,1490000,2403.2258064516127,5960
1915,0.7,1,1,0.99,0.51,0.7,0,2000,160,90,refurbished,4,155000,1722.2222222222222,968.75
1916,0.54,1,1,0.98,0.23,0,0,1970,1094,140,no_information,7,239000,1698.7703461511123,218.46435100548447
1917,0.74,1,1,0.95,0.46,1,0,2022,192,130,first_time_use,5,555000,4269.2307692307695,2890.625
1919,0.55,1,1,0.98,0.32,0,0,1952,352,152,no_information,6,255000,1677.6315789473683,724.4318181818181
1920,0.73,1,1,0.97,0.53,0.9,0,2008,216,159,first_time_use_after_refurbishment,6,350000,2201.2578616352203,1620.3703703703704
1921,0.73,1,1,0.98,0.42,1,0,1982,280,115,first_time_use,4,299000,2600,1067.857142857143
1924,0.51,1,1,0.99,0.07,0,0,1956,743,160,no_information,7,139000,868.75,187.0794078061911
1925,0.73,1,1,0.96,0.44,1,0,2021,432,128,first_time_use,5,524900,4100.78125,1215.0462962962963
1926,0.73,1,1,0.97,0.42,1,0,1995,280,115,first_time_use,4,355000,3086.9565217391305,1267.857142857143
1927,0.56,1,1,0.98,0.4,0,0,1950,535,160,no_information,8,195000,1218.75,364.4859813084112
1930,0.69,1,1,0.99,0.35,0.8,0,1983,225,43,fully_renovated,2.5,78950,1836.046511627907,350.8888888888889
1931,0.6,1,0.99,0.87,0.72,0,0,1900,398,360,need_of_renovation,1,1600000,4444.444444444444,4020.100502512563
1932,0.68,1,1,0.84,0.22,1,0,2020,744,417,first_time_use,15,1880000,4508.393285371702,2526.8817204301076
1938,0.53,1,1,0.99,0.2,0,0,1920,600,150,need_of_renovation,6,180000,1200,300
1939,0.64,1,1,0.97,0.27,0.6,0,1979,575,143,well_kept,5,360000,2517.4825174825173,626.0869565217391
1940,0.63,1,1,0.89,0.27,0.6,0,1963,1377,407,well_kept,10,1300000,3194.1031941031943,944.081336238199
1941,0.65,1,1,0.97,0.35,0.6,0,1975,175,140,well_kept,5,365000,2607.1428571428573,2085.714285714286
1942,0.62,1,1,0.99,0.7,0,0,1900,240,240,need_of_renovation,9,120400,501.6666666666667,501.6666666666667
1943,0.66,1,1,0.87,0.18,0.9,0,2006,2200,140,mint_condition,5,1590000,11357.142857142857,722.7272727272727
