id,score,scLivingspaceSqmPrice,scLotareaSqmPrice,scPurchasePrice,scPricetrend,scCondition,scFiring_type,yearConstructed,lotArea,livingSpace,condition,noRooms,purchasePrice,pricepersqmlivingspace,pricepersqmlotarea
3115,0.76,1,1,0.95,0.64,1,0,2019,501,150,first_time_use,4,650000,4333.333333333333,1297.4051896207584
3116,0.77,1,1,0.96,0.64,1,0,2019,358,134,first_time_use,4,529000,3930.7475107742603,1477.6536312849162
3117,0.64,1,1,0.79,0.48,0.6,0,1934,2277,474,well_kept,13,2500000,5267.482775331325,1097.935880544576
3118,0.53,1,1,0.99,0.19,0,0,1910,337,175,no_information,6,75000,428.57142857142856,222.55192878338278
3119,0.55,1,1,0.97,0.33,0,0,1962,627,207,no_information,6,365000,1763.2850241545893,582.1371610845295
3120,0.71,1,1,0.97,0.6,0.7,0,1996,500,160,modernized,5,319000,1993.75,638
3125,0.6,1,1,0.98,0.62,0,0,1997,85,125,no_information,5,259000,2064.896755162242,3047.0588235294117
3127,0.68,1,1,0.97,0.14,1,0,2020,300,155,first_time_use,5,379900,2450.967741935484,1266.3333333333333
3128,0.58,1,1,0.98,0.53,0,0,1940,1100,80,need_of_renovation,3,235000,2937.5,213.63636363636363
3130,0.6,1,1,0.97,0.64,0,0,1934,880,115,need_of_renovation,3,395000,3434.782608695652,448.8636363636364
3131,0.73,1,1,0.96,0.42,1,0,2020,480,182,first_time_use,7,499800,2746.153846153846,1041.25
3132,0.66,1,1,0.96,0.39,0.6,0,1982,745,200,well_kept,8,450000,2250,604.0268456375838
3133,0.69,1,0.99,0.88,0.28,1,0,2021,245,158,first_time_use,5,1495000,9462.025316455696,6102.040816326531
3134,0.69,1,0.99,0.88,0.28,1,0,2021,230,158,first_time_use,5,1475000,9335.443037974683,6413.04347826087
3136,0.56,1,1,0.95,0.38,0,0,1966,585,101,need_of_renovation,4,550000,5445.544554455446,940.1709401709402
3137,0.65,1,1,0.99,0.29,0.6,0,1966,745,140,well_kept,6,155000,1107.142857142857,208.05369127516778
3140,0.72,1,1,0.95,0.34,1,0,2020,577,155,first_time_use,5,590000,3806.451612903226,1022.5303292894281
3141,0.7,1,1,0.97,0.41,0.8,0,1960,4400,200,fully_renovated,6,310000,1550,70.45454545454545
3143,0.65,1,1,0.97,0.31,0.6,0,2007,347,160,well_kept,5,373000,2331.25,1074.92795389049
3144,0.67,1,1,0.9299999999999999,0.18,0.9,0,2018,625,170,mint_condition,5,890000,5229.142185663925,1424
3145,0.63,1,1,0.92,0.25,0.6,0,2007,900,830,well_kept,24,962000,1159.0361445783133,1068.888888888889
3146,0.64,1,1,0.98,0.25,0.6,0,1955,927,197,well_kept,9,245000,1243.6548223350253,264.2934196332255
3148,0.72,1,1,0.99,0.73,0.6,0,1993,2308,127,well_kept,5,160000,1259.8425196850394,69.32409012131716
3150,0.72,1,1,0.97,0.35,1,0,2020,302,147,first_time_use,5,396950,2700.3401360544217,1314.4039735099338
3151,0.58,1,1,0.98,0.22,0.3,0,1971,1451,110,negotiable,5,219500,1995.4545454545455,151.2749827705031
3152,0.64,1,1,0.9299999999999999,0.3,0.6,0,1984,943,145,well_kept,6,895000,6172.413793103448,949.0986214209968
3153,0.61,1,1,0.98,0.69,0,0,2020,585,125,no_information,5,266630,2133.04,455.77777777777777
3155,0.73,1,1,0.96,0.54,0.9,0,2005,873,176,mint_condition,6,458000,2602.2727272727275,524.6277205040092
3156,0.61,1,1,0.98,0.69,0,0,2020,580,133,no_information,5,238550,1793.609022556391,411.2931034482759
3158,0.5,1,1,0.96,0.07,0,0,1935,683,137,no_information,2.5,463500,3383.211678832117,678.623718887262
3159,0.72,1,1,0.9299999999999999,0.37,1,0,2020,269,176,first_time_use,6,895000,5064.508827523767,3327.1375464684015
3161,0.64,1,1,0.97,0.17,0.7,0,1672,156,424,refurbished,12,380000,896.2264150943396,2435.897435897436
3162,0.7,1,0.99,0.88,0.33,1,0,2020,200,183,first_time_use,6,1445000,7877.664504170528,7225
3164,0.57,1,1,0.97,0.48,0,0,1913,719,210,no_information,10,325000,1547.6190476190477,452.01668984700973
3165,0.55,1,1,0.99,0.28,0,0,1900,230,400,no_information,13,75000,187.5,326.0869565217391
3166,0.62,1,1,0.99,0.75,0,0,1968,300,133,need_of_renovation,3,100000,751.8796992481203,333.3333333333333
3167,0.68,1,1,0.97,0.52,0.6,0,1981,699,245,well_kept,8,395000,1612.2448979591836,565.0929899856939
3168,0.68,1,1,0.95,0.22,0.9,0,2018,627,160,mint_condition,5,650000,4062.5,1036.682615629984
3169,0.7,1,1,0.98,0.49,0.7,0,1961,627,90,modernized,4,279000,3100,444.97607655502395
3170,0.68,1,1,0.94,0.53,0.6,0,2006,437,161,well_kept,4,697000,4321.6765873015875,1594.9656750572083
3172,0.71,1,1,0.94,0.33,1,0,2020,389,123,first_time_use,4,669000,5412.621359223302,1719.7943444730076
3175,0.66,1,1,0.96,0.4,0.6,0,1971,304,175,well_kept,7,430000,2451.1201048851394,1414.4736842105262
3176,0.64,1,1,0.97,0.26,0.6,0,1983,789,149,well_kept,6,380000,2550.3355704697988,481.62230671736376
3177,0.55,1,1,0.98,0.3,0,0,1935,177,120,need_of_renovation,6,279000,2325,1576.2711864406779
3178,0.85,1,1,0.97,0.55,0.6,1,1988,300,180,well_kept,6,415000,2305.5555555555557,1383.3333333333333
3179,0.68,1,1,0.96,0.5,0.6,0,1993,676,148,well_kept,4,450000,3040.5405405405404,665.6804733727811
3180,0.71,1,1,0.91,0.43,0.9,0,2007,630,195,mint_condition,6,1124500,5766.666666666667,1784.920634920635
3181,0.69,1,1,0.92,0.44,0.8,0,1911,1725,596,fully_renovated,12,995000,1669.4630872483222,576.8115942028985
3183,0.68,1,1,0.96,0.51,0.6,0,1979,643,203,well_kept,6,528000,2600.985221674877,821.1508553654743
3184,0.6,1,1,0.95,0.36,0.3,0,1930,232,315,negotiable,12,550000,1746.031746031746,2370.689655172414
3185,0.56,1,1,0.96,0.39,0,0,1960,198,90,need_of_renovation,4.5,440000,4888.888888888889,2222.222222222222
3186,0.7,1,1,0.95,0.36,0.9,0,1972,752,170,mint_condition,6,545000,3205.8823529411766,724.7340425531914
3187,0.65,1,1,0.85,0.44,0.6,0,1847,50252,440,well_kept,15,1750000,3977.2727272727275,34.82448459762796
3188,0.65,1,1,0.95,0.37,0.6,0,1939,515,120,well_kept,5,595700,4964.166666666667,1156.6990291262136
3189,0.57,1,1,1,0.39,0,0,1910,248,89,no_information,3,44900,504.4943820224719,181.0483870967742
3191,0.68,1,1,0.96,0.5,0.6,0,1970,366,150,well_kept,4,459000,3060,1254.0983606557377
3192,0.67,1,1,0.94,0.5,0.6,0,1989,824,260,well_kept,6,689000,2650,836.1650485436893
3193,0.7,1,1,0.94,0.39,0.9,0,2016,715,200,mint_condition,7,749000,3745,1047.5524475524476
3194,0.54,1,1,0.97,0.3,0,0,1950,499,240,no_information,21,399000,1662.5,799.5991983967936
3195,0.55,1,1,0.97,0.36,0,0,1890,208,175,no_information,8.5,349000,1994.2857142857142,1677.8846153846155
3196,0.66,1,1,0.97,0.28,0.7,0,1983,520,145,refurbished,6,399900,2757.9310344827586,769.0384615384615
3197,0.7,1,1,0.97,0.6,0.6,0,1996,994,199,well_kept,9,350000,1755.2657973921764,352.11267605633805
3198,0.76,1,1,0.96,0.58,1,0,2020,1000,149,first_time_use,4,540000,3624.1610738255035,540
3199,0.69,1,1,0.97,0.47,0.7,0,1930,358,170,modernized,6,399000,2347.0588235294117,1114.5251396648046
3200,0.68,1,1,0.89,0.56,0.6,0,1968,971,338,well_kept,11,1380000,4082.8402366863907,1421.2152420185375
3201,0.68,1,1,0.87,0.43,0.8,0,1926,1533,460,fully_renovated,15,1600000,3478.2608695652175,1043.7051532941944
3203,0.7,1,1,0.97,0.54,0.7,0,1969,187,120,modernized,6,399900,3332.5,2138.5026737967914
3204,0.75,1,1,0.91,0.6,1,0,2006,383,188,first_time_use,6,1049000,5579.787234042553,2738.903394255875
3205,0.69,1,1,0.99,0.53,0.6,0,1993,516,34,well_kept,2,110000,3235.294117647059,213.1782945736434
3206,0.75,1,1,0.92,0.6,1,0,1971,360,189,first_time_use,6,998000,5280.423280423281,2772.222222222222
3207,0.7,1,1,0.98,0.64,0.6,0,1900,257,330,well_kept,10,240000,727.2727272727273,933.852140077821
3208,0.61,1,0.99,0.85,0.23,0.6,0,1903,512,1250,well_kept,50,1800000,1440,3515.625
3210,0.7,1,1,0.98,0.35,0.9,0,1990,125,97,mint_condition,3,268000,2762.8865979381444,2144
3212,0.66,1,1,0.95,0.43,0.6,0,1990,1200,440,well_kept,10,595000,1352.2727272727273,495.8333333333333
3215,0.55,1,1,0.97,0.36,0,0,2021,185,132,no_information,4,379000,2856.0663149962324,2048.6486486486488
3216,0.6,1,1,0.96,0.66,0,0,1975,753,152,no_information,7,429000,2809.7982708933714,569.7211155378486
3217,0.63,1,1,0.89,0.3,0.6,0,1895,686,770,well_kept,34,1300000,1688.3116883116884,1895.0437317784256
3219,0.59,1,1,0.97,-0.03,0.6,0,1997,908,155,well_kept,3,398000,2567.7419354838707,438.3259911894273
3220,0.58,1,1,0.98,0.53,0,0,1900,124,147,need_of_renovation,6,224997,1530.591836734694,1814.491935483871
3222,0.74,1,1,0.96,0.6,0.9,0,2005,211,124,mint_condition,5,470000,3790.3225806451615,2227.488151658768
3224,0.54,1,1,0.98,0.28,0,0,1990,300,130,need_of_renovation,5,265000,2038.4615384615386,883.3333333333334
3227,0.77,1,1,0.97,0.67,1,0,2020,282,145,first_time_use,5,369990,2551.655172413793,1308.9577584376989
3229,0.69,1,1,0.97,0.18,1,0,2020,315,132,first_time_use,4,345000,2613.6363636363635,1095.2380952380952
3230,0.73,1,1,0.95,0.41,1,0,2020,420,190,first_time_use,7,579000,3047.3684210526317,1378.5714285714287
3231,0.76,1,1,0.95,0.61,1,0,2020,200,155,first_time_use,6.5,565000,3645.1612903225805,2825
3232,0.76,1,1,0.95,0.61,1,0,2021,200,155,first_time_use,6.5,609000,3929.032258064516,3045
3233,0.52,1,1,0.74,0.41,0,0,1965,5062,3548,no_information,1,3100000,873.7316798196167,612.4061635717107
3235,0.56,1,0.99,0.92,0.42,0,0,2003,196,170,no_information,6,995000,5839.2018779342725,5076.530612244898
3237,0.66,1,1,0.97,0.39,0.6,0,1990,550,230,well_kept,7,395000,1717.391304347826,718.1818181818181
3238,0.74,1,1,0.99,0.83,0.6,0,1929,880,106,well_kept,5,142000,1339.622641509434,161.36363636363637
3239,0.65,1,1,0.98,0.33,0.6,0,2000,634,120,well_kept,4,267500,2229.1666666666665,421.9242902208202
3240,0.55,1,1,0.98,0.33,0,0,2013,277,140,no_information,3,220000,1571.4285714285713,794.2238267148015
3241,0.62,1,1,0.98,0.15,0.6,0,1996,431,153,well_kept,8,250000,1633.986928104575,580.046403712297
3243,0.77,1,1,0.96,0.67,1,0,2013,179,151,first_time_use,5,489900,3244.3708609271525,2736.8715083798884
3246,0.65,1,1,0.97,0.34,0.6,0,1983,275,136,well_kept,5,310000,2279.4117647058824,1127.2727272727273
3247,0.58,1,1,0.97,0.49,0,0,1944,565,170,no_information,6,329000,1935.2941176470588,582.3008849557522
3248,0.66,1,1,0.96,0.4,0.6,0,1985,484,153,well_kept,8,459000,3000,948.3471074380166
3249,0.67,1,1,0.97,0.45,0.6,0,1993,542,126,well_kept,4,399000,3163.9045277931964,736.1623616236162
3251,0.57,1,1,0.94,0.5,0,0,2019,319,145,no_information,4,690000,4751.084486676307,2160.571142284569
3252,0.7,1,1,0.94,0.58,0.7,0,1975,740,140,modernized,6,749000,5350,1012.1621621621622
3253,0.62,1,1,0.99,0.71,0,0,1964,355,69,no_information,3,89500,1284.4431687715269,252.11267605633802
3254,0.61,1,1,0.97,0.69,0,0,1900,1567,287,no_information,9,320000,1111.7287381878823,204.21186981493298
3255,0.63,1,0.99,0.91,0.29,0.6,0,2004,120,146,well_kept,6,1100000,7534.246575342466,9166.666666666666
3256,0.52,1,1,1,0.11,0,0,1900,2500,100,need_of_renovation,1,34000,340,13.6
3257,0.64,1,1,0.98,0.25,0.6,0,1930,180,500,well_kept,16,290000,580,1611.111111111111
3258,0.64,1,1,0.98,0.27,0.6,0,1952,413,105,well_kept,5,189000,1800,457.6271186440678
3259,0.57,1,1,0.97,0.47,0,0,1905,600,423,need_of_renovation,22,350000,827.4231678486998,583.3333333333334
3261,0.68,1,0.99,0.86,0.25,1,0,2021,430,227,first_time_use,7,1695000,7450.549450549451,3941.860465116279
3262,0.68,1,0.99,0.86,0.25,1,0,2021,430,227,first_time_use,7,1695000,7450.549450549451,3941.860465116279
3264,0.71,1,1,0.96,0.69,0.6,0,2001,529,120,well_kept,4,439000,3658.3333333333335,829.867674858223
3265,0.72,1,1,0.95,0.4,1,0,2020,715,205,first_time_use,6,595000,2902.439024390244,832.1678321678322
3267,0.56,1,1,1,0.37,0,0,1956,799,158,no_information,5,44170,279.55696202531647,55.28160200250313
3268,0.65,1,1,1,0.3,0.6,0,1972,300,51,well_kept,2,45000,882.3529411764706,150
3269,0.55,1,1,0.99,0.31,0,0,1962,378,184,need_of_renovation,9,68000,369.4648193425699,179.42899361443875
3270,0.73,1,1,0.96,0.52,0.9,0,2018,650,150,mint_condition,3,430000,2866.6666666666665,661.5384615384615
3271,0.74,1,1,0.96,0.47,1,0,2018,238,113,first_time_use,4,504950,4468.58407079646,2121.638655462185
3272,0.74,1,1,0.96,0.47,1,0,2018,172,113,first_time_use,4,472950,4185.398230088495,2749.7093023255816
3273,0.65,1,1,0.98,0.31,0.6,0,1917,1161,146,well_kept,7,250000,1712.3287671232877,215.33161068044788
3274,0.72,1,1,0.95,0.39,1,0,1993,173,133,first_time_use,5,546764,4091.932345457267,3142.683067019198
3275,0.72,1,0.99,0.95,0.39,1,0,1964,144,142,first_time_use,6,605370,4253.284620248717,4177.846790890269
3276,0.67,1,1,0.98,0.45,0.6,0,1983,743,97,well_kept,3,246000,2536.082474226804,331.0901749663526
3278,0.58,1,1,0.99,0.48,0,0,1920,665,335,need_of_renovation,14,120000,358.2089552238806,180.45112781954887
3279,0.67,1,1,0.95,0.45,0.6,0,1913,616,519,well_kept,24,595000,1146.4354527938342,965.9090909090909
3280,0.7,1,1,0.95,0.34,0.9,0,2010,700,290,mint_condition,8,640000,2203.401501067273,914.2857142857143
3284,0.67,1,1,0.97,0.46,0.6,0,1997,851,141,well_kept,4,380000,2695.0354609929077,446.53349001175087
3285,0.56,1,1,0.96,0.42,0,0,1969,340,145,need_of_renovation,5,499000,3441.3793103448274,1467.6470588235295
3286,0.67,1,1,0.9299999999999999,0.51,0.6,0,1938,329,645,well_kept,24,895000,1387.5968992248063,2720.3647416413373
3289,0.61,1,1,0.98,0.39,0.3,0,2020,600,200,negotiable,1,229000,1145,381.6666666666667
3291,0.58,1,1,0.96,0.5,0,0,2019,174,131,no_information,4,452900,3440.7050064574946,2602.8735632183907
3292,0.58,1,1,0.96,0.5,0,0,2019,182,131,no_information,4,452900,3440.7050064574946,2488.4615384615386
3293,0.73,1,1,0.92,0.57,0.9,0,2005,1034,334,mint_condition,10,950000,2844.311377245509,918.7620889748549
3294,0.68,1,1,0.98,0.48,0.6,0,1976,632,180,well_kept,7,220000,1222.2222222222222,348.1012658227848
3295,0.55,1,1,0.9299999999999999,0.35,0,0,1936,755,230,no_information,8,895000,3891.304347826087,1185.430463576159
3297,0.53,1,1,0.94,0.24,0,0,1960,494,134,need_of_renovation,6,739000,5514.925373134329,1495.9514170040486
3298,0.67,1,1,0.96,0.44,0.6,0,1971,940,140,well_kept,5,528000,3771.4285714285716,561.7021276595744
3299,0.67,1,1,0.95,0.47,0.6,0,1978,884,185,well_kept,7,629000,3400,711.5384615384615
3300,0.55,1,1,0.97,0.34,0,0,1930,1059,145,need_of_renovation,6,398000,2744.8275862068967,375.82625118035884
3302,0.68,1,1,0.95,0.55,0.6,0,2012,340,150,well_kept,6,650000,4333.333333333333,1911.764705882353
3303,0.67,1,1,0.87,0.26,0.9,0,2008,503,270,mint_condition,9,1600000,5925.925925925926,3180.9145129224653
3305,0.61,1,1,0.89,0.07,0.7,0,1900,937,458,refurbished,16,1290000,2816.593886462882,1376.7342582710778
3306,0.75,1,1,0.96,0.57,1,0,2020,174,124,first_time_use,4,435000,3508.064516129032,2500
3307,0.55,1,1,0.99,0.32,0,0,1900,260,160,need_of_renovation,6,120000,750,461.53846153846155
3308,0.75,1,0.99,0.97,0.57,1,0,2020,50,124,first_time_use,5.5,420000,3387.0967741935483,8400
3309,0.55,1,1,0.94,0.35,0,0,2020,486,149,no_information,5,745000,5000,1532.9218106995884
3311,0.74,1,1,0.97,0.49,1,0,2020,249,128,first_time_use,5.5,397000,3101.5625,1594.3775100401606
3312,0.73,1,1,0.95,0.44,1,0,2021,361,165,first_time_use,5,649900,3938.787878787879,1800.2770083102494
3314,0.76,1,1,0.95,0.59,1,0,2020,259,151,first_time_use,7,626650,4150,2419.4980694980695
3316,0.72,1,1,0.95,0.54,0.8,0,1958,279,136,fully_renovated,5,619000,4551.470588235294,2218.6379928315414
3317,0.67,1,1,0.97,0.43,0.6,0,1994,4384,433,well_kept,3,395000,912.2401847575057,90.10036496350365
3318,0.78,1,1,0.97,0.72,1,0,2020,188,104,first_time_use,4,398850,3835.096153846154,2121.5425531914893
3319,0.59,1,1,0.99,0.53,0,0,1898,313,84,need_of_renovation,3,92300,1098.8095238095239,294.88817891373805
3320,0.72,1,1,0.95,0.34,1,0,2020,256,143,first_time_use,6,608200,4241.283124128312,2375.78125
3321,0.72,1,1,0.95,0.34,1,0,2020,239,130,first_time_use,4.5,548160,4216.615384615385,2293.5564853556484
3324,0.72,1,1,0.95,0.4,1,0,2020,359,148,first_time_use,5,629170,4234.268793323911,1752.5626740947075
3327,0.61,1,1,0.98,0.66,0,0,1969,873,179,no_information,6,215000,1196.305363899399,246.27720504009164
3328,0.63,1,1,0.98,0.22,0.6,0,1976,627,226,well_kept,15,201000,889.3805309734513,320.57416267942585
3329,0.62,1,1,0.98,0.15,0.6,0,1995,1200,235,well_kept,14,260000,1106.3829787234042,216.66666666666666
3332,0.57,1,1,0.9299999999999999,0.51,0,0,1957,2125,130,no_information,5,900000,6923.076923076923,423.52941176470586
3333,0.65,1,1,0.99,0.33,0.6,0,2005,348,49,well_kept,2,175000,3535.3535353535353,502.8735632183908
3337,0.66,1,1,0.97,0.29,0.7,0,1966,669,186,modernized,5,378000,2032.258064516129,565.0224215246636
3338,0.67,1,0.99,0.9299999999999999,0.5,0.6,0,2000,160,148,well_kept,5,895000,6047.2972972972975,5593.75
3339,0.66,1,1,0.95,0.38,0.6,0,1999,380,135,well_kept,5,580000,4296.2962962962965,1526.3157894736842
3340,0.53,1,1,0.96,0.22,0,0,1977,259,131,no_information,7,500000,3816.793893129771,1930.5019305019305
3341,0.66,1,1,0.95,0.43,0.6,0,1962,628,123,well_kept,6,610000,4959.349593495935,971.3375796178344
3342,0.64,1,1,0.97,0.3,0.6,0,1951,400,260,well_kept,11,410000,1576.923076923077,1025
3343,0.51,1,0.97,0.74,0.34,0,0,1988,130,450,no_information,14,3074000,6831.111111111111,23646.153846153848
3344,0.58,1,1,0.96,0.54,0,0,1959,1009,130,need_of_renovation,5,529000,4069.230769230769,524.2814667988107
3345,0.67,1,1,0.95,0.45,0.6,0,1980,397,194,well_kept,6,630000,3247.422680412371,1586.9017632241814
3346,0.69,1,1,0.96,0.6,0.6,0,1980,1252,497,well_kept,8,529000,1064.3863179074447,422.52396166134184
3347,0.53,1,0.99,0.9299999999999999,0.26,0,0,2020,91,116,no_information,4,875000,7522.998882297309,9615.384615384615
3348,0.58,1,1,1,0.51,0,0,1990,504,35,no_information,2,57000,1628.5714285714287,113.0952380952381
3350,0.72,1,1,0.97,0.36,1,0,2020,145,164,first_time_use,5,389000,2361.153262518968,2682.7586206896553
3351,0.72,1,1,0.97,0.36,1,0,2020,149,164,first_time_use,5,389000,2361.153262518968,2610.738255033557
3352,0.59,1,1,0.96,0.6,0,0,1985,870,99,need_of_renovation,4,482000,4868.686868686868,554.0229885057471
3354,0.65,1,1,0.98,0.32,0.6,0,1993,647,223,well_kept,5,299000,1335.2983208288674,462.13292117465227
3355,0.69,1,1,0.84,0.3,1,0,2020,602,491,first_time_use,22,1950000,3971.4867617107943,3239.202657807309
3359,0.72,1,1,0.96,0.34,1,0,1994,150,118,first_time_use,5,509900,4295.70345408593,3399.3333333333335
3360,0.72,1,0.99,0.96,0.34,1,0,1981,102,117,first_time_use,5,489900,4169.36170212766,4802.941176470588
3361,0.57,1,1,0.9299999999999999,0.52,0,0,1920,793,320,no_information,10,889000,2778.125,1121.0592686002522
3362,0.56,1,1,0.99,0.36,0,0,1961,287,110,no_information,3,139000,1263.6363636363637,484.3205574912892
3363,0.66,1,1,0.98,0.36,0.6,0,1966,165,86,well_kept,3.5,219000,2546.5116279069766,1327.2727272727273
3364,0.71,1,1,0.95,0.6,0.7,0,1980,350,160,modernized,6,645000,4031.25,1842.857142857143
3366,0.67,1,1,0.95,0.36,0.7,0,1965,873,250,modernized,8,620000,2480,710.1947308132875
3368,0.7,1,0.99,0.92,0.29,1,0,2021,230,140,first_time_use,4,930000,6642.857142857143,4043.478260869565
3370,0.57,1,1,0.98,0.44,0,0,1973,600,145,no_information,4,279000,1924.1379310344828,465
3371,0.69,1,1,0.97,0.48,0.7,0,1926,239,180,modernized,8,350000,1944.4444444444443,1464.4351464435147
3372,0.65,1,1,0.97,0.32,0.6,0,2004,884,130,well_kept,5,375000,2884.6153846153848,424.2081447963801
3373,0.65,1,1,0.97,0.31,0.6,0,1973,854,185,well_kept,7,379000,2048.6486486486488,443.79391100702577
3374,0.68,1,0.99,0.95,0.45,0.7,0,1999,147,200,refurbished,7,649000,3245,4414.965986394558
3375,0.7,1,1,0.98,0.29,0.9,0,2010,241,120,mint_condition,4,259000,2158.3333333333335,1074.688796680498
3376,0.7,1,1,0.98,0.29,0.9,0,2010,241,120,mint_condition,4,259000,2158.3333333333335,1074.688796680498
3377,0.64,1,1,0.91,0.63,0.3,0,1967,785,287,negotiable,12.5,1090000,3786.5629125269224,1388.5350318471337
3378,0.53,1,1,0.92,0.27,0,0,2000,335,280,no_information,5,949000,3389.285714285714,2832.8358208955224
3379,0.76,1,1,0.96,0.59,1,0,2020,619,122,first_time_use,4,450000,3673.469387755102,726.9789983844911
3380,0.73,1,1,0.97,0.39,1,0,2020,575,137,first_time_use,4,412000,3007.299270072993,716.5217391304348
3381,0.72,1,1,0.98,0.76,0.6,0,1980,527,125,well_kept,4,298000,2384,565.4648956356737
3382,0.57,1,1,0.94,0.5,0,0,2019,319,145,no_information,4,690000,4751.084486676307,2160.571142284569
3383,0.63,1,1,0.97,0.23,0.6,0,1988,558,154,well_kept,6,375000,2435.064935064935,672.0430107526881
3384,0.68,1,1,0.99,0.5,0.6,0,1965,506,120,well_kept,5,149000,1241.6666666666667,294.4664031620553
3385,0.69,1,1,0.99,0.54,0.6,0,1953,321,172,well_kept,8,165000,959.3023255813954,514.018691588785
3386,0.54,1,1,0.98,0.24,0,0,1993,419,667,need_of_renovation,28,199000,298.35082458770614,474.9403341288783
3387,0.62,1,1,0.95,0.17,0.6,0,1910,451,974,well_kept,26,600000,616.0164271047228,1330.3769401330378
3388,0.51,1,1,0.99,0.07,0,0,2004,186,124,need_of_renovation,6,99000,798.3870967741935,532.258064516129
3389,0.58,1,1,0.98,0.51,0,0,1953,200,204,need_of_renovation,6,289000,1416.6666666666667,1445
3390,0.59,1,0.98,0.5900000000000001,0.04,0.9,0,2022,341,294,mint_condition,6,4990000,16927.304182638487,14627.854483627943
3391,0.66,1,1,0.79,0.48,0.7,0,1990,2083,1214,refurbished,42,2550000,2100.494233937397,1224.1958713394142
3393,0.52,1,0.99,0.9,0.26,0,0,2020,219,133,no_information,5,1159000,8712.320529203938,5292.237442922375
3394,0.6,1,1,0.97,0.62,0,0,1971,526,110,need_of_renovation,4,400000,3636.3636363636365,760.4562737642585
3395,0.53,1,0.99,0.9299999999999999,0.26,0,0,2020,95,121,no_information,4,884000,7283.513224025706,9305.263157894737
3396,0.64,1,1,0.98,0.28,0.6,0,1985,296,100,well_kept,4,240000,2400,810.8108108108108
3397,0.66,1,1,0.96,0.43,0.6,0,2000,699,179,well_kept,6,465000,2597.7653631284916,665.2360515021459
3398,0.53,1,0.99,0.92,0.26,0,0,2020,159,101,no_information,4,949000,9381.178331356268,5968.553459119496
3399,0.72,1,1,0.96,0.39,1,0,2020,298,140,first_time_use,5,466000,3326.907974584137,1563.758389261745
3400,0.72,1,1,0.96,0.39,1,0,2020,307,134,first_time_use,5,458500,3399.3179122182682,1493.485342019544
3401,0.57,1,1,0.99,0.43,0,0,1869,881,100,ripe_for_demolition,6,95000,950,107.83200908059024
3402,0.54,1,1,0.9299999999999999,0.33,0,0,2021,312,140,no_information,4,875000,6207.434733257662,2800
3403,0.54,1,0.99,0.9299999999999999,0.33,0,0,2021,176,137,no_information,4,795000,5762.957593330918,4517.045454545455
3405,0.68,1,1,0.99,0.47,0.6,0,1992,581,60,well_kept,2,65000,1083.3333333333333,111.87607573149742
3406,0.69,1,1,0.98,0.54,0.6,0,2018,710,88,well_kept,4,280000,3181.818181818182,394.36619718309856
3407,0.58,1,1,0.96,0.53,0,0,1982,187,114,no_information,5,448000,3929.8245614035086,2395.7219251336896
3408,0.56,1,1,0.92,0.46,0,0,1900,548,180,no_information,8,980000,5444.444444444444,1788.3211678832117
3410,0.67,1,1,0.96,0.44,0.6,0,1986,502,194,well_kept,5,519000,2666.3241715900335,1033.8645418326694
3413,0.69,1,1,0.98,0.57,0.6,0,2014,570,156,well_kept,7,269500,1727.5641025641025,472.8070175438597
3414,0.68,1,1,0.96,0.42,0.7,0,1975,950,200,refurbished,8,520000,2600,547.3684210526316
3415,0.71,1,1,0.95,0.32,1,0,1974,400,225,first_time_use,5,639000,2840,1597.5
3419,0.63,1,1,0.9,0.3,0.6,0,1987,710,154,well_kept,8,1198000,7779.220779220779,1687.3239436619717
3425,0.68,1,1,0.96,0.19,0.9,0,2018,885,218,mint_condition,6,439000,2013.7614678899083,496.045197740113
3426,0.7,1,1,0.96,0.35,0.9,0,2020,487,195,first_time_use_after_refurbishment,6,499000,2558.974358974359,1024.640657084189
3427,0.69,1,1,0.98,0.54,0.6,0,1940,710,88,well_kept,4,280000,3181.818181818182,394.36619718309856
3428,0.53,1,1,0.9299999999999999,0.27,0,0,2000,1420,180,no_information,6,895000,4972.222222222223,630.2816901408451
3429,0.66,1,1,0.94,0.39,0.6,0,1983,830,230,well_kept,8,669000,2908.695652173913,806.0240963855422
3430,0.65,1,1,0.96,0.34,0.6,0,2003,277,112,well_kept,4,460000,4107.142857142857,1660.6498194945848
3431,0.69,1,1,0.95,0.61,0.6,0,1993,216,162,well_kept,6,565000,3487.6543209876545,2615.740740740741
3432,0.55,1,1,0.99,0.33,0,0,1976,719,97,need_of_renovation,3,169000,1742.2680412371135,235.04867872044505
3433,0.72,1,1,0.96,0.33,1,0,2020,272,156,first_time_use,8,459000,2942.3076923076924,1687.5
3434,0.59,1,1,0.91,0.6,0,0,1943,462,350,no_information,12,1050000,3000,2272.7272727272725
3436,0.71,1,1,0.94,0.42,0.9,0,2014,532,235,mint_condition,6,680000,2893.6170212765956,1278.1954887218046
3437,0.55,1,1,0.9299999999999999,0.4,0,0,1920,461,175,need_of_renovation,6,790000,4514.285714285715,1713.6659436008676
3439,0.65,1,1,0.97,0.36,0.6,0,1978,400,200,well_kept,7,335000,1675,837.5
3443,0.66,1,0.98,0.87,0.52,0.6,0,1790,135,270,well_kept,11,1600000,5925.925925925926,11851.851851851852
