id,score,rentMargin,priceSqm,heating,condition,lat,lon
436,0.54,0.7,0.05,0.33,0.7,50.8162369,12.9420035
437,0.51,0.68,0.04,0.33,0.6,51.8387222,12.244844
438,0.52,0.68,0.05,0.33,0.6,50.8359045,12.8913222
441,0.47,0.86,0.05,0,0.6,51.0877219,14.6707162
442,0.69,0.9,0.1,0.33,0.9,49.3389521,8.1409409
443,0.46,0.8,0.09,0,0.6,49.4503835,8.4957494
444,0.51,0.67,0.05,0.33,0.6,51.3376897,11.9871198
446,0.89,0.79,0.08,1,1,51.3177271,12.3102504
447,0.62,0.71,0.07,0.33,0.9,51.4505723,7.0978179
448,0.59,0.88,0.09,0.33,0.6,51.4422322,7.5611364
450,0.77,0.84,0.07,0.66,0.9,52.1498155,9.9430273
452,0.7,0.94,0.13,0.33,0.9,49.4615912,11.0846877
453,0.44,0.71,0.05,0,0.7,50.9871754,10.3014977
454,0.56,0.83,0.06,0,0.9,50.7946888,12.6911424
455,0.56,0.71,0.06,0.33,0.7,51.3718896,12.3344854
456,0.68,0.84,0.11,0.33,0.9,51.2360677,7.1493375
457,0.56,0.8,0.08,0.33,0.6,51.4265827,6.7689333
458,0.48,0.62,0.05,0,0.9,50.860722,11.3309537
459,0.59,0.83,0.05,0.33,0.7,51.712999,8.7384499
460,0.58,0.78,0.06,0.33,0.7,51.4966812,7.333816
461,0.68,0.88,0.09,0.33,0.9,49.1929487,9.231588
462,0.86,0.88,0.12,1,0.8,51.198483,6.7364423
463,0.43,0.72,0.07,0,0.6,53.619935,10.6779637
464,0.91,0.82,0.12,1,1,48.4650507,11.9324193
465,0.58,0.8,0.05,0.33,0.7,52.7230952,10.7441925
466,0.52,0.71,0.05,0.33,0.6,50.8099276,12.536887
467,0.69,0.84,0.08,0.33,1,51.5724756,7.2123749
468,0.69,0.8,0.07,0.66,0.7,51.6487728,7.3388479
469,0.63,0.75,0.06,0.33,0.9,50.8031186,12.7062415
471,0.52,0.85,0.13,0,0.7,53.56381,9.9894574
472,0.51,0.66,0.05,0.33,0.6,51.0039539,13.6472774
473,0.64,0.81,0.05,0.33,0.9,50.9815046,12.4380277
474,0.54,0.76,0.05,0.33,0.6,49.5515301,7.631004
475,0.52,0.69,0.07,0.33,0.6,51.158431,7.0959481
476,0.52,0.71,0.05,0.33,0.6,49.0785961,12.7150216
477,0.62,0.71,0.06,0.33,0.9,51.3418775,12.4296628
478,0.42,0.71,0.05,0,0.6,50.8471254,12.0632053
479,0.6,0.78,0.06,0.33,0.8,51.5149211,7.1469454
481,0.64,0.78,0.08,0.33,0.9,51.4119846,6.8890385
482,0.64,0.8,0.05,0.33,0.9,52.0984299,11.6205021
483,0.56,0.7,0.06,0.33,0.7,51.3605232,12.3863129
484,0.53,0.73,0.06,0.33,0.6,50.4543253,7.5197869
485,0.53,0.64,0.04,0.33,0.7,51.2129151,12.3868205
486,0.58,0.86,0.13,0,0.9,49.4961478,8.4740998
487,0.64,0.78,0.06,0.33,0.9,50.9347305,6.6820394
488,0.58,0.69,0.05,0.33,0.8,50.7281869,12.4995505
489,0.64,0.78,0.06,0.33,0.9,52.2367521,7.4513191
490,0.41,0.68,0.05,0,0.6,50.7953365,12.9244446
491,0.49,0.64,0.04,0.33,0.6,52.0287304,8.8840445
