ags,breitbandversorgung50MbitsProzent,breitbandversorgung100MbitsProzent,breitbandversorgung1000MbitsProzent
07135023,79.57,13.56,13.56
07135024,96.38,62.32,0.36
07135025,95.08,27.63,1.17
07135026,80.0,1.82,1.82
07135027,99.02,62.62,1.31
07135028,97.59,1.2,1.2
07135029,100.0,38.51,0.66
07135030,95.12,2.44,2.44
07135031,32.9,0.43,0.43
07135032,91.67,0.0,0.0
07135033,90.55,1.18,0.79
07135034,78.35,1.37,1.03
07135035,63.98,1.24,1.24
07135036,99.0,53.0,4.0
07135037,48.56,0.48,0.0
07135038,87.46,33.76,33.76
07135039,67.59,0.0,0.0
07135040,85.63,2.99,2.99
07135041,77.19,0.0,0.0
07135042,99.1,32.83,3.61
07135043,87.75,0.0,0.0
07135044,33.55,1.32,1.32
07135045,84.51,72.53,2.9
07135046,94.17,1.67,0.83
07135048,70.18,0.88,0.88
07135049,100.0,99.84,1.42
07135051,92.96,2.91,2.91
07135052,69.01,18.87,18.87
07135053,99.1,2.25,1.8
07135054,96.1,0.0,0.0
07135056,94.44,1.67,1.67
07135057,95.09,29.75,8.54
07135058,70.91,1.71,1.71
07135060,96.22,0.54,0.54
07135061,96.41,2.69,2.69
07135062,96.3,5.56,5.56
07135064,65.52,0.0,0.0
07135065,96.15,0.0,0.0
07135066,95.86,5.03,5.03
07135067,86.14,0.3,0.3
07135068,65.04,0.81,0.81
07135069,100.0,4.69,3.12
07135070,82.91,17.09,17.09
07135071,76.22,0.3,0.3
07135072,96.03,20.63,20.63
07135073,84.71,2.82,2.82
07135074,97.67,1.16,1.16
07135075,52.34,4.3,4.3
07135076,81.53,0.35,0.0
07135077,73.8,0.53,0.53
07135078,90.28,0.0,0.0
07135079,95.37,37.96,0.62
07135080,94.57,0.0,0.0
07135081,90.13,0.0,0.0
07135082,95.91,95.23,2.04
07135083,91.95,36.66,1.04
07135084,95.87,1.38,0.92
07135085,67.27,0.0,0.0
07135086,95.0,1.25,1.25
07135087,80.65,0.0,0.0
07135088,95.83,0.0,0.0
07135089,94.12,0.0,0.0
07135090,95.58,4.42,4.42
07135091,82.73,0.91,0.91
07135092,86.98,45.33,2.52
07135093,89.47,0.88,0.88
07135501,83.88,58.35,0.96
07135502,76.87,15.65,14.97
07137001,79.63,77.78,77.78
07137003,98.79,96.21,80.99
07137004,11.11,6.94,6.94
07137006,11.04,2.6,1.95
07137007,41.25,35.73,35.73
07137008,97.19,95.48,0.31
07137011,10.66,6.6,6.09
07137014,84.98,84.98,84.98
07137019,94.55,94.55,94.55
07137023,100.0,70.97,66.13
07137025,97.85,79.63,74.46
07137027,99.25,85.07,69.4
07137029,98.85,94.25,94.25
07137030,99.07,96.3,1.85
07137034,89.02,16.76,16.76
07137035,54.08,52.79,52.79
07137036,80.91,80.91,80.91
07137041,96.22,90.81,90.81
07137043,93.55,66.11,55.43
07137048,98.47,85.2,85.2
07137049,15.3,14.63,14.63
07137053,86.97,15.55,15.13
07137055,99.0,81.99,77.36
07137056,93.13,91.07,5.5
07137057,99.34,98.91,43.83
07137060,23.91,22.05,22.05
07137061,87.72,63.16,57.89
07137063,100.0,100.0,100.0
07137065,98.12,85.53,77.44
07137066,74.81,3.05,3.05
07137068,97.46,91.74,15.07
07137069,96.15,92.42,15.61
07137070,93.28,78.1,32.76
07137074,91.91,91.04,2.02
07137077,94.74,81.95,0.0
07137079,100.0,100.0,100.0
07137080,99.49,86.67,86.67
07137081,97.92,95.1,0.25
07137086,94.33,92.72,89.72
07137087,96.67,95.24,43.33
07137088,99.32,97.66,89.79
07137089,98.49,96.1,43.04
07137092,98.18,88.48,67.88
07137093,90.61,8.12,7.64
07137095,96.64,70.03,34.63
07137096,96.04,77.89,41.78
07137097,96.08,94.61,38.24
07137099,96.97,96.97,96.97
07137101,98.91,98.76,26.2
07137102,96.98,87.92,80.38
07137105,93.68,63.68,41.58
07137106,75.42,6.25,6.25
07137110,51.02,50.2,50.2
07137112,96.9,92.84,0.24
07137113,46.15,38.46,38.46
07137114,97.89,95.77,2.11
07137201,96.88,90.94,3.12
07137202,97.84,91.64,62.65
07137203,98.94,96.15,0.47
07137204,98.07,91.11,0.15
07137205,94.33,90.07,89.36
07137206,91.67,4.44,4.17
07137207,81.1,2.28,2.11
07137208,95.73,71.95,10.98
07137209,99.03,91.82,59.88
07137211,97.63,93.01,0.64
07137212,90.43,76.21,41.13
07137214,94.96,82.29,4.27
07137215,90.66,1.65,1.65
07137216,98.92,96.61,87.25
07137217,93.81,53.1,0.88
07137218,100.0,99.84,99.18
07137219,80.64,21.49,5.04
07137220,97.29,93.8,0.39
07137221,96.34,90.47,0.26
07137222,98.0,72.04,57.73
07137223,96.85,91.56,0.0
07137224,98.56,96.25,81.01
07137225,99.42,96.74,91.56
07137226,97.44,89.94,50.1
07137227,98.05,86.42,3.91
07137228,98.78,93.72,65.19
07137229,87.25,2.97,0.77
07137230,98.69,98.11,90.31
07137231,97.9,93.7,91.6
07137501,94.67,90.28,43.54
07137504,88.85,20.95,20.95
07138002,98.05,75.2,1.17
07138003,91.52,79.75,0.73
07138004,97.73,88.37,23.02
07138005,95.05,91.09,0.25
07138006,88.02,72.87,27.04
07138007,93.79,80.41,0.14
07138008,98.44,95.83,0.52
07138009,98.26,93.31,86.34
07138010,97.12,94.23,0.96
07138011,95.44,72.02,0.22
07138012,96.82,85.56,1.1
07138013,97.59,84.64,0.0
07138014,98.0,26.05,0.0
07138015,98.46,98.15,0.62
07138019,99.56,97.2,93.08
07138023,96.04,78.19,0.19
07138024,92.05,88.08,1.32
07138025,95.06,30.04,0.0
07138026,100.0,94.32,0.0
07138027,96.77,89.03,0.0
07138030,97.8,88.68,0.31
07138031,95.35,86.82,0.0
07138034,97.32,75.67,0.0
07138036,96.7,75.63,0.0
07138037,99.18,96.74,79.21
07138038,99.08,98.43,96.99
07138040,100.0,92.63,0.0
07138041,99.29,98.67,91.59
07138042,95.28,75.2,0.0
07138043,95.02,79.61,26.05
07138044,71.45,61.62,1.92
07138045,98.79,96.85,63.93
07138047,92.02,67.66,0.0
07138048,96.3,0.62,0.0
07138050,98.33,95.42,7.92
07138052,96.89,91.19,0.52
07138053,96.09,75.86,0.0
07138054,95.55,93.12,0.4
07138055,98.22,91.1,86.65
07138057,97.73,82.53,0.09
07138058,97.37,95.61,0.0
07138059,95.47,64.25,0.0
07138061,98.2,89.51,1.5
07138062,99.65,89.18,0.1
07138063,97.05,89.73,33.43
07138064,97.99,95.65,0.0
07138065,97.28,84.19,2.24
07138066,96.07,67.37,0.0
07138068,95.63,90.53,66.76
07138069,96.13,0.0,0.0
07138070,76.02,6.69,0.19
07138071,97.03,82.28,0.0
07138072,98.91,86.13,0.36
07138073,99.52,96.48,0.35
07138074,96.19,68.71,0.0
07138075,98.6,96.72,77.61
07138076,95.05,72.14,0.13
07138077,96.4,86.56,54.35
07138078,89.8,11.43,0.0
07138080,96.57,89.93,0.16
07138201,97.97,70.05,1.02
07138501,98.57,90.54,61.25
07140001,89.3,0.0,0.0
07140002,86.14,0.0,0.0
07140003,89.08,45.67,34.89
07140005,82.05,0.0,0.0
07140006,97.77,0.0,0.0
07140007,98.11,3.77,3.77
07140008,81.18,36.47,36.47
07140009,85.83,22.72,22.44
07140010,85.23,22.93,22.93
07140011,75.28,3.37,3.37
07140012,100.0,100.0,100.0
07140014,96.15,90.38,55.13
07140015,99.29,92.86,0.0
07140016,88.57,1.43,1.43
07140018,98.68,98.68,98.68
07140020,71.9,0.83,0.0
07140021,89.71,4.31,4.31
07140023,69.23,0.0,0.0
07140024,92.93,1.03,1.03
07140025,98.85,98.85,63.36
07140027,99.63,99.63,75.84
07140028,98.63,98.29,77.82
07140029,78.82,2.35,2.35
07140030,89.63,0.37,0.37
07140031,92.94,15.29,15.29
07140035,99.73,99.73,90.74
07140036,89.54,31.35,8.52
07140037,86.81,1.39,1.39
07140039,95.96,88.89,1.01
07140040,77.19,0.88,0.88
07140041,97.44,95.06,37.14
07140042,89.4,5.99,5.99
07140043,97.75,89.97,29.93
07140044,88.1,0.0,0.0
07140045,86.99,4.9,4.9
07140046,76.14,1.14,1.14
07140047,78.82,10.59,10.59
07140048,87.93,0.0,0.0
07140049,99.44,97.74,67.23
07140050,77.53,0.0,0.0
07140053,84.0,32.0,32.0
07140055,81.25,0.0,0.0
07140056,85.12,84.3,52.48
07140058,75.29,0.0,0.0
07140060,83.19,0.0,0.0
07140062,91.24,0.52,0.0
07140063,97.23,96.05,0.4
07140064,98.25,97.37,66.74
07140065,100.0,100.0,74.8
07140067,96.86,95.94,66.14
07140068,31.43,22.04,14.29
07140070,84.21,0.88,0.88
07140071,91.23,91.23,91.23
07140073,81.82,2.27,2.27
07140075,91.46,1.83,0.61
07140076,97.58,97.1,88.41
07140077,98.95,98.95,73.68
07140079,83.26,15.84,15.84
07140080,68.07,4.22,4.22
07140081,92.59,0.79,0.79
07140082,68.87,0.94,0.47
07140084,88.03,3.88,3.88
07140085,100.0,100.0,62.84
07140086,79.0,0.0,0.0
07140087,87.16,0.0,0.0
07140089,74.58,0.0,0.0
07140090,71.7,1.89,1.89
07140092,81.65,0.63,0.63
07140093,95.65,86.96,0.0
07140094,76.6,0.0,0.0
07140095,98.68,98.68,13.16
07140096,94.96,91.37,58.99
07140098,100.0,100.0,100.0
07140099,99.48,99.48,64.77
07140100,90.0,22.61,19.57
07140101,98.4,96.8,91.2
07140102,84.12,0.59,0.59
07140104,98.58,98.58,40.93
07140105,96.3,96.3,72.84
07140106,100.0,100.0,70.43
07140107,90.31,1.53,1.53
07140108,93.65,84.13,4.76
07140109,89.82,0.6,0.6
07140110,89.52,0.0,0.0
07140111,92.79,3.6,0.9
07140112,99.44,98.1,40.23
07140113,100.0,100.0,63.77
07140115,100.0,100.0,2.17
07140116,83.77,0.0,0.0
07140117,93.01,80.85,26.44
07140118,87.63,4.12,4.12
07140119,100.0,100.0,94.63
07140120,67.61,1.41,1.41
07140121,60.87,0.0,0.0
07140122,80.52,0.65,0.65
07140123,95.77,73.94,0.0
07140125,96.81,95.27,78.96
07140126,75.56,1.11,1.11
07140127,99.1,97.59,71.08
07140128,98.41,0.0,0.0
07140129,89.74,1.28,1.28
07140130,81.48,1.23,0.0
07140131,96.75,92.68,91.06
07140133,99.21,99.07,38.22
07140134,84.86,7.03,6.49
07140135,89.04,6.85,1.37
07140138,90.1,0.0,0.0
07140139,97.32,97.32,15.18
07140140,89.1,6.41,0.64
07140141,89.23,0.0,0.0
07140144,99.53,98.93,63.71
07140145,97.41,88.0,7.23
07140146,80.85,4.26,4.26
07140147,81.97,6.56,1.64
07140148,77.78,1.85,1.85
07140149,100.0,100.0,100.0
07140150,88.96,0.32,0.32
07140151,100.0,100.0,100.0
07140153,86.41,2.72,2.72
07140154,94.71,93.65,0.0
07140155,96.56,91.88,0.31
07140156,87.1,0.0,0.0
07140158,73.24,0.0,0.0
07140159,78.65,0.0,0.0
07140161,93.66,44.96,44.96
07140163,95.88,5.15,4.12
07140164,78.9,2.75,1.83
07140165,55.56,0.0,0.0
07140166,99.02,98.04,5.88
07140201,86.04,3.6,3.15
07140202,86.58,4.11,4.11
07140204,85.58,3.07,3.07
07140205,92.36,1.27,0.64
07140501,98.21,94.28,12.62
07140502,100.0,0.0,0.0
07140503,100.0,0.0,0.0
07140504,89.4,0.0,0.0
07141001,99.62,98.48,78.03
07141002,96.95,92.28,1.32
07141003,57.14,2.2,2.2
07141004,68.67,1.2,0.0
07141005,68.6,3.49,0.58
07141006,95.38,88.58,54.2
07141008,64.87,0.0,0.0
07141009,90.65,85.98,1.87
07141010,93.69,0.9,0.9
07141011,92.73,83.64,0.0
07141012,80.28,0.0,0.0
07141013,88.73,2.82,0.0
07141014,99.54,99.24,86.09
07141015,92.61,88.64,5.68
07141016,77.01,2.23,2.23
07141018,97.76,96.27,1.49
07141019,84.0,62.0,40.4
07141020,95.5,93.15,62.53
07141021,100.0,100.0,0.0
07141022,72.0,0.0,0.0
07141023,90.89,59.23,0.48
07141024,78.06,0.57,0.28
07141025,97.96,97.96,69.9
07141026,50.65,2.6,2.6
07141027,53.61,0.0,0.0
07141029,98.14,94.0,69.01
07141030,91.28,83.72,0.58
07141031,83.78,1.62,1.62
07141032,81.14,9.14,0.57
07141033,70.24,1.19,1.19
07141034,83.67,2.04,0.0
07141035,78.95,0.0,0.0
07141036,91.18,0.0,0.0
07141037,76.47,0.0,0.0
07141038,92.91,4.48,4.1
07141039,88.14,5.08,1.69
07141040,95.06,1.23,1.23
07141041,92.42,70.04,2.35
07141042,59.52,2.04,2.04
07141043,99.54,99.09,79.27
07141044,73.54,22.68,22.34
07141045,98.04,96.08,0.65
07141046,59.3,0.0,0.0
07141047,97.11,1.24,1.24
07141049,90.56,3.15,2.25
07141050,96.79,96.79,2.56
07141051,87.46,46.57,23.95
07141052,99.45,97.79,0.0
07141053,89.8,3.25,2.17
07141054,77.38,1.19,1.19
07141055,66.67,0.0,0.0
07141057,99.45,99.45,0.0
07141058,93.08,1.26,1.26
07141059,99.79,99.36,0.21
07141060,66.86,0.78,0.39
07141061,100.0,99.44,85.67
07141062,100.0,100.0,0.0
07141063,84.48,0.0,0.0
07141064,96.74,82.61,0.0
07141065,98.37,91.02,0.41
07141066,74.21,22.19,0.43
07141067,78.79,1.01,0.0
07141068,91.86,89.69,66.91
07141069,94.87,79.02,0.45
07141070,79.45,4.11,4.11
07141071,77.98,0.92,0.46
07141072,89.1,51.28,0.0
07141073,90.72,77.66,26.8
07141074,90.79,2.51,2.09
07141075,98.29,96.72,88.17
07141076,96.48,95.59,5.29
07141077,100.0,100.0,0.0
07141078,56.73,0.96,0.96
07141079,95.75,93.4,0.47
07141080,70.07,0.0,0.0
07141081,95.96,64.13,0.45
07141082,97.73,2.27,2.27
07141083,88.04,0.0,0.0
07141084,93.75,92.97,0.78
07141085,89.44,62.3,24.94
07141086,93.23,22.4,21.88
07141087,87.18,0.0,0.0
07141088,92.31,0.0,0.0
07141089,94.9,91.72,2.55
07141091,92.9,77.36,48.05
07141092,93.83,87.04,67.8
07141093,97.97,93.92,0.68
07141094,69.72,1.83,1.83
07141095,94.05,69.92,26.12
07141096,83.33,0.0,0.0
07141097,57.98,4.26,4.26
07141098,86.09,65.03,0.82
07141099,92.63,91.71,0.92
07141100,87.18,1.28,1.28
07141101,88.73,0.0,0.0
07141102,78.78,44.69,0.0
07141103,57.59,3.14,3.14
07141104,62.58,0.61,0.61
07141105,85.47,0.85,0.85
07141106,88.89,3.17,1.59
07141107,85.02,47.14,29.07
07141108,95.27,93.7,0.53
07141109,89.05,77.61,0.0
07141110,80.95,1.59,1.59
07141111,94.16,0.65,0.65
07141112,67.46,0.0,0.0
07141113,94.12,72.06,51.47
07141114,58.14,29.07,26.74
07141115,80.62,3.88,3.88
07141116,89.82,1.2,1.2
07141117,94.74,72.25,1.44
07141118,80.0,1.0,1.0
07141120,86.0,0.0,0.0
07141121,95.53,80.59,0.15
07141122,55.06,1.12,1.12
07141124,88.73,41.55,41.55
07141125,85.45,79.09,6.36
07141126,96.09,95.77,84.36
07141127,94.95,0.0,0.0
07141128,76.22,3.24,3.24
07141129,94.1,91.15,0.8
07141130,95.88,94.85,1.03
07141131,91.49,77.3,0.0
07141132,73.68,0.0,0.0
07141133,93.38,0.0,0.0
07141134,88.46,0.0,0.0
07141135,88.44,0.5,0.5
07141136,94.5,92.39,0.42
07141137,82.94,34.12,2.37
07141138,97.42,79.4,0.0
07141139,96.43,75.27,0.0
07141140,93.65,3.17,3.17
07141141,100.0,0.0,0.0
07141201,99.03,95.01,0.14
07141501,97.85,92.63,34.4
07141502,77.17,0.0,0.0
07141503,97.75,97.38,86.14
07143001,98.46,81.15,0.38
07143003,97.92,89.24,73.61
07143005,89.12,89.12,89.12
07143006,78.79,78.79,0.38
07143007,98.1,88.59,0.0
07143008,92.23,92.23,92.23
07143009,95.24,93.41,0.37
07143010,95.8,93.26,66.75
07143011,99.08,67.96,0.23
07143012,99.07,97.59,95.93
07143013,98.59,98.31,79.34
07143015,95.8,84.03,5.88
07143018,98.82,91.04,0.0
07143019,97.86,70.46,0.36
07143020,89.02,87.45,65.88
07143021,94.92,94.92,94.92
07143022,100.0,98.94,59.26
07143023,84.14,84.14,84.14
07143024,97.04,97.04,97.04
07143025,100.0,92.64,0.61
07143026,83.99,83.99,83.99
07143027,84.98,83.92,83.92
07143028,88.63,88.05,53.76
07143029,96.68,95.6,71.2
07143030,99.06,77.34,0.0
07143031,96.04,87.93,42.03
07143032,97.74,91.99,55.78
07143033,98.01,96.9,0.0
07143034,87.89,87.89,87.89
07143036,84.07,84.07,84.07
07143037,98.02,80.84,0.12
07143038,87.9,87.9,0.64
07143039,98.65,93.59,43.84
07143040,98.02,78.22,0.0
07143041,95.45,95.45,0.76
07143042,100.0,89.57,77.39
07143044,98.52,98.02,61.73
07143045,93.46,62.62,0.0
07143046,81.42,79.33,51.77
07143047,93.16,83.08,0.19
07143048,95.44,89.67,4.79
07143049,94.96,86.94,72.4
07143050,97.99,84.36,1.37
07143051,96.39,85.8,37.49
07143052,98.16,96.65,64.54
07143053,96.03,90.96,0.27
07143054,93.56,92.12,79.47
07143055,88.96,88.96,88.96
07143056,99.57,98.28,66.09
07143057,90.02,90.02,90.02
07143058,100.0,70.48,0.0
07143059,97.6,90.42,0.6
07143060,96.0,87.45,48.0
07143061,97.65,76.53,35.21
07143062,96.08,89.32,1.9
07143064,100.0,95.17,71.98
07143065,88.02,88.02,88.02
07143066,96.93,94.88,0.0
07143067,99.11,97.32,69.02
07143068,99.04,98.56,0.0
07143069,88.83,82.23,1.02
07143070,95.55,91.67,3.56
07143071,97.03,87.29,1.32
07143072,91.89,91.89,91.89
07143073,94.08,88.55,69.47
07143074,95.88,62.94,0.59
07143075,98.06,59.22,0.0
07143077,89.22,89.22,89.22
07143078,96.57,91.85,0.43
07143079,87.21,75.45,0.0
07143080,97.87,73.19,0.0
07143081,99.4,97.97,92.58
07143082,98.16,88.96,0.61
07143084,75.69,74.65,0.0
07143085,100.0,86.85,0.47
07143200,98.53,98.17,0.0
07143202,95.9,88.91,0.15
07143203,93.51,75.32,16.88
07143204,98.13,78.5,0.0
07143205,75.25,75.25,0.33
07143206,98.01,90.57,0.07
07143207,100.0,58.15,0.0
07143208,97.81,73.25,0.88
07143209,99.56,99.11,0.44
07143210,98.49,97.49,1.01
07143211,100.0,0.0,0.0
07143212,94.92,56.64,0.0
07143213,99.56,98.22,0.0
07143214,96.91,0.0,0.0
07143215,100.0,64.15,0.0
07143216,95.74,82.27,0.71
07143218,60.99,60.31,1.12
07143219,93.71,58.04,0.0
07143220,97.06,67.65,66.18
07143221,99.07,54.21,0.0
07143222,91.94,65.07,0.9
07143223,100.0,99.59,78.46
07143224,98.83,98.83,1.4
07143225,91.76,36.81,0.0
07143226,98.8,98.8,0.0
07143227,97.14,77.96,0.0
07143228,98.49,97.98,0.0
07143229,99.55,97.47,68.56
07143230,93.79,50.93,0.0
07143231,98.42,81.58,0.0
07143232,98.94,56.91,0.53
07143233,100.0,100.0,0.0
07143234,98.37,95.65,6.52
07143235,99.44,99.3,83.68
07143236,97.67,0.0,0.0
07143237,98.87,97.74,0.0
07143238,98.87,97.74,0.0
07143239,96.06,89.76,0.0
07143240,96.36,90.91,0.0
07143241,96.97,79.8,0.0
07143242,98.36,96.88,1.49
07143243,96.0,0.0,0.0
07143244,41.98,41.98,1.23
07143245,66.67,66.67,0.0
07143246,62.39,62.39,0.92
07143247,96.89,93.39,0.0
07143248,95.56,77.47,0.68
07143249,98.87,98.64,0.0
07143250,98.18,79.94,0.3
07143251,97.3,68.92,0.0
07143252,97.64,0.0,0.0
07143253,94.93,1.42,1.22
07143254,93.96,51.51,0.0
07143255,92.22,0.56,0.56
07143256,96.12,2.49,0.28
07143257,71.93,71.93,0.58
07143258,84.62,75.82,3.3
07143259,99.3,81.82,0.7
07143260,96.21,79.31,0.0
07143261,96.97,40.4,0.0
07143262,94.05,69.73,0.0
07143263,98.98,72.43,0.25
07143264,1.62,0.0,0.0
07143265,94.09,65.45,0.45
07143266,96.94,75.0,0.0
07143267,98.08,96.15,56.73
07143268,95.54,85.99,0.0
07143269,99.08,66.59,0.0
07143270,97.05,0.23,0.23
07143271,60.91,60.91,0.0
07143272,99.58,98.75,0.0
07143273,98.49,93.66,77.64
07143274,96.07,77.86,0.71
07143275,96.43,72.62,1.19
07143276,71.66,71.66,0.23
07143277,96.56,86.51,1.32
07143278,97.73,0.0,0.0
07143279,95.22,84.96,3.19
07143280,94.91,2.31,0.23
07143281,100.0,92.37,64.83
07143282,64.57,64.57,0.99
07143283,97.33,58.0,0.0
07143284,98.11,98.11,0.0
07143285,53.12,52.03,0.0
07143286,96.78,94.26,0.38
07143287,97.01,77.01,0.3
07143288,99.12,52.21,0.88
07143289,98.03,71.67,0.49
07143290,99.13,91.57,0.29
07143291,99.0,1.0,1.0
07143292,91.4,82.43,0.19
07143293,42.14,42.14,0.63
07143294,95.91,72.51,0.58
07143295,95.21,38.3,0.0
07143296,82.56,62.79,3.49
07143297,98.33,77.78,0.56
07143298,98.97,54.98,0.0
07143299,75.7,72.43,0.0
07143300,95.98,77.51,0.36
07143301,94.08,68.93,0.59
07143302,51.58,51.58,4.21
07143303,93.85,92.31,0.0
07143304,97.06,89.38,0.0
07143305,99.13,89.96,0.87
07143306,91.78,80.82,1.37
07143307,93.55,93.55,0.81
07143308,98.03,97.06,1.08
07143309,65.08,63.95,0.0
07143310,97.01,63.68,0.85
07143311,95.93,0.81,0.81
07143312,97.31,92.93,0.0
07143313,98.95,68.42,1.05
07143314,99.04,99.04,0.0
07143315,98.83,66.08,0.0
07143316,98.85,57.47,0.0
07143501,88.82,62.11,0.62
07143502,94.67,41.33,0.0
07211000,98.22,95.87,82.09
07231001,98.86,92.33,51.42
07231003,96.3,92.59,21.6
07231004,99.32,76.57,65.37
07231005,93.53,73.13,62.69
07231006,96.65,82.78,0.0
07231007,97.61,94.68,38.56
07231008,97.2,89.41,64.44
07231009,84.51,49.34,1.57
07231010,97.53,85.71,0.53
07231012,49.42,5.64,4.98
07231013,97.52,97.52,62.87
07231014,75.27,0.54,0.54
07231016,55.76,1.44,1.44
07231017,91.07,75.0,57.14
07231018,7.69,3.5,3.5
07231019,100.0,90.62,89.06
07231020,97.83,89.13,78.26
07231021,100.0,100.0,100.0
07231022,95.24,90.48,72.62
07231023,100.0,91.67,91.67
07231024,95.95,72.29,61.75
07231025,68.9,4.27,4.27
07231026,96.97,82.83,5.56
07231029,74.65,21.13,21.0
07231030,72.73,0.0,0.0
07231031,72.88,0.0,0.0
07231032,96.88,75.0,75.0
07231033,100.0,100.0,78.41
07231035,95.45,89.39,89.39
07231036,99.12,89.47,88.6
07231037,98.82,86.39,78.7
07231040,100.0,72.81,42.98
07231041,92.94,52.94,16.76
07231042,100.0,84.85,83.33
07231044,95.45,77.27,75.45
07231046,91.13,59.27,5.65
07231049,94.85,88.97,36.03
07231050,95.38,78.46,0.0
07231051,87.21,38.37,36.05
07231053,95.77,80.81,67.81
07231054,97.54,92.62,83.61
07231056,96.49,88.6,88.6
07231057,93.62,77.66,71.28
07231058,89.81,82.41,0.46
07231062,96.21,64.77,62.12
07231064,3.08,1.54,1.54
07231065,99.15,93.22,93.22
07231066,86.55,2.34,2.34
07231067,96.82,80.72,75.42
07231068,79.2,0.71,0.71
07231069,96.4,75.86,63.7
07231070,94.65,87.74,77.99
07231071,94.17,71.67,0.0
07231072,93.98,85.62,1.89
07231074,87.55,0.0,0.0
07231075,80.43,1.4,1.24
07231076,61.06,0.0,0.0
07231077,98.6,96.2,1.2
07231078,100.0,97.67,0.0
07231079,96.05,95.72,95.55
07231080,96.22,86.19,6.25
07231081,34.27,0.15,0.15
07231082,98.74,89.31,86.16
07231083,80.0,80.0,80.0
07231085,99.04,77.56,73.08
07231086,61.24,0.0,0.0
07231087,97.59,92.94,7.75
07231090,86.97,76.05,22.06
07231091,100.0,88.89,88.89
07231092,75.71,58.26,3.74
07231093,98.39,87.1,85.48
07231095,83.25,19.14,19.14
07231096,99.16,90.76,90.76
07231100,75.78,0.0,0.0
07231101,97.65,72.94,37.65
07231103,88.71,42.56,3.86
07231104,87.6,86.78,42.98
07231105,71.37,6.95,6.85
07231107,82.09,0.28,0.0
07231108,90.94,85.62,84.69
07231110,89.07,0.2,0.0
07231111,61.66,1.23,1.23
07231112,96.15,73.08,69.23
07231113,97.72,82.6,46.2
07231114,96.92,86.15,80.0
07231115,92.45,91.51,2.83
07231116,88.57,77.14,2.86
07231117,59.74,21.28,21.28
07231120,95.62,72.26,2.92
07231122,100.0,95.96,92.93
07231123,92.19,82.05,22.61
07231124,94.79,84.6,38.25
07231125,96.41,83.3,3.38
07231126,75.88,1.32,1.32
07231127,54.86,21.14,21.14
07231132,89.66,58.62,58.62
07231133,63.62,22.0,22.0
07231134,98.17,97.24,74.22
07231136,95.03,4.42,0.0
07231202,100.0,98.33,98.33
07231203,86.79,76.42,0.94
07231204,97.82,88.47,88.47
07231206,97.06,0.0,0.0
07231501,97.32,94.3,0.0
07231502,90.81,65.67,36.04
07231503,96.18,81.57,6.96
07231504,96.88,89.49,28.69
07232001,87.5,81.25,6.25
07232002,96.76,94.05,0.54
07232003,88.1,83.33,2.38
07232004,66.67,66.67,0.0
07232005,97.98,84.85,6.06
07232006,100.0,93.06,0.0
07232007,93.81,87.98,0.18
07232008,95.35,86.05,0.0
07232009,91.36,73.64,0.0
07232010,97.27,73.22,0.0
07232011,85.11,82.98,14.89
07232012,86.96,78.26,8.7
07232013,88.71,65.12,3.43
07232014,93.04,81.3,0.87
07232015,94.12,86.67,1.18
07232016,95.37,92.59,2.78
07232017,4.35,4.35,4.35
07232018,97.22,92.97,77.78
07232019,93.21,74.81,6.3
07232020,91.74,77.98,0.0
07232022,100.0,75.0,0.0
07232024,94.69,60.18,0.0
07232025,91.3,89.13,0.0
07232026,90.11,62.64,0.0
07232027,87.41,78.55,0.53
07232028,86.51,70.93,0.7
07232029,90.57,90.57,3.77
07232030,91.94,77.25,0.0
07232031,87.18,76.92,0.0
07232032,78.95,26.32,0.0
07232033,94.12,88.24,0.0
07232034,96.08,94.12,0.0
07232035,27.27,27.27,0.0
07232036,44.12,32.35,0.0
07232037,83.08,48.37,0.22
07232038,68.75,59.38,3.12
07232039,93.67,73.42,0.63
07232040,92.86,83.52,0.0
07232041,94.12,94.12,0.0
07232042,97.83,97.83,0.0
07232043,96.82,85.35,0.0
07232044,91.53,61.02,1.69
07232045,90.74,87.04,0.0
07232046,5.56,5.56,0.0
07232047,81.03,72.41,1.72
07232048,98.28,94.83,3.45
07232049,89.47,89.47,0.0
07232050,96.53,88.54,0.0
07232053,89.12,84.56,0.35
07232054,96.0,96.0,0.0
07232055,96.3,93.83,0.0
07232056,75.0,53.57,0.0
07232057,90.91,89.77,0.0
07232058,96.36,93.33,1.21
07232059,95.38,92.31,3.08
07232060,93.53,70.0,0.0
07232061,67.19,23.44,0.52
07232062,88.64,67.05,9.09
07232063,92.04,86.49,0.0
07232064,82.04,69.9,0.49
07232065,100.0,100.0,4.0
07232066,86.96,82.61,0.0
07232067,85.77,68.94,1.6
07232068,91.3,76.09,0.0
07232069,88.89,85.0,0.0
07232070,94.29,84.57,0.38
07232071,91.11,48.89,0.0
07232072,100.0,90.43,0.0
07232073,88.89,88.89,8.33
07232074,80.0,11.43,2.86
07232075,95.38,85.26,0.0
07232076,92.81,75.45,1.2
07232077,88.41,58.54,0.0
07232078,96.3,92.59,0.0
07232079,91.06,66.26,0.0
07232080,91.76,70.5,1.72
07232081,91.56,63.11,0.0
07232082,81.48,41.67,0.0
07232083,91.67,89.58,0.0
07232084,83.33,83.33,79.17
