PLZ,AGS
28213,04011
25832,01054
78598,08327
75428,08236
74343,08118
71665,08118
74193,08125
28879,03356
32694,05766
72108,08416
31737,03257
63654,06440
27404,03357
78479,08335
25884,01054
88634,08437
36326,06535
70192,08111
31717,03257
37696,05762
70174,08111
70599,08111
74842,08225
70376,08111
74385,08118
34560,06634
63877,09671
70734,08119
88512,08437
34590,06634
36341,06535
63874,09671
88709,08435
88090,08435
72532,08415
74182,08125
73776,08116
34132,06611
72525,08415
82057,09173
85095,09176
06333,15087
82064,09184
07368,16075
07745,16053
92275,09371
95447,09462
95463,09472
92363,09373
81667,09162
95138,09475
06429,15089
39218,15089
95482,09472
95197,09475
85399,09178
39240,15089
93354,09273
95030,09464
06126,15002
76889,07337
79686,08336
56457,07143
26345,03455
55576,07133
77781,08317
59494,05974
55286,07331
76547,08216
55262,07339
88339,08436
29614,03358
24794,01058
22559,02000
37181,03155
30161,03241
30161,03241
36167,06631
74532,08127
21274,03353
31199,03254
74586,08127
88430,08426
37085,03159
21227,03353
22767,02000
22041,02000
74597,08127
89287,09775
97340,09675
97320,09675
29339,03351
36433,16063
97332,09675
21394,03355
87727,09778
29355,03351
87770,09778
38229,03102
87490,09780
89331,09774
38542,03151
87778,09778
86513,09774
87772,09778
22929,01053
89353,09773
86753,09779
23701,01055
86850,09772
86872,09772
99994,16064
87679,09777
86975,09190
91802,09577
23570,01003
86447,09771
86508,09771
23774,01055
38820,15085
91054,09562
34134,06611
25377,01061
73266,08116
88046,08435
71577,08119
37170,03155
88074,08435
24884,01059
25370,01056
24966,01059
88149,09776
36166,06632
73104,08117
65510,06439
55126,07315
35753,06532
78132,08317
49377,03460
65187,06414
67591,07331
55118,07315
49457,03251
33332,05754
06578,16068
23769,01055
82436,09190
19209,13074
82438,09180
91338,09474
90602,09373
96142,09472
90607,09574
39619,15081
92353,09373
29475,03354
13059,11000
13057,11000
18581,13073
04928,12062
12559,11000
01097,14612
01326,14612
17449,13075
15344,12064
15913,12061
03099,12071
17375,13075
17375,13075
03055,12052
47624,05154
54649,07232
50189,05362
54309,07235
66740,10044
54518,07231
54317,07235
40474,05111
47058,05112
54528,07231
45478,05117
48683,05554
54498,07231
45468,05117
66571,10043
54426,07231
45896,05513
42719,05122
66132,10041
79400,08336
44289,05913
55497,07140
58509,05962
51580,05374
56329,07140
79189,08315
49549,05566
67731,07335
76891,07340
67657,07312
56427,07143
44229,05913
56332,07137
51570,05382
55621,07133
66871,07336
53547,07138
58285,05954
55481,07140
58453,05954
26579,03452
55483,07140
51399,05378
56862,07135
44879,05911
49716,03454
54483,07231
44867,05911
53721,05382
79739,08336
55452,07133
79117,08311
55546,07133
57647,07143
67098,07332
79256,08315
55437,07339
67487,07337
67377,07337
65597,06533
33775,05754
52066,05334
41849,05370
47546,05154
41063,05116
52388,05358
54298,07235
66679,10042
50169,05362
47055,05112
46147,05119
40472,05158
48703,05554
54552,07233
51107,05315
58091,05914
44145,05913
55471,07140
55608,07133
56566,07138
44269,05913
66851,07335
48496,05566
79418,08336
77794,08317
65201,06414
35767,06532
67271,07332
49439,03460
79865,08337
67167,07332
67150,07332
33790,05754
55276,07339
58507,05962
48147,05515
58730,05978
66957,07340
48291,05570
66999,07340
49525,05566
79283,08315
55585,07133
56379,07141
49733,03454
53426,07131
44869,05911
53424,07131
53179,05314
26906,03454
26844,03457
39397,15083
91180,09576
06485,15085
38829,15085
82445,09180
96187,09471
99102,16070
82291,09179
99448,16071
91362,09474
23968,13074
83676,09173
90518,09574
82335,09188
82194,09179
37139,03159
74427,08127
24401,01059
88239,08436
89605,08425
89604,08425
73072,08136
36219,06632
21147,02000
74595,08127
88175,09776
22547,02000
37081,03159
36269,06632
88483,08426
24369,01058
37083,03159
21218,03353
24537,01004
89075,08421
24640,01060
24536,01004
21073,02000
22453,02000
89231,09775
22085,02000
97273,09679
74599,08127
37136,03159
37308,16061
22399,02000
29227,03351
24119,01058
87763,09778
97505,09678
24619,01057
91541,09571
21033,02000
29348,03351
87748,09778
89299,09775
24149,01002
87448,09780
97520,09678
29331,03351
38279,03158
97359,09675
37327,16061
86488,09774
87493,09780
38159,03157
87746,09778
22969,01062
21447,03355
21502,01053
91589,09571
29593,03360
91477,09575
29364,03351
87497,09780
87754,09778
38530,03151
22929,01053
73469,08136
91731,09571
38312,03158
23898,01053
24329,01057
86483,09774
91413,09575
37444,03153
07937,16076
95028,09464
95194,09475
92665,09374
93142,09376
83135,09187
83562,09183
83071,09187
84181,09274
84437,09183
92555,09376
04205,14713
08468,14523
92545,09376
04603,16077
83125,09187
92709,09374
17168,13072
08107,14524
14772,12051
18317,13073
14641,12063
94405,09279
94428,09279
08297,14521
94553,09278
16818,12068
17255,13071
09648,14522
16835,12068
83483,09172
09131,14511
04874,14730
93470,09372
04741,14522
94259,09276
16515,12065
94167,09275
16547,12065
14057,11000
16548,12065
12169,11000
12159,11000
13347,11000
12277,11000
10115,11000
94566,09272
10963,11000
12349,11000
10997,11000
10409,11000
49406,03251
78664,08325
35216,06534
32257,05758
68239,08222
33689,05711
35633,06532
78652,08325
64625,06431
32120,05758
78647,08327
75053,08215
61169,06440
60323,06412
76684,08215
61231,06440
78559,08327
35463,06531
27726,03357
75447,08236
71116,08115
78269,08335
78603,08327
25852,01054
32805,05766
64753,06437
88637,08437
78333,08335
72070,08416
31621,03256
72072,08416
35329,06535
72393,08417
72074,08416
63594,06435
31711,03257
31608,03256
74855,08225
74838,08225
72141,08415
70199,08111
63820,09676
31632,03256
74223,08125
88662,08435
71726,08118
21729,03359
63916,09676
36355,06535
72516,08437
74219,08125
71336,08119
24869,01059
74248,08125
63831,09671
88636,08437
31785,03252
74239,08125
72534,08415
24799,01058
39448,15089
85084,09186
91284,09574
82031,09184
80339,09162
95499,09477
19357,13076
92262,09371
80331,09162
95352,09477
93339,09273
81679,09162
39104,15003
07646,16074
39126,15003
85662,09184
85540,09162
39249,15089
18209,13072
92266,09371
95682,09377
92287,09371
99996,16064
37441,03159
38527,03151
98554,16066
91623,09571
38329,03158
87665,09777
38877,15085
91639,09571
86862,09777
38325,03158
99330,16070
96178,09471
38467,03151
90614,09573
91183,09576
99310,16070
91126,09576
29468,03354
82491,09180
96215,09478
06537,15087
24943,01059
36119,06631
25361,01061
73061,08117
34123,06611
97773,09677
25587,01061
97851,09677
25566,01061
97775,09677
97849,09677
97794,09677
88427,08426
21614,03359
37170,03155
29640,03353
73347,08117
73553,08136
73108,08117
12353,11000
12435,11000
10319,11000
12683,11000
17337,13071
16230,12060
01768,14628
01728,14628
16278,12073
03103,12066
15324,12064
02627,14625
02763,14626
02828,14626
79379,08315
55568,07133
79423,08315
59439,05978
49479,05566
66996,07340
79423,08315
48317,05570
48145,05515
26446,03462
56132,07141
56357,07141
67822,07333
58675,05962
67759,07336
57629,07143
55583,07133
76549,08216
26384,03405
77883,08317
67278,07332
67281,07332
35781,06533
55127,07315
26121,03403
33378,05754
49326,03459
77776,08237
49429,03460
65189,06414
72250,08237
76756,07334
76593,08216
76316,08215
35789,06533
35689,06532
78166,08326
35756,06532
59909,05958
49459,03251
56761,07135
45701,05562
55758,07134
53229,05314
42857,05120
26759,03452
56818,07135
56843,07231
66538,10043
44797,05911
44623,05916
56754,07135
48612,05566
54689,07232
47929,05166
54595,07232
41189,05116
54597,07233
41748,05166
52355,05358
54441,07235
54666,07232
54586,07233
41564,05162
54657,07232
47137,05112
54550,07233
45479,05117
46145,05119
54492,07231
53347,05382
54426,07235
45721,05562
49751,03454
26603,03452
26427,03462
66954,07317
56075,07111
56073,07111
26897,03454
44287,05913
56305,07138
56307,07138
67817,07333
79254,08315
67724,07333
79183,08316
56370,07141
67307,07333
49597,03459
49186,03459
79733,08337
65326,06439
49088,03404
66424,10045
56642,07137
66482,07320
44388,05913
56630,07137
49740,03454
55490,07140
55608,07134
56220,07137
24989,01059
29683,03358
24361,01058
24996,01059
73529,08136
88285,08436
73084,08117
30559,03241
30521,03241
37133,03159
74582,08127
22605,02000
25486,01060
22523,02000
24214,01058
89547,08135
22846,01060
74564,08127
22844,01060
87534,09780
88316,08436
97717,09672
24404,01059
89129,08425
22337,02000
97337,09675
23845,01060
22359,02000
89290,09775
23816,01060
24235,01057
73499,08136
87781,09778
91478,09575
38536,03151
91601,09571
91484,09575
97357,09675
86476,09774
91438,09575
97516,09678
86505,09774
24257,01057
91632,09571
97478,09674
23714,01057
83673,09173
92318,09373
92364,09373
80636,09162
07381,16075
07356,16075
85375,09178
95466,09472
06408,15089
92256,09371
92260,09371
92245,09371
93180,09375
85457,09177
07919,14523
90419,09564
39649,15081
98744,16073
91361,09474
82287,09179
82493,09180
82237,09188
96317,09476
95515,09472
85080,09176
39444,15089
26935,03461
78048,08326
67141,07338
67059,07314
35647,06532
75323,08235
28777,04011
27809,03461
35102,06534
27755,03401
60488,06412
69181,08226
60438,06412
27749,03401
60433,06412
69115,08221
28237,04011
78247,08335
25869,01054
64678,06431
27257,03251
61197,06440
64832,06432
28309,04011
71272,08115
25704,01051
63801,09671
78476,08335
74862,08225
72475,08417
31710,03257
74864,08225
74831,08125
70193,08111
34479,06633
31718,03257
36329,06535
31556,03257
72768,08415
72519,08437
72505,08437
72517,08437
73765,08116
25794,01051
97896,09676
88512,08437
31559,03257
63930,09676
71364,08119
71522,08119
21684,03359
88377,08436
23860,01053
91481,09575
38871,15085
91468,09575
86866,09772
23628,01053
23881,01053
86647,09773
86399,09772
91728,09577
87662,09777
86687,09779
98716,16070
38384,03154
91738,09577
98694,16070
86932,09181
91781,09577
86923,09181
39365,15083
31863,03252
74670,08126
34121,06611
36137,06631
24860,01059
73235,08116
73272,08116
97839,09677
74523,08127
74635,08126
31089,03254
07952,14523
83043,09187
18069,13003
06116,15002
08527,14523
92521,09376
93055,09362
93105,09375
92715,09374
18181,13072
93098,09375
16845,12063
04539,14729
92543,09376
92696,09374
83132,09189
84555,09183
93167,09372
83358,09189
14806,12069
14770,12051
06888,15091
14550,12069
18469,13073
83364,09172
09241,14522
09387,14521
09117,14511
04703,14522
14552,12069
09577,14522
94550,09271
94094,09275
18573,13073
01587,14627
04924,12062
17126,13075
15838,12072
09619,14522
13156,11000
12355,11000
94136,09275
12623,11000
01705,14628
16247,12060
15910,12061
15907,12061
01465,14612
17440,13075
17429,13075
15848,12067
17419,13075
02997,14625
02708,14626
88147,08436
73326,08117
25482,01056
97980,08128
36132,06631
73333,08117
30175,03241
88454,08426
30625,03241
97270,09679
97250,09679
25451,01056
97256,09679
29313,03351
22609,02000
31195,03254
97705,09672
36208,06632
88167,09776
89195,08425
73457,08136
20354,02000
97288,09679
89165,08426
97708,09672
22089,02000
97241,09679
37191,03155
97252,09679
22043,02000
87544,09780
23866,01060
99830,16063
97509,09678
38277,03158
89347,09774
87743,09778
99826,16063
37412,03159
97453,09678
97633,09673
91602,09571
22952,01062
21335,03355
29581,03360
91477,09575
97497,09678
87757,09778
21365,03355
23619,01062
38642,03153
98530,16066
89368,09774
38642,03153
99713,16065
29392,03151
38124,03101
23999,13074
91241,09574
80999,09162
95503,09472
19065,13076
81373,09162
81369,09162
07778,16074
92281,09371
80805,09162
07389,16075
95497,09472
07907,16075
83684,09182
39114,15003
19339,12070
85408,09178
83104,09187
84174,09274
84034,09261
83088,09187
83126,09187
92637,09374
93107,09375
93057,09362
06862,15001
07980,16076
92718,09374
06794,15082
83083,09187
08233,14523
04463,14729
83246,09189
83361,09189
16868,12068
83242,09189
92539,09376
83301,09189
94437,09279
84568,09171
06889,15091
08321,14521
14822,12069
83329,09189
94342,09278
18374,13073
84375,09277
84347,09277
09125,14511
09130,14511
83487,09172
09573,14521
94572,09272
94532,09271
17258,13071
94536,09272
10627,11000
13439,11000
13158,11000
94034,09262
18581,13073
13189,11000
12347,11000
91809,09176
82278,09179
86697,09185
82399,09190
91090,09474
96523,16072
82294,09179
96275,09478
85250,09174
90584,09576
82432,09173
82393,09190
19077,13076
06333,15085
96364,09476
89440,09773
86441,09772
29396,03151
91747,09577
29599,03360
86845,09772
86459,09772
23552,01003
86853,09772
99955,16064
38440,03103
29473,03354
91734,09571
86899,09181
96158,09471
91793,09577
86971,09190
86946,09181
86641,09779
38350,03154
39393,15083
96110,09471
96487,09473
99102,16070
94065,09272
94130,09275
12559,11000
17337,13075
15712,12061
15537,12067
01983,12066
25582,01061
34127,06611
88273,08436
34233,06633
24986,01059
25491,01056
24787,01058
74679,08126
73547,08117
73092,08117
16303,12073
16306,12073
15299,12067
02899,14626
64521,06433
64569,06433
76227,08212
76676,08215
33142,05774
35088,06635
65929,06412
27580,04012
32051,05758
35452,06531
60528,06412
61239,06440
63225,06438
35440,06531
32052,05758
64291,06411
64686,06431
78532,08327
32479,05770
75175,08231
60385,06412
72369,08417
35460,06531
35423,06531
63322,06438
35091,06534
35085,06534
75233,08236
64839,06432
32469,05770
63477,06435
25920,01054
71297,08236
74927,08226
78337,08335
72362,08417
64756,06437
78359,08335
34474,06635
25792,01051
74858,08225
25926,01054
34549,06635
72458,08417
69437,08225
63741,09661
70565,08111
74081,08121
63834,09676
27313,03361
71638,08118
25850,01054
72766,08415
63863,09676
25721,01051
72655,08116
25576,01061
34626,06634
71394,08119
25557,01058
71546,08119
25599,01061
25799,01051
97877,08128
73265,08116
74613,08126
58099,05914
44534,05978
51645,05374
26489,03462
44267,05913
58099,05914
66851,07340
55566,07133
52531,05370
47626,05154
41748,05166
47804,05114
47829,05114
54533,07232
66763,10044
46045,05119
50767,05315
54426,07231
53518,07131
66128,10041
50677,05315
45147,05113
42489,05158
45897,05513
51375,05316
54411,07231
59872,05958
67483,07337
76863,07337
65197,06414
35745,06532
67596,07331
65193,06414
67246,07332
67377,07337
55294,07339
78730,08325
67368,07334
67360,07334
33330,05754
33824,05754
68647,06431
35236,06534
35606,06532
67678,07335
56424,07143
67727,07333
79110,08311
49632,03453
56368,07141
79713,08337
67808,07333
79868,08315
67316,07332
55237,07331
65558,07141
79263,08316
79874,08315
65558,07141
76872,07334
59302,05570
42653,05122
56823,07135
53474,07131
53115,05314
56858,07135
56745,07131
45529,05954
42929,05378
44791,05911
42899,05120
56858,07140
55483,07134
26624,03452
59425,05978
79540,08336
57539,07132
56271,07143
49599,03459
49545,05566
56244,07143
57644,07143
67655,07312
67808,07333
67824,07133
48499,03454
26810,03457
48329,05558
66894,07340
44227,05913
55483,07140
94556,09272
16341,12060
12619,11000
94164,09275
16259,12064
03058,12071
15328,12064
02748,14626
41379,05166
52062,05334
41334,05166
54616,07232
54675,07232
47665,05170
54332,07235
53894,05366
47441,05170
66798,10044
54293,07211
46485,05170
50374,05362
49824,03456
47169,05112
47051,05112
50827,05315
53505,07131
46359,05554
66113,10041
51105,05315
45134,05113
42327,05124
54411,07235
49201,03459
26349,03461
77709,08317
76477,08216
67593,07331
67454,07332
57319,05970
55129,07315
79877,08315
78112,08326
76771,07334
27793,03458
78052,08326
76135,08212
76706,08215
79695,08336
65366,06439
57520,07132
79736,08337
77770,08317
65558,07141
55599,07331
65329,06439
67317,07332
65555,06533
67271,07332
48149,05515
26901,03454
48153,05515
49509,05566
79599,08336
49477,05566
67735,07335
67659,07312
56235,07143
67663,07312
57489,05966
56424,07143
55777,07134
45731,05562
56332,07137
56283,07137
66887,07336
51643,05374
51545,05374
55627,07133
26835,03457
67756,07336
67745,07336
66386,10045
48249,05558
44867,05911
55765,07134
44653,05916
48629,05566
42285,05124
55483,07140
06642,15084
82544,09173
80997,09162
82065,09184
96365,09476
06311,15087
39606,15090
95511,09472
81476,09162
91289,09472
80798,09162
95493,09472
95163,09479
95485,09472
85625,09175
95183,09475
93164,09375
91796,09577
90408,09564
96242,09473
96279,09473
99428,16071
39638,15081
86668,09185
82439,09173
85122,09176
96361,09476
95490,09472
88448,08426
73342,08117
30982,03241
30179,03241
73527,08136
97772,09672
97274,09679
97990,08128
37297,06636
88178,09776
74426,08127
31079,03254
22459,02000
20355,02000
20146,02000
97294,09679
24254,01058
22083,02000
24625,01058
22415,02000
89275,09775
88457,08426
24111,01002
22049,02000
73460,08136
29328,03351
31188,03254
22395,02000
97320,09675
97523,09678
89522,08135
91628,09571
97537,09678
24223,01057
73450,08136
38274,03158
91592,09571
89362,09774
37431,03159
89350,09774
21524,01053
21337,03355
38116,03101
97486,09674
91522,09561
99998,16064
38644,03153
61389,06434
35649,06532
68199,08222
76337,08215
27639,03352
27628,03352
76689,08215
68809,08226
76707,08215
64319,06432
69123,08221
27574,04012
72348,08417
60329,06412
33104,05774
25867,01054
78234,08335
69517,06431
64807,06432
64401,06432
75392,08115
25923,01054
25845,01054
28279,04011
28359,04011
25764,01051
21762,03352
61209,06440
74930,08125
63457,06435
64720,06437
78597,08327
28870,03361
71063,08115
71088,08115
31613,03256
63811,09671
25776,01051
25770,01051
70771,08116
71732,08118
74821,08225
71111,08115
34466,06633
31609,03256
63776,09671
25727,01051
74382,08125
70184,08111
88690,08435
72654,08116
31698,03257
25554,01061
71729,08118
73770,08116
24799,01059
97904,09676
24850,01059
37619,03255
39317,15086
18198,13072
93059,09362
07957,16076
06711,15084
95666,09377
83567,09183
83123,09187
14789,12069
04107,14713
08236,14523
04571,14729
14798,12069
08058,14524
08393,14524
94356,09278
83376,09189
04849,14730
08373,14524
94377,09278
04618,16077
84576,09171
09350,14524
84508,09171
83317,09172
09249,14522
93485,09372
84389,09277
09468,14521
83457,09172
09392,14521
17235,13071
14473,12054
94264,09276
13581,11000
17087,13071
10585,11000
10783,11000
10969,11000
17493,13075
10119,11000
91740,09571
23617,01055
99897,16067
86863,09772
91448,09575
23554,01003
29378,03151
99958,16064
96172,09572
91560,09571
29594,03360
86368,09772
38446,03103
38464,03154
86672,09772
86165,09761
86163,09761
38372,03154
86510,09771
29416,15081
24943,01001
25591,01061
24879,01059
30826,03241
37643,03255
88524,08426
97839,09677
25590,01058
74545,08127
74638,08126
89597,08425
25492,01056
85459,09177
85669,09177
92690,09374
95195,09479
93345,09273
06110,15002
95704,09377
06385,15082
92253,09371
84085,09273
84424,09177
06679,15084
93049,09362
84097,09273
07551,16052
83561,09187
18273,13072
92660,09374
18182,13072
92699,09374
83549,09187
93089,09375
83229,09187
93090,09375
08258,14523
06785,15091
06869,15091
93179,09375
83119,09189
06773,15091
93194,09372
18337,13073
84574,09183
04617,16077
92554,09376
08304,14521
04425,14730
84570,09183
84518,09171
83368,09189
93455,09372
83374,09189
84556,09171
94436,09279
18461,13073
94563,09271
18442,13073
83435,09172
09114,14511
04736,14522
18507,13073
84385,09277
14959,12072
09579,14521
18565,13073
14052,11000
13405,11000
13403,11000
10719,11000
10555,11000
12249,11000
17391,13075
10829,11000
12309,11000
07349,16073
96367,09476
07751,16074
07751,16053
95355,09477
95503,09472
19079,13076
81475,09162
39629,15090
29493,03354
39517,15083
85764,09184
80993,09162
95473,09472
81545,09162
91275,09371
80933,09162
23992,13074
82054,09184
06632,15088
95517,09472
07924,16075
39114,15003
85652,09175
18246,13072
07607,16074
93152,09375
59063,05915
79249,08315
79098,08311
65385,06439
79108,08311
49219,03459
59846,05958
65375,06439
56462,07143
79261,08316
67472,07332
76829,07313
59821,05958
79872,08337
49451,03460
76779,07334
77796,08317
67744,07133
56581,07138
56283,07137
58097,05914
51588,05374
66507,07340
59394,05558
66989,07340
58095,05914
56333,07137
57612,07132
41069,05116
47509,05154
54456,07235
54589,07233
54655,07232
47447,05170
46117,05119
46119,05119
40699,05158
53520,07233
46282,05562
45359,05113
51371,05316
50931,05315
54497,07231
51103,05315
45136,05113
66129,10041
45309,05113
67435,07332
77889,08317
65195,06414
65618,06533
55116,07315
76287,08215
55283,07339
67105,07338
65719,06436
76199,08212
76137,08212
55606,07133
44319,05913
58642,05962
57610,07132
48157,05515
79369,08316
67700,07335
57577,07132
79227,08315
67744,07133
56242,07143
79585,08336
79359,08316
55487,07140
53557,07138
44359,05913
44357,05913
55606,07133
56867,07135
53489,07131
56820,07135
99198,16071
90471,09564
85131,09176
19073,13076
90571,09574
07422,16073
82327,09188
29494,03354
06343,15087
82140,09179
19069,13074
96369,09477
83661,09173
88099,08435
30851,03241
88447,08426
74673,08126
31061,03254
36157,06631
22869,01056
97244,09679
97299,09679
97282,09677
88416,08426
73453,08136
73540,08136
20457,02000
74585,08127
21107,02000
88471,08426
20251,02000
97199,09679
21272,03353
20537,02000
24220,01058
22393,02000
87740,09778
24105,01002
21444,03353
91635,09571
89168,08135
24253,01057
29353,03351
29578,03360
89367,09774
21386,03355
24256,01057
21357,03355
91634,09571
21526,01053
23858,01062
29365,03151
38640,03153
23715,01055
91604,09571
38118,03101
32139,05758
26954,03461
68775,08226
78727,08325
78736,08325
35117,06534
72189,08325
33106,05774
72218,08235
35392,06531
78669,08325
27251,03251
35415,06531
60599,06412
34497,06635
75397,08235
72359,08417
75443,08236
71083,08115
35274,06534
64823,06432
72406,08417
63452,06435
72379,08417
63691,06440
63546,06435
25724,01051
63526,06435
64850,06432
63517,06435
72144,08416
25541,01051
74936,08125
72135,08416
31712,03257
74865,08225
21734,03359
71636,08118
74388,08125
25572,01061
70327,08111
74199,08125
27386,03357
27356,03357
88367,08437
34131,06611
34292,06633
36323,06535
72644,08116
88529,08415
73257,08116
25348,01061
72582,08415
21682,03359
86756,09779
21400,03355
19258,13076
38547,03151
86465,09772
98529,16054
89443,09773
99958,16067
29396,03151
91489,09575
38477,03151
90574,09573
38489,15081
38373,03154
38378,03154
38458,03154
96163,09471
96114,09471
96199,09471
86928,09181
38838,15085
82405,09190
23775,01055
86676,09185
88263,08436
25585,01058
88361,08436
36275,06632
21723,03359
24878,01059
21644,03359
71566,08119
30989,03241
21641,03359
36148,06631
15926,12061
18609,13073
12526,11000
16359,12060
94158,09272
17449,13075
01936,14625
17449,13075
01465,14612
17358,13075
15890,12067
02788,14626
02929,14626
82362,09190
90409,09564
90478,09564
82279,09181
39387,15083
85128,09176
39345,15083
85116,09176
85254,09174
85259,09174
85253,09174
99628,16068
96369,09476
06456,15087
06542,15087
29471,03354
82377,09190
85113,09176
07338,16073
82069,09184
19055,13004
85107,09186
85053,09161
91224,09574
85092,09176
06279,15088
92268,09371
85129,09176
80802,09162
81927,09162
93155,09375
39291,15086
07926,16075
83629,09182
18249,13072
07629,16074
07613,16074
54597,07232
54646,07232
52353,05358
46519,05170
41516,05162
47800,05114
40668,05162
54295,07211
50226,05362
46348,05554
40479,05111
40477,05111
66359,10044
40235,05111
40597,05111
50939,05315
54538,07231
46238,05512
50667,05315
54424,07231
56826,07135
54413,07235
53501,07131
42549,05158
56864,07135
45768,05562
79115,08311
56355,07141
67813,07333
79664,08337
49504,05566
57520,07132
77652,08317
79737,08337
77791,08317
65307,06439
79215,08316
79297,08316
56479,07143
76833,07337
76835,07337
49413,03460
58553,05962
56564,07138
58095,05914
55618,07133
44328,05913
79415,08336
58119,05914
55499,07140
59368,05978
57638,07132
48369,05566
67433,07316
76865,07337
76768,07334
76770,07334
26209,03458
67256,07332
67586,07339
57334,05970
76761,07334
35713,06532
55299,07339
65239,06436
59558,05974
67069,07314
76332,08235
24805,01058
36287,06632
71560,08119
73669,08116
21720,03359
73035,08117
97277,09679
24357,01058
30855,03241
45289,05113
66583,10043
53227,05314
42109,05124
44652,05916
66440,10045
26721,03402
66539,10043
45663,05562
66450,10045
56865,07135
44805,05911
56290,07135
66909,07336
35719,06534
78050,08326
78737,08325
59955,05958
65931,06412
68753,08215
35625,06532
32130,05758
68549,08226
61449,06434
27476,03352
33758,05754
64404,06432
76694,08215
76669,08215
32584,05758
75172,08231
35396,06531
27755,03401
32832,05766
21776,03352
69251,08226
33189,05766
78586,08327
64689,06431
74931,08226
35287,06534
71155,08115
25853,01054
63762,09671
25860,01054
34632,06634
63584,06435
88662,08435
63939,09676
25873,01054
63739,09661
63688,06440
34628,06634
74376,08118
63589,06435
70176,08111
21755,03352
72762,08415
70629,08111
63849,09676
74076,08121
34308,06633
88699,08435
72766,08415
70374,08111
71686,08118
21737,03359
31558,03257
27308,03361
74232,08125
24896,01054
34317,06633
71717,08125
72664,08116
27336,03358
71409,08119
21702,03359
88348,08426
88376,08436
31637,03256
36367,06535
88374,08436
95683,09377
83080,09187
16866,12068
08523,14523
92670,09374
83139,09187
84166,09274
06842,15001
95652,09377
83093,09187
06803,15082
06808,15082
17214,13071
08459,14524
04277,14713
95698,09377
08262,14523
94345,09278
93491,09372
08328,14521
84160,09279
08309,14521
08396,14524
17192,13071
04808,14729
16833,12068
84553,09171
94522,09279
93486,09372
94559,09278
08344,14521
16827,12068
93479,09372
84387,09277
14469,12054
09430,14521
09518,14521
18569,13073
13587,11000
16761,12065
01623,14627
01589,14627
09633,14522
94104,09275
74538,08127
37217,06636
30169,03241
89180,08425
97786,09672
24576,01060
30916,03241
22609,02000
24366,01058
97792,09672
74426,08127
22769,02000
31141,03254
97243,09679
24109,01058
22851,01060
24625,01057
73489,08136
36460,16063
21442,03353
89518,08135
22117,02000
89293,09775
97654,09673
31246,03157
24146,01002
37197,03159
97456,09678
97532,09678
89312,09774
87761,09778
29364,03351
87784,09778
23813,01060
86489,09774
97529,09678
36448,16063
22929,01062
99848,16063
23847,01062
73467,08136
89349,09774
24321,01057
87647,09777
23820,01060
21379,03355
99891,16067
87663,09777
87651,09777
23911,01053
91315,09572
38899,15085
86857,09181
96179,09471
86157,09761
86937,09181
99092,16051
86154,09761
96250,09478
96050,09461
86704,09779
98746,16072
99097,16051
99610,16068
79258,08315
67752,07336
58511,05962
55422,07339
55442,07133
79353,08316
67759,07333
10367,11000
18546,13073
94143,09272
01773,14628
01778,14628
17449,13075
03222,12066
15326,12064
15518,12067
02799,14626
02957,14626
02796,14626
85139,09176
85238,09174
91287,09472
95346,09477
39615,15090
07751,16053
95364,09477
80796,09162
95460,09472
83714,09182
85646,09175
06667,15084
92271,09371
07919,16075
92272,09371
06259,15088
95697,09479
07557,16076
06237,15088
93051,09362
84032,09261
95688,09377
83544,09187
93197,09375
18196,13072
07580,16076
92548,09376
06844,15001
14712,12063
08648,14523
04159,14713
16909,12068
83530,09189
08209,14523
14774,12051
04349,14713
84549,09189
94431,09279
93482,09372
93449,09372
08301,14521
14929,12069
83417,09189
09232,14522
93444,09372
09439,14521
09557,14522
18519,13073
01591,14627
17039,13071
14199,11000
94538,09275
13437,11000
17506,13075
12109,11000
04932,12062
01723,14628
10407,11000
01737,14628
16321,12060
13055,11000
10315,11000
01738,14628
15755,12061
17099,13071
12629,11000
15741,12061
17440,13075
17367,13075
02633,14625
90411,09564
99102,16071
85235,09174
82396,09190
82290,09179
82229,09188
29497,03354
82494,09180
19288,13076
19309,12070
86706,09185
83671,09173
96358,09476
52072,05334
41751,05166
41061,05116
47475,05170
52351,05358
54664,07232
46535,05170
46514,05170
46325,05554
53520,07131
40223,05111
50765,05315
53913,05382
49846,03456
53506,07131
50670,05315
45143,05113
54539,07231
45968,05562
66589,10043
53121,05314
66887,07336
51647,05374
66851,07335
26847,03457
67686,07335
56858,07140
42499,05374
42477,05374
58452,05954
53567,07138
26789,03457
55471,07140
45884,05513
48624,05554
44649,05916
26548,03452
49779,03454
42281,05124
26831,03457
44629,05916
53498,07131
67165,07338
27777,03458
27239,03251
27243,03458
72285,08237
68309,08222
64331,06432
61348,06434
75203,08236
35083,06534
35435,06531
35096,06534
64367,06432
33178,05774
27755,03401
60311,06412
35394,06531
69509,06431
31603,03256
35099,06635
35043,06534
78244,08335
32602,05758
33165,05774
63075,06413
71149,08115
28277,04011
69239,06431
35282,06534
27726,03356
71296,08236
21763,03352
72459,08417
72411,08416
71254,08118
71229,08115
21769,03352
72131,08416
63697,06440
63868,09676
31655,03257
74394,08118
74257,08125
31812,03252
31623,03256
31638,03256
31515,03241
97903,09676
63628,06435
74245,08125
24976,01059
71579,08119
24939,01001
97782,09677
30167,03241
