PLZ,AGS
25563,01061
88279,08436
25497,01056
89155,08425
73577,08136
73550,08136
89610,08425
25462,01056
97289,09677
74541,08127
89079,08421
89558,08117
24376,01059
22763,02000
31303,03241
31134,03254
97236,09679
22335,02000
88489,08426
22297,02000
89182,08425
22299,02000
21385,03355
73479,08136
22047,02000
89278,09775
37520,03159
37115,03159
97247,09679
29361,03351
21509,01062
24222,01057
21449,03355
24326,01060
24326,01057
21444,03353
24217,01057
21529,01053
29582,03360
23845,01062
87733,09778
86757,09779
38122,03101
23623,01055
38533,03151
38531,03151
38108,03101
97514,09674
91629,09571
38324,03158
38553,03151
91487,09572
87640,09777
96138,09471
98544,16066
23689,01055
87669,09777
98527,16054
99768,16062
90613,09573
98711,16054
86462,09772
86698,09779
86692,09779
86934,09181
38364,03154
86684,09779
98694,16070
82497,09180
99326,16070
82487,09180
29451,03354
57518,07132
26188,03451
57562,07132
49681,03453
77767,08317
49661,03453
76829,07337
49196,03459
76744,07334
67152,07332
33442,05754
79777,08337
72250,08237
25997,01054
26937,03461
76726,07334
65428,06433
67067,07314
33330,05754
78733,08325
36110,06535
36272,06632
24791,01058
37586,03155
24857,01059
89601,08425
73033,08117
34329,06633
73553,08119
25548,01061
36039,06631
57614,07138
59174,05978
67742,07336
57539,07132
56337,07141
51597,05374
58638,05962
56130,07141
55413,07339
59199,05978
56379,07141
56424,07143
55425,07339
26655,03451
94116,09275
01640,14627
94151,09272
94107,09275
01734,14628
17337,12073
17335,13075
17309,13075
15345,12064
17459,13075
01477,14625
33428,05754
78148,08326
55257,07339
76530,08211
26125,03403
25946,01054
76187,08212
72275,08237
78126,08326
78089,08326
67346,07318
76661,08215
79677,08336
77731,08317
79211,08316
67691,07335
79106,08311
27498,01056
67468,07332
55218,07339
67273,07332
48361,05570
01917,14625
17329,13075
03048,12052
15236,12067
03052,12052
02829,14626
02826,14626
85305,09186
82166,09184
06268,15088
19063,13004
39171,15083
99518,16071
06317,15087
81539,09162
80939,09162
85354,09178
92265,09371
06618,15084
93309,09273
92277,09371
39114,15003
92366,09373
85586,09175
85560,09175
95163,09479
56858,07135
59348,05558
48366,05566
56290,07137
66901,07336
48485,05566
56299,07137
58454,05954
66903,07336
55606,07133
45279,05113
49835,03456
45886,05513
56856,07135
42853,05120
42283,05124
53604,05382
66885,07336
48308,05558
44135,05913
79588,08336
55569,07133
90562,09572
29462,03354
99098,16051
96167,09471
90475,09564
96224,09478
90592,09574
98743,16073
96355,09476
82439,09180
82131,09188
86564,09185
82541,09173
84101,09274
06217,15088
16949,12070
95632,09479
06108,15002
84095,09274
92708,09374
39539,15090
07973,16076
84432,09177
07980,16076
92536,09376
04420,14729
18292,13072
93087,09375
93101,09375
04109,14713
94348,09278
84163,09279
94344,09278
08371,14524
04567,14729
93464,09372
04651,14729
83313,09189
04828,14729
04687,14729
84333,09277
14669,12063
94267,09276
06925,15091
83410,09172
83471,09172
16775,12065
94557,09271
04758,14730
14467,12054
18569,13073
14055,11000
17034,13071
10777,11000
13407,11000
13159,11000
10435,11000
18551,13073
35614,06532
68307,08222
26919,03461
68169,08222
65835,06436
35510,06440
32339,05770
33609,05711
72172,08325
64673,06431
32278,05758
69221,08226
75180,08231
28197,04011
35390,06531
60322,06412
64646,06431
69242,08226
28259,04011
75248,08236
72355,08417
28857,03251
75382,08235
69245,08226
69259,08226
64407,06437
32425,05770
35288,06534
63667,06440
25856,01054
75050,08125
31592,03256
63543,06435
74912,08125
72076,08416
34471,06635
63853,09676
74078,08121
63785,09676
88639,08437
74206,08125
74348,08125
72827,08415
25712,01051
74172,08125
74074,08121
31553,03257
70372,08111
74743,08225
72663,08116
25584,01061
63936,09676
72660,08116
24799,01059
21522,03355
38100,03101
99894,16067
87660,09777
86877,09772
98646,16069
89434,09773
38875,15085
38442,03103
96176,09674
23758,01055
29571,03360
23923,13074
86984,09190
86663,09779
91350,09572
98694,16070
99189,16068
86940,09181
91341,09572
82389,09190
82401,09190
96146,09471
23779,01055
23936,13074
90427,09564
29487,03354
23769,01055
99084,16051
99086,16051
79576,08336
66969,07340
56112,07141
26849,03457
48165,05515
56077,07111
79595,08336
59427,05978
55590,07133
79410,08315
56204,07143
56242,07143
79692,08336
58802,05962
79279,08316
73114,08117
24616,01060
30880,03241
37284,06636
89134,08425
73340,08425
24351,01058
88480,08426
37176,03155
21075,02000
24558,01060
89174,08425
89171,08425
89551,08135
87547,09780
23826,01060
24118,01002
91616,09571
21465,01062
38685,03153
91593,09575
89441,09773
97511,09678
89355,09774
52068,05334
52080,05334
54611,07233
47807,05114
47798,05114
40667,05162
41460,05162
53902,05366
46354,05554
49849,03456
40217,05111
40212,05111
50935,05315
53359,05382
46240,05512
45964,05562
66111,10041
51381,05316
56841,07231
74214,08126
24873,01059
25578,01061
37640,03255
25335,01056
37620,03255
89611,08425
73110,08117
25491,01056
89150,08425
89604,08425
36088,06631
73098,08117
95488,09472
19300,13076
81241,09162
39326,15083
95131,09475
19089,13076
95444,09462
81547,09162
81549,09162
06628,15084
83607,09182
85774,09184
81739,09162
92655,09374
83707,09182
06249,15088
93176,09375
92284,09371
85604,09175
39596,15090
95505,09377
92263,09371
39261,15082
07549,16052
08525,14523
92706,09374
84186,09274
18146,13003
93149,09376
83122,09187
93073,09375
84144,09274
08499,14523
08223,14523
84100,09274
95671,09377
84183,09279
04600,16077
94369,09278
94339,09278
83342,09189
83339,09189
93489,09372
17139,13071
94360,09278
08280,14521
94569,09271
83451,09172
09119,14511
94554,09271
09477,14521
14943,12072
13591,11000
94252,09276
01683,14627
13629,11000
10709,11000
10629,11000
09629,14522
13435,11000
17493,13075
10999,11000
61250,06434
76228,08212
76229,08212
33613,05711
64653,06431
60549,06412
28816,03251
35112,06534
75399,08235
35066,06635
72184,08237
75249,08236
25882,01054
78259,08335
69483,06431
78585,08327
74933,08226
35325,06535
78343,08335
74389,08125
25693,01051
88605,08437
21730,03359
72147,08416
31619,03256
64754,08226
72127,08416
31708,03257
31693,03257
72141,08415
25878,01054
34599,06634
25767,01051
70619,08111
74360,08125
21712,03359
74861,08125
88709,08435
63599,06435
25594,01061
73732,08116
72669,08116
88677,08435
24799,01058
71384,08119
71404,08119
37697,03255
24848,01059
88348,08437
09544,14522
10245,11000
10318,11000
18586,13073
01471,14627
17440,13075
15345,12064
17379,13075
01109,14612
16230,12060
01239,14612
01309,14612
01257,14612
17449,13075
01993,12066
01816,14628
17440,13075
17373,13075
01824,14628
03096,12071
03119,12071
02699,14625
16307,12073
03050,12052
02747,14626
55483,07134
57635,07132
44263,05913
49774,03454
66919,07340
58540,05962
56348,07141
79295,08315
67718,07340
57629,07132
77975,08317
79232,08315
59065,05915
57482,05966
51469,05378
48465,03456
42111,05124
66540,10043
42119,05124
26907,03454
53639,05382
42287,05124
56821,07135
53579,07138
58256,05954
55756,07134
96465,09473
90455,09564
82266,09188
82281,09179
07427,16073
06463,15085
06449,15089
88289,08436
31073,03255
30451,03241
97237,09679
30177,03241
24360,01058
97261,09679
22525,02000
73486,08136
97222,09679
97285,09679
89185,08425
97078,09663
99837,16063
97076,09663
22844,01060
89183,08425
97230,09679
89269,09775
97729,09672
21388,03355
91587,09571
89284,09775
37339,16061
97320,09675
97346,09675
97640,09673
38678,03153
87755,09778
97447,09678
22965,01062
87776,09778
97488,09678
97503,09674
91598,09571
87769,09778
29393,03151
22946,01053
21483,01053
91572,09571
97528,09673
98553,16069
87656,09777
96193,09572
23562,01003
86709,09779
23683,01055
96120,09471
96135,09471
96103,09471
90587,09573
96274,09473
86978,09190
82467,09180
86153,09761
38154,03154
23942,13074
38379,03154
90547,09573
86438,09771
86935,09181
99195,16068
82297,09771
86922,09181
54597,07233
41749,05166
41065,05116
41363,05162
54298,07235
47802,05114
54585,07233
47809,05114
54343,07235
54341,07235
47057,05112
46049,05119
54524,07231
45473,05117
50735,05315
45355,05113
42697,05122
54472,07231
51061,05315
66125,10041
48527,03456
53508,07131
26736,03452
51109,05315
34246,06633
88379,08436
24944,01001
24975,01059
74535,08127
25335,01061
25593,01061
34355,03159
97737,09677
97944,08128
74420,08127
37216,06636
57258,05970
26486,03455
55411,07339
55411,07339
79350,08316
67814,07333
55459,07339
76855,07337
77836,08216
57299,05970
67297,07333
65623,07141
65345,06439
26386,03405
65552,06533
55291,07331
79871,08315
35686,06532
72270,08237
67574,07331
65529,06439
78089,08326
67240,07338
76351,08215
76133,08212
06124,15002
93188,09375
92421,09376
95679,09377
07548,16052
83059,09187
83024,09163
95701,09377
07980,16076
92721,09374
08491,14523
06868,15091
04209,14713
83559,09183
93109,09375
04356,14713
04357,14713
06901,15091
92726,09374
94330,09278
83365,09189
94350,09278
93494,09372
17248,13071
94353,09278
08294,14521
93466,09372
84329,09277
94424,09277
14542,12069
16766,12065
94439,09277
14476,12054
09427,14521
04720,14522
04895,12062
09575,14522
13503,11000
94529,09275
10559,11000
09627,14522
10179,11000
88045,08435
97848,09677
25575,01058
97839,09677
34266,06633
88371,08436
74238,08126
97788,09677
30419,03241
88255,08436
24782,01058
15749,12061
12487,11000
15757,12061
01127,14612
94139,09275
03205,12066
15377,12064
01909,14625
02736,14626
26842,03457
66978,07340
67757,07336
67827,07133
26474,03462
67715,07340
56244,07143
57587,07132
76848,07340
58706,05962
57629,07132
77971,08317
67811,07333
26441,03455
56355,07141
76848,07340
76855,07337
26419,03455
79115,08311
77866,08317
57578,07132
67295,07333
67294,07333
77871,08317
67816,07333
67482,07337
67468,07332
49456,03460
65620,06533
51147,05315
45307,05113
56861,07231
66578,10043
42115,05124
56850,07140
49808,03454
44807,05911
44799,05911
48493,05566
66916,07336
44799,05911
53545,07138
58300,05954
26553,03452
53562,07138
53783,05382
55608,07133
56283,07140
67744,07333
48432,05566
79424,08315
06128,15002
95182,09475
84056,09274
83098,09187
06712,15084
84032,09274
08548,14523
07551,16052
92533,09376
84036,09274
83569,09187
95691,09479
04523,14729
95692,09377
06792,15082
92727,09374
92723,09374
93102,09375
83546,09183
14727,12063
04575,14729
92445,09376
08228,14523
08062,14524
18317,13073
06772,15091
83278,09189
94347,09278
94357,09278
83379,09189
09366,14521
17154,13071
93477,09372
04862,14730
84533,09171
94244,09276
14554,12069
14109,11000
94227,09276
14053,11000
94548,09272
14979,12072
12209,11000
13351,11000
88281,08436
73107,08117
24864,01059
24888,01059
24802,01058
29308,03351
73312,08117
97789,09672
36160,06631
97795,09672
25485,01056
25469,01056
24364,01058
24568,01060
97080,09663
36419,16063
74424,08127
36284,06632
97070,09663
89197,08425
31162,03254
73494,08136
97656,09673
21220,03353
24220,01057
21376,03353
88451,08426
31311,03241
29221,03351
22119,02000
89281,09775
87764,09778
89542,08135
73492,08136
24635,01060
24245,01057
24610,01060
87773,09778
87734,09778
87785,09778
91550,09571
97638,09673
91555,09571
97508,09678
29351,03351
38704,03153
89446,09773
22958,01053
29553,03360
99947,16064
22956,01062
99880,16067
89407,09773
87775,09778
38551,03151
98530,16054
98530,16069
35644,06532
33647,05711
33739,05711
72175,08325
35075,06534
78083,08326
72296,08237
68799,08226
35428,06531
78628,08325
64295,06411
60439,06412
72221,08235
69214,08226
78591,08327
72229,08235
60314,06412
64668,06431
78582,08327
64859,06432
28199,04011
28844,03251
78589,08327
63073,06413
78224,08335
74915,08226
78600,08327
64757,06431
34414,05762
78345,08335
74906,08125
63533,06438
78351,08335
74372,08118
69439,08225
74392,08118
70569,08111
74391,08118
78354,08435
31628,03256
35327,06535
63897,09676
34434,05762
71634,08118
72631,08116
74379,08118
71691,08118
63826,09671
71642,08118
72658,08116
24803,01059
63875,09671
27356,03357
71334,08119
88356,08437
24887,01059
73773,08116
34128,06611
37691,03255
97900,08128
06268,15088
85244,09174
85256,09174
81247,09162
06295,15087
07387,16075
80639,09162
39446,15089
81371,09162
95358,09477
85301,09186
80803,09162
85376,09178
39108,15003
81925,09162
92278,09371
85540,09184
06179,15088
85452,09177
95514,09374
19322,12070
92724,09374
95506,09377
19372,13076
93359,09273
06536,15087
39343,15083
91365,09474
19071,13074
06458,15085
96332,09476
06464,15089
95491,09472
87648,09777
97496,09674
24327,01057
38322,03158
86879,09778
96166,09674
23899,01053
96145,09473
19273,13076
98669,16069
96182,09471
99338,16070
86682,09779
98666,16069
91174,09576
38895,15085
86981,09181
86929,09181
96486,09473
90762,09563
99087,16051
90451,09564
34323,06634
27374,03357
34302,06634
74629,08126
25379,01061
24960,01059
24999,01059
73066,08117
34253,06633
88276,08436
88214,08436
21723,03359
72589,08425
24594,01058
89617,08425
24894,01059
73105,08117
30455,03241
30453,03241
94133,09272
94124,09275
12524,11000
17438,13075
01157,14612
15569,12067
01069,14612
15378,12064
15526,12067
17322,13075
03054,12052
02689,14625
02827,14626
47574,05154
52499,05334
54608,07232
47669,05154
41747,05166
54310,07235
53925,05366
54578,07233
47179,05112
41470,05162
53881,05366
66333,10041
47166,05112
40547,05111
49843,03456
40237,05111
40593,05111
53332,05382
45356,05113
56729,07233
51379,05316
42799,05378
66287,10041
45130,05113
45128,05113
51069,05315
26180,03451
78136,08326
67169,07332
59609,05974
26969,03461
65183,06414
65185,06414
76448,08216
67587,07339
78199,08326
72250,08317
49448,03251
59555,05974
35688,06532
78166,08326
67373,07338
68623,06431
64589,06433
66996,07340
76887,07337
79364,08316
55424,07339
79106,08311
79117,08311
77656,08317
79674,08336
49076,03404
76835,07337
56472,07143
57072,05970
77654,08317
67305,07333
77797,08317
67377,07337
49124,03459
79730,08337
79859,08315
56316,07138
58762,05962
59425,05978
79541,08336
56132,07141
56346,07141
48167,05515
48324,05570
79356,08315
59075,05915
26169,03453
67806,07333
56410,07143
67724,07333
79292,08315
67822,07333
79114,08311
44866,05911
66640,10046
51429,05378
56653,07131
44625,05916
44789,05911
26892,03454
44579,05562
48356,05566
44137,05913
48480,03454
24893,01059
25355,01056
30171,03241
30659,03241
89160,08421
29303,03351
24363,01058
73111,08117
36217,06632
25474,01056
29646,03358
88171,09776
89081,09775
36214,06632
73560,08136
36115,06631
73579,08136
36266,06632
74592,08127
88477,08426
22765,02000
21109,02000
88317,08436
31174,03254
88450,08426
24643,01060
97650,09673
73431,08136
29336,03351
21435,03353
22179,02000
22397,02000
97258,09575
97490,09678
89542,08135
97714,09672
97702,09672
91631,09571
74594,08127
87474,09780
87509,09780
31228,03157
91610,09571
91620,09571
97618,09673
97355,09675
87749,09778
22962,01062
21409,03355
38259,03102
86491,09774
87496,09777
87466,09780
21406,03355
23821,01060
23815,01060
86470,09774
99755,16062
29576,03360
91726,09571
91099,09474
82293,09179
06526,15087
91077,09474
90530,09576
86633,09185
91338,09474
91347,09472
82395,09190
86576,09771
39638,15083
85114,09176
82387,09190
82349,09188
92360,09373
19059,13004
39448,15089
85120,09176
19086,13076
18230,13072
92358,09373
85088,09186
39122,15003
85395,09178
85635,09184
85622,09175
39288,15086
07922,16075
84106,09273
85570,09175
68649,06431
32289,05758
61476,06434
64572,06433
68219,08222
65824,06436
35444,06531
75217,08236
75394,08235
76698,08215
59964,05958
60327,06412
28759,04011
75177,08231
27472,03352
25899,01054
69117,08221
69118,08221
71131,08115
25869,01054
72181,08416
72336,08417
75417,08236
64385,06437
25761,01051
72414,08417
71154,08115
28327,04011
71139,08115
78315,08335
71735,08118
64739,06437
63538,06435
74336,08125
25776,01051
71706,08118
74357,08118
70825,08118
24994,01059
78467,08335
63864,09671
63906,09676
21726,03359
27449,03359
73730,08116
36399,06535
63879,09671
63860,09671
88499,08425
71576,08119
37649,03255
36396,06435
88518,08437
24872,01059
34385,06633
97840,09671
87616,09777
91456,09575
87600,09762
38879,15085
87629,09777
86750,09779
91732,09571
38855,15085
91466,09575
91735,09577
86420,09772
38444,03103
86653,09779
86675,09779
91074,09572
19246,13076
99192,16067
99707,16065
39646,15081
91058,09562
52538,05370
47623,05154
47625,05154
53940,05366
52445,05358
52385,05358
54453,07235
47445,05170
40670,05162
54526,07231
47059,05112
47119,05112
66787,10044
40225,05111
66773,10044
41541,05162
54516,07231
26571,03452
66292,10041
56767,07233
45133,05113
45144,05113
50678,05315
66625,10046
49767,03454
56759,07135
55124,07315
59556,05974
35792,06533
76596,08216
35796,06533
35716,06532
55130,07315
65462,06433
67549,07319
35630,06532
49328,03459
67575,07331
33649,05711
72297,08237
78739,08325
82549,09173
96346,09476
80995,09162
19306,13076
07751,16053
80935,09162
07749,16053
81671,09162
83624,09182
81829,09162
95180,09475
92224,09361
93346,09273
95505,09377
06242,15088
39264,15086
95126,09475
95709,09479
93183,09375
93182,09375
82490,09180
90469,09564
90491,09564
82211,09188
99198,16068
23946,13074
82296,09179
07318,16073
19294,13076
99444,16071
90559,09574
99636,16068
91278,09472
25365,01056
89619,08425
36100,06631
88441,08426
30853,03241
97295,09679
73525,08136
97999,08128
97271,09679
97276,09679
89173,08425
88487,08426
31084,03254
37249,06636
24242,01058
22457,02000
21271,03353
24407,01059
31191,03254
22848,01060
20255,02000
20357,02000
97688,09672
24629,01060
20149,02000
29223,03351
31249,03157
97239,09679
21037,02000
24637,01057
36457,16063
37539,03159
24601,01057
38729,03153
87527,09780
21029,02000
89564,08135
21465,01053
91626,09571
87724,09778
22955,01062
97531,09674
73497,08136
97513,09678
38112,03101
91619,09575
86720,09779
98547,16066
21527,01053
29559,03360
97461,09674
38110,03101
38559,03151
29585,03360
86424,09772
83735,09182
93356,09273
06112,15002
39524,15090
93053,09362
93083,09375
95659,09479
18299,13072
95706,09479
04158,14713
04105,14713
04564,14729
83254,09187
14778,12069
04315,14713
92559,09376
84326,09277
08324,14521
08349,14521
09394,14521
84524,09171
84571,09171
84335,09277
94379,09278
09236,14522
14478,12054
14532,12069
14129,11000
94579,09272
94261,09276
16540,12065
15936,12072
15837,12072
13353,11000
10787,11000
10557,11000
03253,12062
17349,13071
12101,11000
94568,09272
10437,11000
10405,11000
12305,11000
17099,13071
33129,05774
65830,06436
35580,06532
27499,02000
78073,08326
27568,04011
27568,04012
32609,05770
28755,04011
27211,03251
69254,08226
75365,08235
64380,06432
72108,08416
72367,08417
72358,08417
75397,08235
63110,06438
28211,04011
78267,08335
78253,08335
35305,06531
72415,08417
78580,08327
27442,03357
28832,03361
35260,06534
32839,05762
33039,05762
70499,08111
74354,08118
70435,08111
63924,09676
25791,01051
21709,03359
72511,08437
71672,08118
36318,06535
36358,06535
25725,01058
88515,08426
71720,08118
72813,08415
71563,08118
63871,09671
24941,01001
31789,03252
34130,06611
37194,03155
86874,09778
87637,09777
99735,16062
96126,09674
86842,09778
96185,09471
86514,09772
21368,03355
38557,03151
86830,09772
91805,09577
96476,09473
91469,09575
96169,09471
86356,09772
86707,09772
91801,09577
38465,03151
29490,03354
38376,03154
86444,09771
96175,09471
86161,09761
29481,03354
38459,03154
91186,09576
73663,08119
34593,06634
97816,09677
25371,01056
88284,08436
25368,01061
88212,08436
97785,09677
30952,03241
73547,08136
37235,06636
12351,11000
10247,11000
01774,14628
12527,11000
15732,12061
01738,14628
17398,13075
01127,14612
01219,14612
01277,14612
01968,12066
15517,12067
15374,12064
02977,14625
02733,14625
15230,12053
02957,14626
02956,14626
02797,14626
54673,07232
52222,05334
54669,07232
54450,07235
53909,05366
53945,05366
66701,10042
47229,05112
49847,03456
41469,05162
46537,05170
41540,05162
66806,10044
40880,05158
46149,05119
54533,07232
40789,05158
50937,05315
50997,05315
40724,05158
50668,05315
45141,05113
45327,05113
66649,10046
58513,05962
79426,08315
77977,08317
58708,05962
77966,08317
57629,07143
48351,05570
56379,07141
57462,05966
79669,08336
79348,08316
49594,03459
67725,07333
26160,03451
59510,05974
57290,05970
55288,07331
57250,05970
56477,07143
26871,03454
56290,07140
56567,07138
55483,07134
66497,07340
48341,05566
66501,07340
67273,07332
78120,08326
67251,07332
26133,03403
76467,08216
67136,07338
49152,03459
33397,05754
55278,07339
76149,08212
79879,08337
45277,05113
53127,05314
45770,05562
45888,05513
53757,05382
45659,05562
44795,05911
56814,07135
56867,07135
55469,07140
56579,07138
26629,03452
48163,05515
44309,05913
59387,05558
67753,07336
95145,09475
08538,14523
92700,09374
19386,13076
93352,09273
18109,13003
95199,09479
07980,16076
84061,09274
08529,14523
93096,09375
93093,09375
08645,14523
08428,14524
04617,16077
92648,09374
93104,09375
08496,14523
84152,09279
83224,09189
84562,09183
18375,13073
08134,14524
84577,09171
09356,14524
94372,09278
84552,09277
94366,09278
04889,14730
84378,09277
83416,09172
04746,14522
14621,12063
09488,14521
14471,12054
94255,09276
93462,09372
94166,09277
04749,14522
17089,13071
17033,13071
13597,11000
09600,14522
94072,09275
14165,11000
13507,11000
94036,09262
09634,14522
17489,13075
01665,14627
10961,11000
12305,11000
13187,11000
10249,11000
94160,09272
91238,09574
06647,15084
92339,09176
06528,15087
82061,09184
82049,09184
81379,09162
07366,16075
95356,09477
93349,09176
95502,09477
06636,15084
95509,09477
19372,13076
83666,09182
85649,09184
83627,09182
92265,09371
19348,12070
95519,09374
18236,13072
95485,09472
06193,15088
07927,16075
06255,15088
93326,09273
07639,16074
85570,09177
07586,16076
83052,09187
12459,11000
17291,12073
15711,12061
17337,13075
01217,14612
01458,14625
17438,13075
17449,13075
15864,12067
17326,12073
02943,14626
02742,14626
55494,07140
79395,08315
67748,07336
56338,07141
79346,08316
79112,08311
67699,07335
59067,05915
79244,08315
77955,08317
79364,08316
79276,08316
52159,05334
41179,05116
41069,05116
66706,10042
41747,05166
47661,05154
54441,07235
50181,05362
46487,05170
54456,07235
52391,05358
50170,05362
41569,05162
54290,07211
48691,05554
47053,05112
66809,10044
54534,07231
50859,05315
50858,05315
40595,05111
46284,05562
50969,05315
50674,05315
54422,07134
42699,05122
66121,10041
56746,07131
53343,05382
51688,05374
53809,05382
56588,07138
58089,05914
66892,07335
26607,03452
53842,05382
42117,05124
56850,07135
55768,07134
42369,05124
55767,07134
45657,05562
45739,05562
42289,05124
44787,05911
53619,07138
44623,05916
58089,05914
49770,03454
90439,09564
39359,15083
86919,09181
82449,09180
90403,09564
82407,09190
90482,09564
96515,16072
38828,15085
90473,09564
90411,09564
96524,16072
90542,09572
86571,09185
86561,09185
85117,09176
91286,09474
67067,07314
27499,02000
79802,08337
64579,06433
27572,04012
25849,01054
34508,06635
68526,08226
78609,08326
69502,08226
69190,08226
63329,06438
27751,03401
75228,08236
64287,06411
78549,08327
60306,06412
32105,05766
21765,03352
69518,06431
69434,08226
75057,08215
28209,04011
71134,08115
75395,08235
72149,08416
27432,03357
25813,01054
88637,08327
74363,08125
69429,08225
70839,08118
63814,09671
27446,03357
74226,08125
31707,03257
71144,08115
25876,01054
34311,06633
72667,08116
63933,09676
72762,08415
31702,03257
72800,08415
72585,08415
63872,09671
63846,09671
72661,08415
34281,06634
72581,08415
31789,03252
24863,01059
71570,08119
73107,08117
97834,09677
21647,03353
36282,06632
24613,01058
24790,01058
97769,09672
97780,09677
89605,08425
97776,09677
24796,01058
24632,01060
21256,03353
74572,08127
36169,06631
97450,09677
22457,02000
20257,02000
29352,03351
20539,02000
22303,02000
97659,09673
22889,01062
87561,09780
73463,08136
91608,09571
73441,08136
21358,03355
97348,09675
91596,09571
21481,01053
29525,03360
87648,09777
23714,01055
86473,09774
29399,03151
38835,15085
29591,03360
23611,01055
87672,09777
23564,01003
38154,03154
86199,09761
86836,09772
86944,09181
90513,09573
82401,09190
82488,09180
98746,16073
99091,16051
99631,16068
39356,15083
06493,15085
07426,16073
90429,09564
99096,16051
67280,07332
77886,08317
77728,08317
49214,03459
57339,05970
78098,08326
76767,07334
67361,07334
76461,08216
33449,05754
67125,07338
32351,05770
25996,01054
67376,07338
79780,08337
25999,01054
67547,07319
76185,08212
65439,06436
64560,06433
67063,07314
77948,08317
56414,07143
55597,07331
79252,08315
26452,03455
67489,07337
57076,05970
76829,07313
65399,06439
49086,03404
36381,06435
72587,08415
73614,08119
25358,01061
73275,08116
21640,03359
73660,08119
73655,08119
73099,08117
37633,03255
29699,03358
24891,01059
21255,03353
24808,01058
24405,01059
30457,03241
89143,08425
88138,09776
97947,08128
73529,08117
88267,08436
21244,03353
24589,01058
74549,08127
30627,03241
21224,03353
36289,06632
73575,08136
74532,08127
89081,08421
24536,01057
37269,06636
20253,02000
97993,08128
22850,01060
29225,03351
88319,08436
89186,08425
24620,01057
36452,16063
38723,03153
37299,06636
87700,09764
24114,01002
87737,09778
73466,08136
87787,09778
29364,03351
29362,03351
97638,09673
23827,01060
29574,03360
91471,09575
91483,09575
73469,08136
97539,09674
86739,09779
87782,09778
86748,09779
21380,03355
96181,09674
38644,03153
23719,01060
59590,05974
68794,08215
35578,06532
35116,06635
33659,05711
35583,06532
33602,05711
33604,05711
33607,05711
35398,06531
78628,08325
60486,06412
69124,08221
60326,06412
28757,04011
32107,05766
60598,06412
27232,03251
25927,01054
25836,01054
64372,06432
78595,08327
75433,08236
71263,08115
78239,08335
28203,04011
72364,08417
75446,08236
21775,03352
63454,06435
32689,05766
35285,06635
71277,08115
27330,03251
25889,01054
63695,06440
36320,06535
78479,08335
24969,01059
31633,03256
25729,01051
63773,09671
31582,03256
72793,08415
70191,08111
32676,05766
31714,03257
73760,08116
21706,03359
88633,08435
88718,08435
97896,08128
31634,03256
74246,08125
34369,06633
24955,01059
97909,09676
25573,01061
74259,08125
24806,01058
97859,09677
24817,01059
91480,09575
90619,09575
91486,09575
23730,01055
96173,09471
87642,09777
96148,09471
98673,16069
86695,09772
99718,16065
91325,09572
38368,03154
06536,15087
86492,09181
82383,09190
96472,09473
99089,16051
86573,09771
49757,03454
66987,07340
56179,07137
55592,07133
67753,07336
26639,03452
66981,07340
26676,03453
67716,07340
67705,07335
56355,07141
48346,05570
77743,08317
79331,08316
79689,08336
79285,08315
57580,07132
55232,07331
65232,06439
55263,07339
55288,07331
35708,06532
79862,08337
79804,08337
76879,07334
76479,08216
59581,05974
65520,06533
65205,06414
67366,07334
76773,07334
25524,01061
27389,03357
88370,08436
97845,09677
73271,08116
24881,01059
24866,01059
88250,08436
72535,08425
79106,08311
57642,07143
57648,07143
55559,07133
57555,07132
65556,06533
26388,03405
67434,07316
65558,07141
55232,07331
67310,07332
02994,14625
01848,14628
02979,14625
01904,14625
01855,14628
02681,14625
15236,12067
13086,11000
12359,11000
12687,11000
12685,11000
01744,14628
01069,14612
17440,13075
85258,09174
39628,15090
82515,09173
85241,09174
23970,13074
81375,09162
95369,09477
85296,09186
91249,09371
39439,15089
95362,09477
19412,13076
39128,15003
07747,16053
81673,09162
92331,09373
85622,09184
85630,09184
95189,09475
82276,09179
90480,09564
85135,09176
06528,15087
96264,09478
85137,09176
91171,09576
92342,09373
82223,09179
85247,09174
99441,16071
52074,05334
52511,05370
47647,05154
53937,05366
46499,05170
54584,07233
54459,07235
46562,05170
47443,05170
54340,07235
40239,05111
66687,10042
46244,05512
46047,05119
40721,05111
40721,05158
40764,05158
66115,10041
66119,10041
45329,05113
51067,05315
45883,05513
53507,07131
51674,05374
67744,07336
48477,05566
56587,07138
66957,07340
26817,03457
67754,07336
55566,07133
42113,05124
56850,07231
51515,05378
42275,05124
44581,05562
66914,07336
44577,05562
55483,07140
55608,07134
55758,07133
49838,03454
26909,03454
39279,15086
85465,09177
08539,14523
93133,09376
07950,16076
95111,09475
39307,15086
18107,13072
18107,13003
84172,09274
95707,09479
08626,14523
95689,09377
84036,09261
83101,09187
92712,09374
84028,09261
06796,15082
08239,14523
84103,09274
92723,09376
18347,13073
94333,09278
83259,09189
18195,13072
84175,09274
83257,09187
84180,09279
08144,14524
84546,09183
84140,09277
04618,16077
18356,13073
04643,14729
94327,09278
09212,14524
06895,15091
84561,09171
09221,14521
09326,14522
04779,14730
09423,14521
09126,14511
94256,09276
18437,13073
09573,14522
09437,14521
09496,14521
16767,12065
01616,14627
10711,11000
13409,11000
01561,14627
01662,14627
85661,09175
85461,09177
95700,09377
