baseRent,livingSpace,noRooms,condition,interiorQual,lift,typeOfFlat,telekomUploadSpeed,floor,garden,heatingType,yearConstructed,lon,lat
299.85,31.9,2,1,2.414155260346322,0,2.0,10.0,1,0,2,2000,12.402861534793184,51.3432217
365.0,65.26,3,1,2.0,0,2.5008447819779844,40.0,0,0,2,1995,12.85852835,50.88084835
750.0,111.0,3,1,3.0,0,2.0,40.0,2,0,10,1958,7.3054331,51.4913909
835.2,69.6,2,2,3.0,1,7.0,40.0,3,1,7,2019,12.415466,51.3124779
660.0,72.0,3,7,2.0,0,2.0,40.0,0,1,4,2009,6.3538141,50.9199442
880.0,180.14,3,8,3.0,1,4.0,2.4,4,1,2,1910,12.127200526947457,50.5006652
304.0,55.15,2,6,2.0,0,1.0,40.0,0,0,2,1900,12.4216446,51.3325976
828.16,97.43,3,7,2.414155260346322,0,2.0,40.0,2,0,4,1895,12.322693158882585,51.31921685
450.0,70.0,2,1,3.0,0,4.0,2.4,3,0,10,1984,7.274469262002333,50.5035019
670.0,100.54,4,1,2.0,0,2.0,2.4,3,0,2,1982,9.4141277,53.1100335
350.0,53.5,2,5,3.0,0,3.0,40.0,2,0,2,1974,7.400621595428696,51.334653450000005
995.0,110.0,4,4,3.0,0,4.0,40.0,4,0,2,1904,9.679484324706632,50.5502411
680.0,68.0,3,7,2.0,0,2.0,40.0,2,1,2,1973,11.4424406,48.782695
400.0,48.0,2,1,2.0,0,2.0,40.0,2,0,2,1975,8.917591599726027,50.130775
995.0,83.87,3,3,3.0,0,1.0,40.0,0,0,2,1890,13.5130206,52.4666048
1804.0,104.25,3,6,3.0,0,2.0,40.0,4,0,6,1904,10.01831221403938,53.5618241
690.0,96.0,2,1,3.0,0,4.0,40.0,1,0,4,1980,6.530756637147263,51.42827325
255.0,31.0,2,1,2.0,1,2.0,2.4,3,0,2,1991,6.996897194047788,51.4773678
1680.0,112.3,3,5,2.414155260346322,0,2.0,40.0,2,1,4,2008,6.759814046432615,51.2291278
451.0,82.0,3,5,2.0,0,2.5008447819779844,40.0,3,0,2,1918,7.01288706843394,51.53491675
355.0,48.64,1,5,2.0,0,2.0,10.0,1,0,2,1997,12.7923271,52.9127761
349.0,49.78,2,5,2.0,0,6.0,10.0,1,0,2,1998,11.620609342638463,52.1357394
930.0,108.82,4,3,3.0,0,4.0,40.0,3,0,7,1930,12.321939180538656,51.33442955
345.0,43.0,2,7,2.0,0,6.0,40.0,0,1,2,1975,6.909176191775922,51.48035475
625.0,65.0,2,1,2.0,0,2.0,10.0,1,0,2,1960,10.083158751807249,53.66162145
275.0,48.0,2,1,2.0,0,2.0,10.0,2,0,9,1912,6.9096073,51.4417573
266.0,50.0,2,1,2.0,0,1.0,40.0,0,0,4,1900,12.4397371,50.9920309
630.0,59.75,2,4,3.0,1,2.0,2.4,1,0,7,2016,6.8170119,50.9132443
600.0,85.87,2,4,2.0,0,2.0,40.0,1,1,4,1996,12.3260342,51.315472
779.0,95.0,2,3,3.0,0,2.0,40.0,2,0,2,1893,12.367978548674545,51.35628025
520.0,69.49,2,1,2.0,0,3.0,2.4,3,0,2,1978,9.7467764,48.7333651
323.0,51.65,2,6,2.0,1,1.0,40.0,1,0,2,2011,11.2309121968544,52.027269
287.0,60.89,3,8,2.0,0,1.0,40.0,0,0,1,1984,14.1629575,51.5827804
350.0,60.0,3,1,2.0,0,2.0,10.0,1,1,10,1938,7.647270871648216,51.2097798
200.0,37.54,1,1,2.0,1,2.0,40.0,4,0,2,1980,14.3321397,51.7265397
590.0,137.0,3,7,1.0,0,9.0,40.0,1,1,2,1980,10.0295126,52.552245
525.0,96.0,3,4,3.0,0,2.0,10.0,2,0,4,1901,7.565718545694555,51.44070165
320.0,58.0,3,5,2.0,0,1.0,2.4,0,0,2,1999,12.231387424950142,51.2755403
405.0,50.27,2,1,2.0,0,1.0,2.4,0,0,4,1948,9.990313,54.086518
887.6,63.4,2,1,2.0,0,4.0,40.0,5,1,2,1910,13.4696307,52.5141613
335.0,63.03,3,1,2.414155260346322,0,1.0,40.0,0,0,4,1962,9.6809936,50.8511275
286.0,65.0,3,6,2.414155260346322,0,1.0,40.0,0,0,2,1959,12.3102504,51.3177271
462.0,84.0,3,3,2.0,0,1.0,40.0,0,1,2,1890,12.5567624,50.8121037
399.0,76.0,3,1,2.414155260346322,0,2.0,40.0,3,0,10,1961,9.675096903366171,49.62789245
198.0,34.0,1,1,2.0,1,2.0,40.0,5,0,1,1970,11.9178815,51.47846
800.0,102.0,4,3,3.0,0,2.0,40.0,2,1,2,1951,7.129743600000001,50.5453723
450.0,32.9,1,1,2.0,0,2.0,10.0,5,0,2,1957,6.781240708124672,51.217189
920.0,80.0,3,3,3.0,1,2.0,40.0,1,1,4,1973,11.3733759,48.7766131
980.0,138.0,3,2,3.0,0,10.0,2.4,1,0,4,1990,6.865540437499193,50.8690168
650.0,155.0,6,1,2.0,0,2.0,40.0,2,0,4,1886,9.1470948,51.4889433
532.99,69.4,3,7,2.414155260346322,1,2.0,40.0,6,0,1,1989,13.59119,52.5458652
725.0,61.0,2,6,2.0,0,3.0,40.0,2,0,10,1927,9.1658577,48.6841032
329.0,59.27,3,5,2.414155260346322,0,2.0,40.0,4,0,1,1960,13.990119,53.0095859
230.0,45.0,1,1,2.0,0,3.0,2.4,2,0,4,1994,11.732665374719945,52.17836735
320.0,36.36,1,3,3.0,1,2.0,40.0,1,1,2,1900,12.3971055,51.3459111
359.0,68.84,3,6,2.0,0,3.0,40.0,3,0,2,1984,12.1282201,51.0507433
271.25,54.25,2,7,2.0,0,2.0,40.0,1,0,2,1951,6.7111781654739815,51.40510175
560.0,75.0,3,5,2.414155260346322,0,2.0,40.0,3,0,2,1970,6.7943902927877815,51.4296407
310.0,62.82,3,1,2.0,0,2.0,40.0,1,0,2,1962,9.233374695247438,50.917781950000006
270.0,40.1,1,5,2.414155260346322,1,2.0,2.4,1,0,2,1987,12.5212266,52.4412468
320.0,62.0,3,1,2.414155260346322,0,2.0,40.0,2,1,2,1936,12.325772325467764,51.62951165
650.0,83.0,3,1,2.0,0,2.0,40.0,1,0,3,1963,8.07877705,48.61616
414.61,64.28,3,7,2.414155260346322,1,2.0,40.0,1,0,1,1978,13.8033164,51.0066237
1099.0,103.38,3,1,3.0,1,3.0,40.0,5,0,7,2008,12.3629116,51.3397241
650.0,57.0,2,4,3.0,0,4.0,2.4,2,0,2,2017,7.9927229,52.2558001
330.0,38.0,2,1,2.0,0,5.0,2.4,4,0,2,1900,6.1004363,50.7692917
366.23,55.49,3,1,2.0,0,2.0,2.4,1,0,2,1955,7.0361930006253495,51.4782369
1050.0,40.0,1,4,4.0,1,5.0,2.4,2,0,7,2016,13.37999498047311,52.53349855
690.0,83.9,3,1,3.0,0,3.0,40.0,3,1,7,1890,12.901996674472285,50.84094905
570.0,67.42,2,1,2.0,0,2.0,40.0,2,0,2,1938,6.801702,51.2456522
166.0,33.14,1,6,2.0,0,2.0,40.0,2,0,2,1989,12.9312456,50.8320092
795.0,78.0,2,2,4.0,0,3.0,2.4,2,0,4,1968,6.166224357073407,50.7463926
288.0,57.45,3,5,2.414155260346322,0,2.0,40.0,4,0,2,1982,11.61668201650672,52.2519828
1350.0,126.0,4,1,3.0,0,1.0,2.4,1,1,4,1902,9.809511259191831,53.6596821
335.89,61.07,2,7,2.414155260346322,0,1.0,40.0,0,0,3,1925,12.320969642713752,51.38941685
410.0,53.47,2,7,2.0,0,2.0,10.0,1,0,3,1959,10.241244,54.2840824
310.0,57.0,2,4,2.0,1,3.0,2.4,2,0,2,1992,12.2786965,51.1550677
320.0,50.81,2,1,2.0,1,2.0,40.0,3,0,2,1992,11.75706,52.9968485
700.0,100.0,4,1,3.0,0,2.0,40.0,1,0,10,1981,8.829137400000004,49.8416733
440.0,53.58,2,1,2.0,0,6.0,40.0,0,0,2,1963,9.7638282,52.4172902
186.0,34.0,1,1,2.0,0,2.5008447819779844,40.0,0,0,2,1970,10.3632137,51.4159688
585.0,65.0,3,5,2.0,0,2.0,40.0,2,0,2,1967,8.4143807,52.1459599
369.8,48.0,2,7,2.0,0,3.0,40.0,2,0,10,1964,6.172117865862774,50.87618645
530.0,129.0,5,7,3.0,0,2.0,1.0,1,1,10,1995,9.05114571762618,51.528795200000005
420.0,82.0,3,5,2.0,0,3.0,40.0,3,1,2,1953,6.7220667,51.4694711
550.0,87.0,3,1,2.0,0,2.0,10.0,2,0,2,1968,7.598118347364672,51.4727121
230.0,43.0,2,5,2.0,0,3.0,40.0,4,1,2,1996,11.0719756,51.9009777
819.0,28.45,1,2,3.0,1,2.0,40.0,2,1,1,2019,13.3141198,52.5095528
820.0,67.57,3,1,2.0,0,2.0,10.0,4,0,4,1965,6.769462943168627,51.25267215
306.0,58.81,3,6,2.414155260346322,0,2.0,40.0,5,0,2,1968,11.9252395,51.4774914
251.93,71.98,3,5,2.0,0,2.0,40.0,1,0,4,1965,11.4499687,52.5289336
1659.0,184.4,3,4,3.0,1,2.5008447819779844,2.4,3,1,7,2013,7.4454985,52.2733983
980.0,83.0,3,8,3.0,1,2.0,10.0,2,0,8,1996,6.8737093,51.1630915
401.0,67.8,4,6,2.414155260346322,0,2.0,2.4,4,0,1,1965,11.983056608660574,51.3647169
1500.0,200.0,6,1,2.0,0,3.0,40.0,4,0,1,1960,7.0127279,51.4598541
267.52,70.4,3,5,2.414155260346322,0,2.5008447819779844,2.4,5,0,1,1984,14.9735851,51.1631483
475.0,70.0,3,1,1.0,0,2.0,10.0,2,0,10,1950,9.45849842890499,51.32241505
1150.0,108.0,4,6,3.0,1,2.0,40.0,2,0,2,1959,8.2333644,50.0707784
760.0,82.0,3,6,2.0,0,2.0,40.0,3,1,2,1958,13.778505,51.0474674
750.0,93.0,3,2,3.0,0,1.0,40.0,1,1,10,2018,10.10092835,52.64765205
854.06,74.8,2,2,3.0,1,2.0,2.4,1,0,4,2020,9.44181125,53.6004986
407.73,78.41,3,6,2.0,0,2.0,40.0,2,0,2,1986,14.3203192,51.7220963
420.0,50.0,2,1,2.0,0,2.0,40.0,1,1,2,1914,8.5230364,52.0423002
700.0,50.0,2,4,3.0,0,3.0,2.4,2,1,7,2018,11.04675725,48.3439432
202.4,26.52,1,1,2.0,0,2.0,40.0,0,0,2,1900,13.38048931022449,52.48987175
710.0,113.0,3,1,2.0,0,3.0,2.4,1,1,4,1987,10.58347288786168,52.3880038
400.0,78.0,3,1,2.0,0,1.0,40.0,0,0,3,1980,9.13465354554248,53.90660495
550.0,59.0,1,5,2.0,0,2.0,40.0,2,0,2,1969,10.1767067,53.6283612
500.0,64.0,3,1,2.0,0,2.5008447819779844,10.0,3,0,2,1962,7.470511608848886,51.5113898
225.0,60.76,3,5,2.0,0,2.0,10.0,1,1,2,1950,12.5506885,50.7155453
725.0,90.0,4,5,3.0,0,2.0,40.0,1,0,3,1885,8.74326,50.4154044
1050.0,82.45,1,1,3.0,1,1.0,2.4,0,0,2,2010,8.64725264765199,50.10830625
719.0,85.0,3,7,2.0,1,1.0,40.0,0,0,2,1976,13.417662302535476,52.39394965
515.0,83.0,3,1,2.414155260346322,0,2.0,40.0,1,0,2,1960,8.113000523927003,53.52646975
437.0,87.0,3,4,2.0,1,3.0,40.0,5,0,2,1983,13.118934550000002,51.12897545
319.0,49.0,2,1,2.414155260346322,0,2.0,40.0,1,0,2,1935,12.3951127,51.3547509
1310.0,94.68,2,1,2.414155260346322,1,3.0,10.0,4,0,4,1998,13.32862903414634,52.42760485
380.0,68.75,3,6,2.0,0,2.0,2.4,2,0,2,1931,10.3329062,50.9774903
1064.0,132.97,4,4,3.0,0,2.0,10.0,3,0,1,1950,6.9920862728376,49.23671675
705.0,75.0,3,4,3.0,0,2.0,40.0,1,1,2,1963,7.070255211367968,50.67638855
430.0,54.67,2,5,2.414155260346322,1,2.0,10.0,3,1,2,1888,12.3686988,51.329268
500.0,76.5,3,7,2.0,0,2.5008447819779844,2.4,2,0,2,1955,7.167744,51.4118206
545.0,60.0,3,6,3.0,0,3.0,2.4,3,1,3,1971,7.0825325,51.3917649
600.0,81.0,3,3,2.414155260346322,1,2.5008447819779844,2.4,0,0,7,1839,14.54695308257728,52.34877025
300.0,51.0,2,6,2.414155260346322,0,2.0,2.4,2,0,4,1999,12.820413007602864,50.6288251
290.0,58.0,3,6,2.414155260346322,1,2.5008447819779844,40.0,3,0,2,1975,14.627495605458378,51.50044915
309.0,68.63,3,5,2.414155260346322,1,2.0,40.0,10,0,1,1999,12.891060500271369,50.80966495
350.0,61.0,2,1,2.0,0,2.0,40.0,1,0,2,1978,6.759127003841,51.46411475
309.0,54.87,2,5,3.0,0,1.0,2.4,0,0,1,1988,12.74521609815914,50.85453855
450.0,60.0,3,6,2.414155260346322,0,2.0,10.0,1,0,2,1988,13.5853134,52.5448044
560.0,72.0,2,5,2.0,1,5.0,40.0,8,0,2,1973,7.8658684,49.8679436
227.0,41.12,2,7,2.414155260346322,0,2.0,40.0,2,0,1,1973,11.94795039144714,51.456533
380.0,58.0,3,6,2.0,0,2.0,2.4,3,1,2,1968,12.0629976,54.137466
320.0,60.5,3,3,2.0,0,1.0,40.0,0,0,2,1911,12.8728397,50.8157242
1134.0,126.0,3,2,3.0,1,2.0,40.0,3,0,1,1913,12.4039569,51.3316961
314.0,57.12,4,1,2.0,0,3.0,40.0,2,0,2,1954,10.1937239,50.2492408
410.0,73.0,3,5,3.0,0,2.0,40.0,3,0,2,1961,7.2235854,51.2705086
330.0,55.61,2,1,2.0,1,2.0,40.0,2,0,2,1893,12.4453615,51.3461672
1290.0,103.62,4,2,4.0,1,2.0,40.0,2,0,8,2019,9.805922658574756,52.34831855
750.0,80.0,3,1,2.0,0,3.0,40.0,2,0,2,2004,11.959735148344768,48.20676125
377.2,82.0,3,1,2.0,0,3.0,40.0,3,0,9,1984,7.0889718,51.6539479
180.0,47.0,2,9,2.0,0,2.0,40.0,2,0,2,1965,12.0613255,52.6726999
200.0,56.3,3,5,2.0,0,2.0,2.4,3,0,2,1981,12.167153350000005,50.5039702
700.0,100.0,3,5,2.0,0,2.0,40.0,3,0,10,1875,7.1328294280013,51.25707575
710.0,105.0,4,1,2.0,0,3.0,40.0,2,0,2,1982,9.7925386,53.4610248
349.0,69.3,3,1,2.0,0,2.0,40.0,1,1,10,1921,12.7436439975,50.7384237
425.0,61.0,1,5,2.0,0,2.5008447819779844,40.0,3,0,4,1990,8.9692843,54.6178807
425.0,67.0,2,1,2.414155260346322,0,3.0,40.0,2,0,10,1993,8.807718844285176,51.780611
560.0,69.0,2,3,3.0,1,3.0,2.4,3,0,2,1984,7.123748273032886,51.27797545
590.0,30.0,1,3,2.0,0,2.0,10.0,2,0,2,1985,8.669993649999999,49.3815891
1420.0,107.13,3,3,2.414155260346322,1,2.0,40.0,2,0,2,1939,13.257533,52.5197049
750.0,88.3,3,4,3.0,1,2.0,40.0,2,0,1,2018,12.5164696,48.2554224
303.32,65.0,2,1,2.414155260346322,1,2.0,40.0,7,0,4,1976,7.074104328206106,51.5617423
438.53,83.53,3,1,2.414155260346322,0,2.0,40.0,2,0,4,1916,7.088390266003676,51.57274175
330.0,20.0,1,4,3.0,1,1.0,40.0,0,1,7,2016,6.644696350000004,49.74881625
540.0,98.8,3,1,2.414155260346322,0,2.0,40.0,3,0,4,1997,11.0915027,50.7842257
266.0,35.23,1,3,2.0,0,2.5008447819779844,40.0,0,0,2,1984,12.2685791,51.3087988
321.0,57.33,2,7,2.414155260346322,0,2.0,2.4,5,0,1,1986,11.914137,51.5228752
520.0,91.32,3,1,2.0,0,2.0,2.4,2,1,2,1900,13.34887768115972,50.91727835
