baseRent,livingSpace,noRooms,condition,interiorQual,lift,typeOfFlat,telekomUploadSpeed,floor,garden,heatingType,yearConstructed,lon,lat
1090.0,90.87,3,4,3.0,1,2.0,5.0,3,0,7,2012,11.0846877,49.4615912
781.9,102.45,3,1,2.0,0,2.0,40.0,4,0,2,1900,13.38048931022449,52.48987175
293.0,75.32,4,7,2.0,0,5.0,40.0,4,0,2,1980,12.7916878,51.1310421
699.0,135.69,4,5,3.0,0,2.0,10.0,1,1,10,1958,7.0546606,51.6088163
347.0,57.75,2,6,2.0,0,2.0,40.0,3,0,10,1900,13.3058371,51.3061042
1003.5,91.5,3,1,2.414155260346322,0,4.0,2.4,2,0,7,1997,7.0326666,51.0600207
295.0,55.57,2,1,2.0,0,1.0,40.0,0,1,2,1910,13.349748842460636,50.95380155
263.0,52.55,2,6,2.0,0,2.0,40.0,1,0,2,1959,11.1394193,52.8574468
330.62,39.36,1,1,2.0,0,2.0,40.0,1,0,1,1987,13.5697865,52.5617547
440.0,71.0,3,1,2.0,1,2.0,40.0,1,0,2,1972,7.1658735,51.2577299
660.0,81.0,2,2,3.0,1,1.0,10.0,0,1,7,2018,10.414857615987025,49.294878100000005
500.0,71.0,2,7,2.0,0,2.0,40.0,1,0,2,2012,7.6350547,50.3721895
420.0,64.5,2,4,3.0,0,5.0,10.0,1,0,2,1952,7.606079507039379,49.19714425
235.0,47.24,2,9,2.0,0,2.0,2.4,2,0,1,1975,13.7620315,51.4943661
315.56,45.08,2,5,2.0,0,2.0,40.0,4,0,2,1985,12.516108,52.4311884
426.0,70.02,3,6,2.0,0,2.0,2.4,1,0,10,1954,7.6292864,51.5505811
250.0,54.0,2,5,2.0,0,2.0,10.0,1,0,2,1900,12.429501972693522,50.9842495
821.75,65.74,2,2,4.0,0,2.0,40.0,1,0,1,2019,10.8892983,48.368032
310.0,52.53,2,7,2.0,0,2.0,40.0,2,0,2,1965,6.4956114,50.8101272
570.0,67.0,4,1,2.0,0,2.0,40.0,2,0,4,1960,11.2131074,48.8822563
648.0,74.02,3,1,2.414155260346322,0,2.0,40.0,1,1,2,1900,13.7465493,51.0729635
898.0,94.5,3,2,3.0,1,2.0,2.4,2,0,7,2017,6.267352141430568,51.4454031
245.0,36.14,1,6,2.414155260346322,0,2.0,40.0,4,0,1,1983,11.233448,52.0321219
309.75,29.5,1,1,2.414155260346322,0,1.0,10.0,0,0,1,1928,10.499117754685498,52.2697424
810.0,130.0,5,4,3.0,0,2.0,40.0,2,1,2,2002,8.8413994,52.2425781
810.0,90.0,3,7,2.0,0,4.0,10.0,2,0,2,1967,7.0885708864503805,50.9245559
500.0,95.0,2,4,3.0,0,3.0,2.4,1,1,2,1980,7.9643769,49.7835063
283.09,56.96,3,6,2.0,0,2.0,40.0,5,0,2,1978,13.4026992,54.0869953
545.0,70.0,2,7,3.0,0,2.0,40.0,2,0,2,1910,12.3249326,51.3406807
590.0,91.0,4,1,2.0,0,6.0,40.0,1,0,4,1967,6.3595371526593,51.1531214
410.0,71.82,3,4,2.0,0,2.0,40.0,3,0,1,1980,10.6822334,50.9499112
1000.0,103.0,4,5,2.0,0,2.0,40.0,1,0,4,1968,8.603977433272252,49.79752235
540.0,27.0,1,4,2.414155260346322,0,2.0,40.0,1,0,10,1954,9.7555846,52.3947758
401.0,71.83,4,1,2.0,0,2.0,2.4,3,0,2,1983,11.964358399999998,51.4411181
390.0,59.1,2,1,2.0,0,3.0,2.4,4,1,2,1987,8.5805174,53.5607246
465.0,63.0,2,5,3.0,1,2.0,40.0,2,0,2,1997,7.0909045,51.1722587
465.0,66.0,3,7,3.0,0,2.0,40.0,0,1,10,1966,7.3288068,51.2985635
260.0,50.0,1,1,2.414155260346322,0,3.0,40.0,3,0,2,1907,10.703549017071555,50.9494201
410.0,76.88,3,1,2.0,0,3.0,40.0,4,0,2,1903,12.92996458597496,50.8223581
1100.0,136.0,3,3,4.0,0,1.0,40.0,1,1,1,1969,6.7833654000000045,51.4390622
384.0,60.0,2,7,3.0,0,3.0,2.4,1,0,2,1961,7.3570301,51.2024779
560.0,92.0,3,3,2.0,0,2.0,40.0,1,0,13,1980,10.2782009,48.403838
360.0,53.0,2,1,2.0,0,3.0,40.0,3,0,2,1994,8.82490445,53.03442275
575.0,131.06,4,1,2.0,0,3.0,2.4,4,0,2,1950,12.9235657,50.8333301
279.0,60.55,2,6,2.0,0,3.0,40.0,3,1,2,1915,12.4932307,50.7221226
1100.0,133.0,3,4,3.0,1,7.0,40.0,3,0,6,2018,9.51295820836464,49.1932035
860.0,118.71,5,6,2.0,0,2.0,40.0,4,1,2,1930,13.7125554,51.0852435
445.0,92.2,3,1,2.414155260346322,0,2.0,40.0,1,1,4,1920,12.9453294,50.8499658
780.0,104.0,3,1,3.0,0,2.0,40.0,2,0,7,1983,6.5101615,51.4285429
410.0,85.0,3,1,2.0,0,1.0,40.0,0,1,7,1983,7.58634155,51.6049021
377.0,55.42,2,1,2.414155260346322,0,2.0,40.0,1,1,2,1900,12.3213555,51.3435944
807.0,86.77,2,1,2.0,1,2.5008447819779844,10.0,7,0,4,1964,6.864400060144117,51.18085935
1090.0,60.0,2,4,3.0,0,1.0,40.0,0,0,7,2015,11.528457474800176,48.21012305
900.0,66.0,2,2,3.0,0,2.0,2.4,1,0,7,2020,13.78954285,52.53318265
1007.0,106.0,3,1,2.0,1,4.0,40.0,3,0,1,1998,9.5599339,53.6034645
675.0,84.35,3,1,2.0,1,2.0,2.4,3,0,2,1958,13.4419575,48.5711899
310.0,60.57,2,1,2.414155260346322,0,2.0,40.0,1,0,10,1965,6.3353518,51.26101
560.0,90.0,3,1,2.0,0,2.0,40.0,2,0,10,1932,7.034947050781248,51.44363605
524.35,68.78,3,3,2.414155260346322,1,2.0,40.0,9,0,1,1978,13.5467115,52.5297366
335.0,67.05,3,6,2.0,0,2.0,40.0,2,0,1,1989,12.0657365,51.2902854
490.0,65.0,3,7,2.0,0,2.0,2.4,3,0,4,1997,7.698205832793766,51.37584435
200.0,46.4,2,6,3.0,0,3.0,40.0,4,1,2,1920,12.89813574543255,50.83802905
1420.0,86.0,3,3,4.0,0,2.0,10.0,1,0,10,1910,6.7914518,51.2218878
480.0,28.37,1,5,2.0,0,2.0,40.0,3,0,2,1962,11.6142386,48.1287857
299.0,51.02,2,5,2.0,0,1.0,40.0,0,1,1,1950,11.66558652003879,52.06899375
960.0,104.56,3,4,3.0,1,2.0,40.0,1,0,7,2012,7.5878915,48.0348783
1499.0,63.03,2,2,3.0,1,3.0,40.0,2,0,7,2018,11.6737051,48.1258728
265.0,47.81,2,1,2.414155260346322,0,2.0,40.0,4,0,4,1982,12.3283226,51.5372018
550.0,76.0,3,1,2.0,0,2.0,40.0,2,1,10,1960,8.009968144999995,50.870734350000006
657.53,87.67,2,6,2.0,0,2.0,10.0,2,0,2,1900,13.3761796,52.4371196
652.8,76.71,3,4,3.0,0,2.0,40.0,2,1,4,2015,13.177176174792102,52.6907598
440.0,69.9,3,1,2.0,0,1.0,40.0,0,0,10,1967,6.4888517,50.7977622
600.0,60.0,3,1,2.0,0,6.0,40.0,1,1,4,1955,8.87395557214495,53.0728251
1260.0,146.0,5,2,4.0,1,7.0,10.0,5,0,6,2019,12.42953597505682,48.59337835
340.0,41.41,2,7,2.0,0,3.0,40.0,3,0,1,1961,7.2256026,51.4776136
728.0,91.0,2,1,2.0,1,2.0,40.0,4,0,10,1950,10.891286,48.3609602
320.0,34.82,1,2,3.0,0,1.0,10.0,1,0,2,1890,13.8135426,52.8345335
375.0,50.49,2,1,2.414155260346322,0,2.0,40.0,1,0,2,1997,12.3118534,51.3498498
1680.0,160.0,5,3,3.0,0,2.0,40.0,1,1,4,1898,10.4186927,53.2535912
1032.48,101.0,4,2,3.0,1,2.0,40.0,2,0,7,2017,12.371401170977045,51.311439500000006
775.0,56.0,2,4,3.0,1,2.0,40.0,5,1,1,2017,8.745134560221517,50.10735135
220.0,43.0,2,5,2.0,1,2.5008447819779844,40.0,4,0,1,1999,12.701410008737057,50.7996276
480.0,68.28,2,1,2.0,0,3.0,40.0,3,0,4,1992,9.6803134,53.5328863
515.0,69.0,3,3,2.0,0,6.0,40.0,1,1,10,1969,7.827298,50.6591923
273.5,57.0,2,6,2.414155260346322,0,5.0,40.0,3,0,1,1982,12.5252661,50.7363016
1050.0,110.0,6,7,2.0,0,5.0,2.4,1,1,2,1967,10.1853241,52.3854477
270.0,76.02,4,7,2.414155260346322,0,2.0,40.0,3,0,1,1972,13.3070013,53.5547427
590.0,49.5,1,5,3.0,1,2.0,40.0,2,0,5,1980,8.583781200648314,50.0113892
730.0,92.22,3,1,2.0,0,2.0,40.0,2,1,10,1963,7.224228753924514,51.45209375
991.0,86.16,3,2,2.414155260346322,0,2.5008447819779844,40.0,2,0,7,2019,8.188479,50.0867877
350.0,37.0,1,5,3.0,0,3.0,40.0,3,0,2,1951,7.21779374614704,51.46872395
600.0,85.97,4,1,2.0,0,2.0,40.0,1,0,1,1967,6.900092886744066,51.14659105
564.0,78.38,3,6,2.414155260346322,0,1.0,40.0,1,1,2,1910,13.689187711155238,51.0553715
217.0,29.0,1,4,2.0,0,1.0,2.4,0,0,2,1995,13.650543973771502,50.9944577
640.0,66.0,3,1,2.414155260346322,0,2.0,40.0,2,0,1,1920,9.325180559149718,48.7349735
120.0,25.75,1,7,2.414155260346322,0,2.5008447819779844,10.0,4,0,1,1985,13.2648953,53.5700394
995.0,110.0,3,3,3.0,0,3.0,40.0,2,1,2,1905,13.764505,51.0116315
511.0,75.03,2,1,2.0,0,2.0,40.0,1,1,2,1992,11.9791521113306,51.48107565
370.0,70.0,3,1,2.0,0,3.0,40.0,4,1,2,1920,12.9433385,50.83723155
385.0,74.23,2,5,2.414155260346322,0,3.0,40.0,3,0,2,1920,12.88793809935175,50.820814350000006
1590.0,92.0,3,4,3.0,1,4.0,40.0,2,0,12,2017,11.4240164,48.1563382
354.0,57.19,2,6,2.0,0,2.0,40.0,1,0,2,1932,12.263848205173463,51.354757250000006
1399.0,91.8,3,2,3.0,0,2.0,40.0,4,1,7,1929,13.1969989,52.5283973
610.0,110.0,5,1,2.0,0,2.0,10.0,1,1,2,1900,7.6352,50.2487223
261.08,53.72,2,1,2.414155260346322,0,1.0,40.0,0,0,2,1939,12.371855611143133,51.01819535
165.0,32.31,1,7,2.414155260346322,0,2.0,40.0,1,0,2,1988,12.085935,50.8297858
215.0,34.11,1,1,2.0,0,2.0,10.0,1,0,2,1952,9.4486182,51.8264076
560.0,70.0,2,5,2.0,0,2.0,2.4,1,0,10,1935,13.658151,52.1654515
892.5,70.0,2,2,3.0,1,1.0,40.0,2,0,12,2020,8.7973937,53.0947646
418.9,59.0,2,1,2.414155260346322,0,2.0,40.0,3,0,2,1969,7.048216203257368,51.4472637
340.0,59.02,3,5,2.0,0,2.0,40.0,3,1,2,1957,7.078231499623491,51.48609695
260.0,50.0,1,1,2.0,0,8.0,40.0,-1,0,2,1990,7.074522063450411,51.64914945
400.0,62.51,3,6,2.0,0,2.0,40.0,3,1,1,1987,12.3631219,51.3807168
245.0,34.51,1,5,2.414155260346322,0,2.0,40.0,4,0,2,1983,12.5175871,52.4328042
200.0,34.0,1,6,2.414155260346322,0,2.0,40.0,1,0,2,1900,12.0723082,50.877821
700.0,78.76,3,1,2.414155260346322,1,2.0,40.0,1,0,2,1995,13.2428385,52.5439359
644.0,50.0,2,1,2.0,0,2.0,40.0,1,0,2,1991,9.007046034849115,49.06633705
300.0,44.0,2,5,2.414155260346322,0,9.0,40.0,0,1,2,1952,7.8697655,51.2264159
680.0,80.0,3,6,3.0,0,1.0,40.0,0,0,3,1971,6.625973959628382,51.27465165
315.0,59.0,3,1,2.414155260346322,0,2.0,40.0,2,0,2,1960,7.0244121,51.5895546
265.0,50.0,2,6,2.0,0,2.5008447819779844,40.0,1,1,2,1927,13.077911852658213,50.8412558
861.28,53.83,2,5,2.0,0,3.0,40.0,2,0,2,1996,11.8062921,48.172084
670.0,83.0,3,1,2.0,0,3.0,40.0,3,0,2,1992,9.680265099777005,48.57883935
240.0,44.0,2,5,2.414155260346322,0,2.5008447819779844,40.0,0,1,2,1951,13.3511826,50.9525419
540.0,30.0,1,4,3.0,1,2.0,40.0,1,1,1,1995,10.860904,48.3848264
220.0,43.99,2,5,2.414155260346322,0,2.0,40.0,4,0,1,1978,10.7318338,50.8225548
278.12,56.76,3,6,2.0,0,2.5008447819779844,40.0,3,0,1,1981,11.9553512,51.7468526
670.6,67.06,2,1,2.0,1,2.0,10.0,3,0,2,1994,13.3780278,52.5918322
765.0,71.0,3,6,3.0,0,2.0,40.0,3,1,2,1995,7.061874814557948,50.70099255
255.0,42.73,2,1,2.0,0,2.0,40.0,3,0,2,1953,10.32909535,52.1700133
315.0,60.87,3,7,2.0,0,2.0,2.4,4,0,1,1979,10.3057991,50.9951464
780.0,65.0,3,2,3.0,0,3.0,2.4,3,1,7,2020,10.7013277,52.4052044
1200.0,105.0,5,5,2.0,0,4.0,40.0,2,1,2,1991,9.79925510676453,53.579618
920.0,102.0,3,2,3.0,1,2.0,40.0,1,0,7,2018,7.893686,49.9605265
350.0,60.0,2,4,3.0,0,3.0,40.0,3,0,2,1994,7.353348475647763,51.59635625
392.0,85.0,3,1,2.0,0,2.0,40.0,1,1,2,1973,8.318232277079908,51.56080685
220.56,36.76,1,6,2.0,0,2.0,40.0,2,0,2,1914,11.5842107,52.0838134
350.0,60.0,2,1,2.414155260346322,0,2.0,2.4,2,0,10,1950,6.1227827,50.8181465
408.0,67.92,2,1,2.0,0,2.0,40.0,2,0,2,1900,11.6334577,52.1089622
678.24,47.1,2,3,2.414155260346322,1,2.0,40.0,4,0,1,1963,13.4028811,52.5053457
285.0,48.82,2,1,2.0,0,2.0,40.0,1,0,1,1990,10.2691247,51.5125692
580.0,83.0,3,1,2.0,0,2.0,40.0,2,0,2,2002,6.514573658151804,51.49776975
1505.0,88.24,3,4,2.0,0,2.0,40.0,3,0,2,1962,9.880041,53.5569648
249.0,55.28,2,6,2.414155260346322,0,2.5008447819779844,2.4,4,0,1,1981,13.27086855,51.3051174
314.31,61.63,3,7,2.0,0,5.0,40.0,3,0,1,1964,11.7382731,52.9999057
520.0,61.0,2,4,2.414155260346322,1,2.0,2.4,1,0,10,1980,6.9060138,51.2035363
470.0,71.0,3,6,3.0,0,2.0,2.4,1,1,2,1970,8.7827012,49.682805
580.0,80.0,2,1,3.0,0,1.0,10.0,1,1,3,1985,8.79901928406786,50.87702605
380.0,83.0,4,1,2.0,0,2.0,10.0,1,1,10,1907,10.366466807304668,50.89387245
999.0,117.0,4,1,3.0,0,3.0,40.0,1,1,4,1991,10.4114946,53.6415409
325.0,65.53,2,5,2.0,0,2.0,40.0,1,0,2,1990,12.7426985,51.3713341
280.0,57.48,3,6,2.414155260346322,0,2.5008447819779844,2.4,1,0,2,1933,13.317808699999995,51.29898675
680.0,60.0,2,1,2.0,0,3.0,10.0,5,0,2,1965,8.5309761,49.3701242
500.0,77.5,2,5,2.0,0,3.0,40.0,4,0,2,1901,12.4897734,50.729337
980.0,103.53,3,2,3.0,1,4.0,40.0,3,0,7,2019,9.50106635,49.20012555
229.0,40.9,2,6,3.0,0,6.0,40.0,0,1,2,1925,12.9478625,50.8191235
1150.0,134.12,3,6,3.0,0,2.5008447819779844,40.0,2,0,2,1905,12.355949407078558,51.3593648
990.0,35.0,1,3,3.0,1,2.0,10.0,1,1,2,1974,11.5863635,48.1642389
279.0,38.11,2,6,2.0,0,2.5008447819779844,40.0,1,0,8,1935,13.6643615,51.0757317
520.0,65.0,3,1,2.0,0,2.0,40.0,1,0,2,1900,10.531907582394243,52.25228085
237.0,46.4,2,6,2.0,0,6.0,40.0,0,0,2,1963,14.0305971,51.1389246
674.6,57.75,2,6,2.414155260346322,0,2.0,40.0,1,0,1,1924,13.4203631,52.5753953
540.0,82.0,3,7,2.414155260346322,0,2.0,40.0,1,0,2,1896,11.981132770626822,51.47199605
690.0,76.5,3,4,3.0,0,2.0,40.0,1,0,2,1907,13.6603921,51.0400795
256.34,58.26,3,6,2.0,0,2.0,40.0,3,0,1,1963,13.9561987,51.7425871
580.0,58.0,2,1,3.0,1,2.0,40.0,3,0,2,1995,13.230384549999997,52.40028100000001
1140.0,75.0,2,4,3.0,1,2.0,40.0,1,0,4,2016,11.8666647,48.1890659
419.0,50.13,1,4,2.0,1,2.0,40.0,1,0,2,1996,13.7790604,51.0682345
1215.0,90.0,3,3,2.414155260346322,1,2.0,10.0,2,0,1,1906,12.138386551963746,54.08688355
292.6,58.52,2,4,2.0,0,2.0,2.4,2,0,2,1910,12.898959321049968,50.81916525
440.0,68.0,3,1,2.0,0,2.0,2.4,1,0,10,1985,8.6110652,53.0569336
250.0,25.36,1,1,2.0,1,2.0,5.0,3,0,1,1973,6.9867899,49.2339313
495.0,58.0,3,4,2.0,0,2.0,10.0,2,1,4,1900,7.135788493584424,51.2565494
1395.3,121.33,3,2,3.0,1,2.0,40.0,2,0,2,2018,13.7319663,51.0495045
170.0,35.0,2,1,2.0,0,3.0,40.0,2,1,2,2013,12.2548816,50.7230817
366.0,64.27,3,3,2.0,0,2.0,10.0,1,0,2,1982,13.6748597,51.0473126
1327.0,115.35,3,2,3.0,1,2.0,40.0,1,1,12,2018,13.5717954,52.4510242
875.0,64.0,2,4,3.0,1,2.0,40.0,2,0,7,2017,8.6761801,49.9946957
750.0,72.0,2,5,4.0,1,7.0,40.0,4,0,7,1983,11.1023907,49.4579257
1350.0,125.84,4,1,3.0,0,2.0,40.0,1,1,4,2004,13.2211868,52.4135228
615.0,79.6,3,1,3.0,0,2.0,10.0,1,0,2,2005,8.5660865,48.5255821
460.0,72.0,3,1,2.0,1,2.0,40.0,1,1,4,1981,6.667765,51.1560961
573.0,83.0,3,3,2.414155260346322,0,5.0,40.0,1,1,4,1950,11.6095409,52.110693
1690.0,121.0,4,4,3.0,1,7.0,2.4,4,0,7,2016,8.7523304,50.1121836
445.0,59.0,2,5,3.0,1,2.5008447819779844,2.4,0,0,2,1998,7.440470217792951,51.4803671
370.0,37.0,2,5,3.0,1,2.0,40.0,2,0,2,1996,13.7955504,51.140982
270.0,56.25,3,8,2.0,0,2.0,40.0,5,0,2,1985,11.9264934,51.4665989
265.0,49.1,2,5,2.0,0,2.0,40.0,3,0,1,1959,13.7671017,51.499648
1120.0,53.34,2,2,2.414155260346322,0,2.0,40.0,4,0,2,1904,13.409157117368752,52.5492898
670.22,58.28,2,2,3.0,1,5.0,40.0,2,0,7,2019,9.983007043844829,51.56116755
410.0,72.0,2,1,2.0,0,2.0,40.0,3,0,2,1955,7.4630456,51.371849
271.0,70.29,3,1,2.414155260346322,0,2.0,40.0,4,0,2,1986,11.8288078,52.6003221
904.38,77.1,2,7,3.0,0,3.0,40.0,4,0,10,1900,13.4961278,52.5061497
355.0,59.28,2,6,2.414155260346322,0,2.5008447819779844,40.0,5,0,2,1910,12.3354551,51.3356194
1289.15,68.27,3,3,3.0,0,1.0,40.0,0,1,2,1931,9.7098645,52.3698014
239.0,45.23,2,1,2.414155260346322,0,2.5008447819779844,40.0,2,0,2,1925,12.939665780959508,50.8263415
365.0,31.9,1,5,2.0,0,2.0,40.0,3,0,1,1972,7.7898241,49.4514655
320.0,62.8,2,5,2.0,0,2.0,2.4,2,0,2,1900,12.9159447,50.8345642
290.0,52.2,2,4,2.0,0,2.0,40.0,3,0,2,2008,12.952399,50.8507213
1100.0,89.0,3,4,2.0,1,2.0,40.0,3,0,7,2018,9.8062558,52.3488546
315.0,35.0,2,1,3.0,0,3.0,40.0,4,0,2,1955,6.089873057308585,50.7650845
320.0,60.0,3,5,2.414155260346322,0,2.0,40.0,2,0,2,1961,12.909439949999996,50.82143965
1268.3,115.3,4,2,3.0,1,2.0,10.0,1,0,8,2019,7.097896501543218,50.80993975
1300.0,130.0,4,4,3.0,1,7.0,40.0,4,0,2,2014,8.86760139036918,50.0756065
1380.0,106.16,4,2,3.0,1,9.0,40.0,0,0,7,2017,13.325771776841083,52.42710185
254.0,57.1,3,6,2.0,0,2.0,40.0,3,0,2,1969,14.967888,51.1258911
370.0,73.0,3,1,2.0,0,2.0,40.0,3,0,2,1957,7.0254082,51.5386396
285.0,46.6,2,8,2.414155260346322,0,2.5008447819779844,40.0,1,0,1,1968,12.24568310750211,51.8434944
535.34,41.18,2,4,3.0,1,3.0,40.0,3,0,8,2018,7.7503849,50.5317077
224.1,44.82,2,1,2.414155260346322,1,3.0,2.4,4,0,2,1908,12.8935145952689,50.83618035
350.0,54.0,3,1,2.414155260346322,0,2.0,10.0,2,0,2,1955,7.589495196598268,51.6146696
1460.0,85.74,2,5,2.0,1,2.0,40.0,1,0,2,1956,11.5447087,48.1343945
950.0,160.0,5,1,3.0,0,4.0,10.0,1,0,3,1970,10.39530140983224,52.33022995
549.0,43.0,1,1,2.0,0,2.0,10.0,1,0,2,1984,9.9513887,53.6252136
661.0,87.0,3,8,2.0,0,2.0,40.0,1,0,4,1940,6.123915881676087,50.7764876
520.0,80.0,3,1,2.0,0,1.0,40.0,0,1,2,1967,9.476369498411016,51.35881955
380.0,52.4,2,1,2.0,0,1.0,2.4,0,0,2,1970,6.4236165,51.3016525
378.5,50.46,2,4,3.0,1,2.0,40.0,2,1,2,1937,12.3827227,51.363179
450.0,69.0,4,5,2.414155260346322,0,3.0,40.0,4,0,2,1968,6.996272899881227,51.16236205
680.0,78.0,3,1,3.0,0,1.0,40.0,1,1,2,1994,6.4825891,51.2171188
288.0,57.6,2,3,2.414155260346322,0,2.0,40.0,3,0,1,1970,13.3084065,53.5820268
700.0,83.0,3,5,2.0,0,3.0,40.0,2,0,2,1993,7.2232054,50.7948118
1490.0,100.78,3,3,2.414155260346322,0,2.0,40.0,1,0,2,1979,10.05636101418978,53.63679945
414.0,68.98,2,1,2.0,0,2.0,10.0,2,0,2,1980,10.5385762,52.9642564
565.0,84.0,3,7,3.0,0,2.0,10.0,2,0,1,1969,6.188382193535183,51.0643077
862.46,71.16,2,5,2.0,0,3.0,40.0,3,0,2,1993,13.2668963,52.6301872
325.0,50.0,2,1,2.414155260346322,0,2.0,40.0,1,0,2,1997,13.95330316683168,50.9300162
1160.0,80.0,3,7,2.414155260346322,1,2.0,10.0,3,1,1,1956,13.3416468,52.4759959
1250.0,78.0,3,5,3.0,0,2.0,10.0,1,0,2,1958,11.520841972858264,48.0399655
280.5,51.0,2,1,2.0,1,2.0,2.4,1,1,2,1910,12.888654589837165,50.83359905
370.0,59.69,3,7,3.0,0,2.0,2.4,0,0,2,1960,7.112936426796821,51.34651935
1290.0,110.0,4,3,4.0,0,3.0,40.0,4,0,7,1933,9.690718433333332,52.3750663
584.73,62.49,2,5,2.414155260346322,0,3.0,2.4,3,0,2,2002,9.6029627,47.5915165
410.0,55.5,2,1,3.0,1,5.0,40.0,2,0,1,2008,6.776328498935015,51.5594098
930.0,147.0,4,6,3.0,0,2.0,2.4,1,0,2,1900,11.968080816337132,51.49181925
482.74,67.61,2,1,2.0,0,2.0,40.0,1,0,2,1974,13.4160723,52.4027314
297.0,49.34,2,1,2.414155260346322,0,1.0,40.0,0,0,2,1900,12.4070697,51.3580523
740.0,123.0,6,5,2.0,0,2.0,2.4,5,0,2,1981,12.2734487,51.3201382
720.0,87.0,4,6,2.0,0,2.0,40.0,2,0,2,1976,8.7539614,50.3402319
570.0,53.0,2,1,2.414155260346322,1,2.0,40.0,5,0,2,1965,7.177381084933865,50.81093835
440.0,70.7,3,1,2.0,0,2.0,2.4,1,0,2,1964,6.356900033279535,50.89880035
575.0,93.0,4,7,2.0,0,2.0,40.0,1,1,4,1939,10.1547932,52.5337473
350.0,63.0,2,6,2.0,0,2.0,40.0,1,1,2,1900,12.64545965,50.59866075
338.0,42.2,2,6,2.414155260346322,0,1.0,40.0,0,0,1,1929,6.958085592081405,51.4781503
520.0,80.0,3,3,3.0,0,2.0,40.0,2,0,2,1963,6.5608315,51.339686
575.0,40.0,1,1,2.0,1,2.0,40.0,2,0,2,1992,7.09651046543514,50.7393437
475.0,60.0,2,1,2.414155260346322,0,5.0,40.0,2,0,2,1995,8.6651634,48.9176576
560.0,85.0,4,5,2.0,0,5.0,2.4,1,0,2,1967,7.331662792671842,51.6504741
1000.0,87.0,4,6,3.0,0,1.0,10.0,1,0,2,1967,7.6777825,47.6181831
380.0,44.5,1,1,2.0,1,2.0,40.0,6,0,2,1970,13.3324852,52.5977389
1350.0,123.0,4,7,2.414155260346322,1,4.0,10.0,5,0,4,1900,8.243865656858892,50.08044365
270.0,65.0,2,5,2.0,0,2.0,40.0,2,0,10,1986,9.035033205458443,51.625998
915.0,122.0,4,1,2.0,0,2.0,40.0,1,0,10,1978,7.7718224,49.4386379
625.0,101.0,4,3,2.0,0,2.0,10.0,2,1,9,1911,6.841087720795351,51.42672605
600.0,48.0,2,1,2.0,0,2.0,10.0,2,0,2,1995,9.1357986,48.77008885
1090.0,75.0,3,6,3.0,0,2.0,40.0,1,1,2,1965,10.2903502,47.4107587
700.46,94.56,2,7,2.414155260346322,0,2.0,40.0,1,0,1,1965,13.1827959,52.5505631
315.0,35.11,1,6,2.414155260346322,1,2.0,40.0,7,0,2,1958,10.517212106485466,52.2910188
791.0,83.16,2,6,2.414155260346322,0,2.0,40.0,1,0,4,1874,10.5827912,54.2968356
1299.0,105.0,3,3,3.0,1,2.0,10.0,2,0,10,1908,6.785353059955752,51.2149881
520.0,85.0,3,6,3.0,1,2.0,40.0,2,0,13,2014,14.9833123,51.1389881
250.0,36.52,1,8,2.414155260346322,0,3.0,40.0,3,0,2,1901,12.4858963,50.7254368
440.0,55.0,2,1,3.0,0,3.0,2.4,2,0,2,1978,6.8010749,51.4476943
1150.0,94.0,3,5,3.0,0,6.0,40.0,0,1,2,1910,7.095394425049118,50.74319285
470.0,67.1,3,5,3.0,0,2.0,40.0,3,0,2,1988,11.0751816,50.9482729
450.0,55.0,2,6,2.0,0,3.0,40.0,2,1,2,1900,13.856778,51.0093865
267.0,43.1,2,4,2.0,0,2.0,2.4,1,1,2,2009,12.3936736,51.29885
300.0,67.3,2,1,2.0,0,3.0,40.0,2,1,10,1908,13.6851478,51.6637253
460.0,45.0,2,7,2.0,0,2.0,2.4,1,1,2,1988,8.577508481593394,49.8578659
276.0,46.0,2,7,2.0,0,2.0,2.4,1,0,2,1900,12.41467494319765,51.34473465
699.0,58.6,2,5,3.0,0,2.0,10.0,2,0,1,1910,13.3024254,52.4325399
690.0,110.0,4,6,2.0,0,1.0,10.0,0,0,2,1978,9.352174120772055,50.2240104
349.0,58.13,2,5,2.0,0,2.0,40.0,2,0,4,1930,7.120576416930154,51.49679935
490.0,70.0,3,8,2.0,0,3.0,2.4,2,0,2,1950,7.523373930769232,51.4698843
325.0,61.6,4,6,2.0,0,2.0,2.4,3,1,2,1971,11.653779378681984,52.277973450000005
1300.0,131.0,3,6,3.0,0,1.0,40.0,0,1,2,1902,7.190227595393141,50.6780141
250.0,30.55,1,1,2.0,0,2.5008447819779844,40.0,2,0,2,1919,12.4415445,50.7224933
260.0,30.0,1,1,2.0,0,6.0,40.0,0,0,2,1925,7.21902426014124,51.2876796
370.93,33.63,1,3,2.414155260346322,1,2.0,40.0,3,0,1,1971,13.31492761671334,52.41118075
459.0,66.67,3,1,2.0,0,2.5008447819779844,40.0,3,0,2,1958,6.7703385,51.3678564
414.55,74.56,4,7,2.414155260346322,0,2.0,2.4,4,0,1,1976,13.6372232,51.015122
455.0,70.0,3,1,2.0,0,2.0,40.0,2,0,2,1958,6.847929022105911,51.42134505
1140.0,67.5,2,1,3.0,0,3.0,40.0,3,0,2,1945,9.166122600000003,48.8284871
445.0,57.0,2,5,2.0,1,2.0,2.4,0,0,2,1980,7.47045542031891,51.5119758
